timestamp,session_id,message_id,feedback_type,user_query,bot_response
2024-09-23 11:13:08,451c5936-aad3-4c84-b04d-be061f98e622,6be39e35-e683-4ca2-bbcf-7f471f818e5b,thumb_up,میخام یه سند حسابداری جدید تو سیستم ثبت کنم، بعد از اینکه یه درخاست جدید ثبت کردم چجوری این کارو کنم؟,"برای ثبت یک سند حسابداری جدید میتوانید از مسیر منوی اصلی/حسابداری مالی/ دفترکل/ اسناد/سند حسابداری، با انتخاب کلید ""+"" وارد صفحه یک سند حسابداری جدید شوید.  
"
2024-09-23 11:13:40,451c5936-aad3-4c84-b04d-be061f98e622,dceedee4-aef2-48e2-8f65-f4c6a97da333,thumb_up,بعد از ثبت درخواست جدید، برای ثبت درخواست کالای جدید از انبار باید چه اطلاعاتی را پر کنم؟,"بعد از ثبت درخواست جدید، برای ثبت درخواست کالای جدید از انبار، باید نوع درخواست، مرکز نگهداری، تاریخ نیاز، تاریخ ثبت سند و درخواست کننده را مشخص کنید.  
"
2024-09-23 11:15:21,451c5936-aad3-4c84-b04d-be061f98e622,8be7c5ef-c69c-4762-bb60-5df42d6de5c6,thumb_up,در ماژول های مربوط به ثبت درخواست و مدیریت انبار، می توانید به من راهنمایی دهید؟,"در ماژول لجستیک، شما می توانید مراحل ثبت سند انبار، ثبت درخواست کالا از انبار و ثبت اسناد تجمیعی را انجام دهید. 


"
2024-09-23 11:17:31,23b85777-6807-49c6-b29e-874a07414245,b5a5da79-f172-418a-948c-3de19be698aa,thumb_up,ویژگی های کالا که برای انبار تعریف می شوند، روی موجودی کالا تاثیر می گذارند؟,"بله، در تب ویژگی، لیست ویژگی های تعریف شده قابل انتخاب بوده و پس از انتخاب ویژگی در صورتی که در سطح کالا مقدار دهی شوند، می توانند مقدار بگیرند. 
"
2024-09-23 11:19:34,792eb9ec-f5a9-491a-9803-b8f0259e6509,cb92c9bc-6dbf-4f25-bba3-f3a2a74e4fb3,flag,در دفتر کل، اطلاعات پایه شامل چه چیزهایی می شوند؟,"اطلاعات سربرگ سند حسابداری شامل شعبه، تاریخ، نوع سند، شماره فرعی و حساب کل می باشد. 
"
2024-09-23 11:20:14,792eb9ec-f5a9-491a-9803-b8f0259e6509,9dbd57c9-2702-4699-83a3-b846220d770f,flag,در دفتر کل، جزئیات سربرگ سند حسابداری شامل چه اطلاعاتی می شوند؟,"اطلاعات سربرگ سند حسابداری شامل شعبه، تاریخ، نوع سند، شماره فرعی و حساب کل می باشد. 
"
2024-09-23 11:20:54,792eb9ec-f5a9-491a-9803-b8f0259e6509,617bc5b7-601a-4da8-961b-ba7145630e5d,flag,در دفتر کل، اطلاعات پایه شامل ساختار حساب، مرکز هزینه، ارزها و ...  هستند؟,"در دفتر کل، اطلاعات پایه شامل ساختار حساب، مرکز هزینه، ارزها و ...  هستند؟ 

در دفتر کل، اطلاعات سربرگ سند حسابداری شامل شعبه، تاریخ، نوع سند، شماره فرعی و حساب کل می باشد. 
"
2024-09-23 11:23:56,6c952107-59fc-4358-9bfc-119d20eb3e9a,ec2b76ed-1763-4412-98bc-75657155d65c,thumb_up,انواع حساب ها چی ها هستن و چجور از هم تفکیک میشن؟,"در سیستم حسابداری شرکت ها از انواع مختلف حساب ها برای ثبت رویدادهای مالی استفاده می شود.  حساب ها به دو دسته دائم و موقت تقسیم می شوند. 

حساب های دائم مانده آنها به سال مالی بعد منتقل می شود و شامل حساب های دارایی، بدهی و حقوق مالکانه می شوند. 

حساب های موقت مانده آنها در پایان سال مالی بسته می شود و به سال مالی بعد منتقل نمی شود و تمام حساب های درآمد و هزینه جزء حساب های موقت به شمار می روند. 
"
2024-09-23 11:25:15,6c952107-59fc-4358-9bfc-119d20eb3e9a,a870d473-df68-455c-8870-96a8841da66b,thumb_down,چجوری میتونم یه فاکتور فروش جدید تو سیستم ثبت کنم؟,"متاسفانه در این متن راه ثبت فاکتور فروش جدید توضیح داده نشده است.  
"
2024-09-23 11:29:08,19d45e7a-cce6-4cda-8734-6d1576ca0119,1fc5a855-9abe-4ae4-b55b-9e4d5a7089bd,thumb_up,چطور میتونم یه سفارش خرید تو سیستم ثبت کنم,"در حال حاضر نمی توانم به سوال شما پاسخ دهم. 
"
2024-09-23 11:30:23,19d45e7a-cce6-4cda-8734-6d1576ca0119,57c8419e-15ba-4de9-a924-6f30f2f68f4b,flag,از کجا بفهمم چطوری سند رسید خرید خارجی رو درست کنم,"برای یادگیری نحوه درست کردن سند رسید خرید خارجی، می توانید از منوی انبار و حسابداری انبار، عملیات تعدادی، سند انبار، گزینه ثبت سند انبار (+) استفاده کنید.  
"
2024-09-23 11:33:43,3fb3d1fe-e7e9-4a67-b77b-148700d5c426,3368fa4d-8318-401c-8f4e-f79607932485,thumb_up,اطلاعات سربرگ سند حسابدری چی ها هستن,"اطلاعات سربرگ سند حسابداری شامل شعبه، تاریخ، نوع سند، شماره فرعی و حساب کل می باشد. 
"
2024-09-23 11:34:35,3fb3d1fe-e7e9-4a67-b77b-148700d5c426,ffec4fc3-4e56-4976-a06d-afe6145b7ee7,flag,چه حساب هایی را می توان به عنوان حساب های تعدیل ماهیت در سند حسابداری انتخاب کرد؟,"برای حساب های معین با ماهیت ""بدهکار"" یا ""بستانکار"" می توانید حساب های طرف مقابل را مشخص نمایید.  
"
2024-09-23 11:35:04,3fb3d1fe-e7e9-4a67-b77b-148700d5c426,b54d8b49-5756-4ae1-adc3-0f90f7ec4b01,flag,در سند حسابداری، حساب های دائم و موقت چه فرقی با هم دارن,"در متن به تفصیل در مورد حساب های دائم و موقت توضیح داده نشده است.  
"
2024-09-23 11:38:54,a9b92f6a-a4d7-4cd9-a58e-a373fd16c1d1,46fe357c-7ce8-43d0-b93a-5da229be9ec6,thumb_down,در ساختار حسابداری،  حساب های دائم و موقت چه تفاوتی با هم دارند؟,"در متن به تفصیل در مورد حساب های دائم و موقت توضیح داده نشده است.  
"
2024-09-23 11:46:12,3fb3d1fe-e7e9-4a67-b77b-148700d5c426,14e32a49-f5bd-4cb1-b3b6-5b69fdef1197,flag,در زمان تعریف حساب، چطور می توان ماهیت حساب را مشخص کرد؟,"در زمان تعریف حساب، نوع حساب و ماهیت حساب (که به صورت پیش فرض بر اساس گروه حساب تکمیل شده اند)قابل تغییر است.  
 
 
"
2024-09-23 11:46:59,3fb3d1fe-e7e9-4a67-b77b-148700d5c426,7a1b4218-3f85-4dae-893b-5697deeeb0ff,thumb_up,برای تعریف ساختار حسابداری در سیستم همکاران، چه نکاتی را باید رعایت کنم؟,"برای تعریف ساختار حسابداری در سیستم همکاران، باید به نکات زیر توجه کنید:

* کد و عنوان ساختار حساب ها باید یکتا باشد.
* امکان حذف ساختار حساب ها در صورت وجود یک حساب در آن وجود نخواهد داشت.
* طول کد حساب ها در هر سطح بعد از تعریف اولین حساب در همان سطح قابل ویرایش نمیباشد.
* کد حساب سطح کل و معین از کد حساب سطح بالاتر از آن تبعیت می کند. 
* حداکثر جمع طول کد گروه حساب، حساب کل و معین ۱۲ رقم می باشد.
* امکان استفاده از ""فاصله"" (space)در کد حساب وجود ندارد. 


 
"
2024-09-23 11:48:58,db6c5a83-5b8e-461f-8a94-3865250c7065,43b45009-c388-47cc-b5fe-36575bd1f533,thumb_down,چجوری کالای جدید رو تو سیستم ثبت کنم؟,"در حال حاضر نمی توانم به سوال شما پاسخ دهم. 
"
2024-09-23 11:49:40,db6c5a83-5b8e-461f-8a94-3865250c7065,22e0d930-830c-4dc9-ab92-ecdf2daeb72e,thumb_up,چجوری درخواست کالای جدید رو تو سیستم ثبت کنم؟,"برای تعریف درخواست کالا در ماژول لجستیک، از منو انبار و حسابداری انبار، اطلاعات پایه، کالا، گزینه درخواست کالا (+) را انتخاب نمایید.  
 
 
"
