Question,Answer
"برای اولین استفاده از فرم ""استقرار حساب‌ها"" و فراخوانی ""نماینده حساب‌ها"" چه مراحلی باید انجام شود؟","ابتدا باید شرکت مورد نظر در بالای فرم انتخاب شود و سپس با استفاده از کلید ""به روز رسانی نماینده حساب‌ها""، لیست نماینده حساب‌های پیش‌فرض سیستم فراخوانی و به‌روزرسانی گردد."
"مهم‌ترین پیش‌نیاز سیستمی که قبل از به‌روزرسانی ""نماینده حساب‌ها"" باید انجام شده باشد، چیست؟","قبل از ""به روز رسانی نماینده حساب‌ها""، لازم است که ""به روز رسانی الگوهای اسناد دریافت و پرداخت"" به طور کامل انجام شده باشد."
اگر پس از مدتی، نماینده حساب‌های جدیدی به سیستم اضافه شود، چگونه می‌توان آن‌ها را برای یک شرکت فعال و استفاده کرد؟,"با توسعه سیستم و اضافه شدن نماینده حساب‌های جدید، می‌توان از طریق همان کلید ""به روز رسانی نماینده حساب‌ها""، آن‌ها را مجدداً فراخوانی و مورد استفاده قرار داد."
"از وجود پیش‌نیاز ""به‌روزرسانی الگوهای اسناد"" قبل از ""استقرار حساب‌ها""، چه استنباطی در مورد رابطه این دو بخش می‌توان داشت؟","این پیش‌نیاز نشان می‌دهد که ""نماینده حساب‌ها"" به طور مستقیم به ساختار و انواع ""الگوهای اسناد دریافت و پرداخت"" وابسته هستند و سیستم ابتدا باید الگوها را بشناسد تا بتواند حساب‌های مرتبط با آن‌ها را برای استقرار ارائه دهد."
چرا سند موجودی ابتدای سال خزانه‌داری، سند حسابداری ندارد؟,چون مانده واقعی منابع در زمان استقرار در دفتر کل ثبت شده است و نیازی به ارسال سند حسابداری از ماژول خزانه‌داری نیست.
قاعده ثبت موجودی ابتدای سال برای صندوق‌ها با حساب‌های بانکی و تنخواه چه تفاوتی دارد؟,برای هر حساب بانکی یا تنخواه، می‌توان یک قلم به عنوان موجودی ابتدای سال ثبت کرد، در حالی که برای هر صندوق به ازای هر ارز می‌توان یک قلم ابتدای سال ثبت نمود.
چرا قبل از ورود به صفحه ثبت سند موجودی ابتدای سال، پنجره انتخاب شرکت نمایش داده می‌شود؟,زیرا الگوی اسناد دریافت و پرداخت در سطح هر شرکت پیکربندی می‌شود و باید ابتدا شرکت مورد نظر انتخاب شود تا سند بر اساس پیکربندی آن شرکت باز شود.
چه پیش‌نیازی برای ثبت یک سند موجودی ابتدای سال جدید باید رعایت شود؟,برای ثبت سند، باید سال مالی انتخاب شده باشد. این کار از طریق کلیک روی نام شرکت و سال مالی در بالای صفحه و انتخاب سال مالی مورد نظر از سلکتور باز شده، انجام می‌شود.
چگونه می‌توان از انتخاب مکرر شرکت در هنگام ایجاد سند جلوگیری کرد؟,با افزودن سند-شرکت مورد نظر به لیست علاقمندی‌ها، آن سند در منو اضافه شده و امکان انتخاب مستقیم آن فراهم می‌شود، در نتیجه نیازی به انتخاب شرکت از طریق مودال نخواهد بود.
مسیر دسترسی برای ثبت یک سند موجودی ابتدای سال جدید در سیستم چیست؟,"از منوی اصلی، مسیر /حسابداری مالی/ دریافت و پرداخت/ ابتدای سال/موجودی ابتدای سال را دنبال کرده و کلید ""+"" را انتخاب کنید."
"در چه صورتی فیلد ""شعبه"" به صورت خودکار تکمیل می‌شود و آیا قابل تغییر است؟",در صورتی که یک شعبه به عنوان شعبه پیش‌فرض کاربر انتخاب شده باشد، این شعبه در سند انتخاب می‌شود و در صورت نیاز قابل تغییر است.
نحوه شماره‌گذاری سند موجودی ابتدای سال چگونه تعیین می‌شود؟,شماره سند به ترتیب ثبت اسناد در سیستم و بر اساس روش تعریف شده برای شماره‌گذاری اسناد دریافت و پرداخت، به صورت دستی یا سیستمی تخصیص داده می‌شود.
"مقدار پیش‌فرض فیلد ""تاریخ"" چیست و چه محدودیتی برای آن وجود دارد؟",فیلد تاریخ به صورت پیش‌فرض با تاریخ روز تکمیل می‌شود و باید در محدوده سال مالی انتخابی باشد.
"کاربرد فیلد ""شماره فرعی"" در سربرگ موجودی ابتدای سال چیست و آیا ورود اطلاعات در آن الزامی است؟",شماره فرعی یک فیلد دستی و اختیاری است که شرکت‌ها می‌توانند برای اهدافی مانند بایگانی یا ردیابی اسناد از آن استفاده کنند.
برای افزودن یک قلم جدید جهت ثبت موجودی در سند ابتدای سال، چه اقدامی باید انجام داد؟,"با انتخاب کلید ""جدید"" در هر نوع قلم ابتدای سال، یک قلم سند برای آن نوع منبع ایجاد شده و امکان ورود اطلاعات فراهم می‌شود."
چه عاملی تعیین‌کننده فیلدهای اطلاعاتی است که در فرم ثبت موجودی برای هر نوع منبع نمایش داده می‌شود؟,اطلاعات نمایش داده شده در هر نوع قلم (حساب بانکی، صندوق یا تنخواه) بر اساس تنظیمات الگوی سند مربوط به آن منبع می‌باشد.
از ساختار فرم که شامل بخش سربرگ و سپس بخش اقلام است، چه استنباطی در مورد ثبت اطلاعات می‌توان کرد؟,این ساختار نشان می‌دهد که یک سند موجودی ابتدای سال، که دارای اطلاعات کلی و مشترک در سربرگ است، می‌تواند شامل چندین قلم مجزا برای ثبت موجودی منابع مختلف باشد.
"چه شرطی برای انتخاب یک حساب در فیلد ""حساب بانکی"" هنگام ثبت موجودی ابتدای سال وجود دارد؟",حساب‌های بانکی که در وضعیت فعال قرار دارند، در فهرست نمایش داده شده و قابل انتخاب هستند.
هنگام ثبت موجودی ابتدای سال برای یک حساب بانکی، ارز سند و ارز مبنا چگونه تعیین می‌شوند و آیا قابل تغییر هستند؟,ارز سند و ارز مبنا به صورت خودکار برابر با ارز حساب بانکی انتخاب شده تعیین می‌شوند و غیرقابل ویرایش هستند.
برای یک حساب بانکی ارزی، چه اطلاعاتی باید وارد شود تا مبلغ موجودی به ارز عملیاتی محاسبه گردد؟,در صورتی که موجودی ارزی در یک حساب ارزی ثبت می‌شود، می‌توان نوع نرخ ارز و نرخ تبدیل ارز را وارد نمود تا مبلغ به ارز عملیاتی بر اساس آن محاسبه شود.
آیا وارد کردن شرح برای هر قلم موجودی حساب بانکی در سند موجودی ابتدای سال الزامی است؟,خیر، تکمیل فیلد شرح برای هر قلم اختیاری می‌باشد.
"هنگام ثبت موجودی ابتدای سال برای یک صندوق، مقادیر پیش‌فرض برای ""ارز سند"" و ""ارز مبنا"" چه هستند؟",ارز سند به صورت پیش‌فرض برابر با ارز عملیاتی و ارز مبنا برابر با ارز سند می‌باشد.
برای ثبت موجودی ارزی یک صندوق، چه اطلاعاتی را می‌توان وارد کرد تا مبلغ به ارز عملیاتی محاسبه شود؟,در صورتی که موجودی ارزی باشد، می‌توان ارز سند، نوع نرخ ارز و نرخ تبدیل ارز را ثبت نمود تا مبلغ به ارز عملیاتی بر اساس آن محاسبه شود.
"آیا تکمیل فیلد ""شرح"" هنگام وارد کردن موجودی ابتدای سال برای یک قلم صندوق، الزامی است؟",خیر، تکمیل این فیلد اختیاری می‌باشد.
فرآیند ثبت موجودی ابتدای سال برای صندوق چگونه امکان ثبت مانده به تفکیک ارز را فراهم می‌کند؟,در بخش مبلغ، مانده واقعی موجودی ابتدای سال صندوق به ازای هر ارز ثبت می‌شود و برای موجودی‌های ارزی، کاربر می‌تواند ارز سند و نرخ تبدیل را مشخص کند.
برای محاسبه مبلغ یک تنخواه ارزی به ارز عملیاتی، چه اطلاعاتی باید در سیستم وارد شود؟,می‌توان نوع نرخ ارز و نرخ تبدیل ارز را ثبت نمود تا مبلغ به ارز عملیاتی بر اساس آن محاسبه شود.
سه وضعیت اصلی اسناد خزانه‌داری کدامند؟,ثبت شده، تایید شده، و باطل شده.
"تفاوت اصلی یک سند در وضعیت ""ثبت شده"" با یک سند در وضعیت ""تایید شده"" چیست؟",اسناد ثبت شده قابل ویرایش و حذف هستند اما در گزارشات شرکت نمی‌کنند و سند حسابداری برایشان صادر نمی‌شود، در حالی که اسناد تایید شده قابل حذف و ویرایش نیستند، در گزارشات شرکت می‌کنند و می‌توان برای آن‌ها سند حسابداری صادر کرد.
"تحت چه شرایطی یک کاربر ممکن است سندی را ""باطل"" کند به جای اینکه آن را برگشت از تایید و سپس حذف نماید؟",در صورتی که سند تایید شده معتبر نباشد و نیاز به نگهداری سوابق آن در سیستم باشد، می‌توان آن را ابطال نمود.
آیا برای یک سند باطل شده، امکان بازگشت از ابطال وجود دارد؟,خیر، امکان برگشت از ابطال برای اسناد باطل شده وجود ندارد.
"یک سند ""تایید شده"" تحت چه شرایطی می‌تواند به وضعیت قبل بازگردانده شود؟",در صورتی که در فرایندهای بعدی استفاده نشده و سند حسابداری نداشته باشد، امکان برگشت از تایید برای آن وجود دارد.
"ویژگی ""تغییر وضعیت قلم"" چه زمانی و برای چه هدفی استفاده می‌شود؟",زمانی که یک سند تایید شده فاقد سند حسابداری است ولی برخی اقلام آن در فرایندهای بعدی استفاده شده و امکان برگشت از تایید کل سند وجود ندارد، از این ویژگی برای ویرایش یا حذف اقلامی که استفاده نشده‌اند، استفاده می‌شود.
"هنگامی که وضعیت یکی از اقلام یک سند به ""برگشت از تایید"" تغییر می‌کند، وضعیت کلی سند به چه حالتی در می‌آید؟","وضعیت سند به ""در حال تایید"" تغییر می‌یابد و با تایید مجدد سند، وضعیت به ""تایید شده"" تبدیل می‌شود."
"بخش ""جمع کل"" که در سمت چپ صفحه سند قرار دارد، چه اطلاعاتی را نمایش می‌دهد؟",این بخش به صورت مجزا مجموع مبالغ به تفکیک انواع قلم و جمع کل سند را به ارز عملیاتی (و ارزهای گزارشگری در صورت فعال بودن) در هر لحظه نمایش می‌دهد.
پس از ذخیره کردن یک سند، چه کلیدهای عملیاتی در بالای صفحه ظاهر می‌شوند؟,پس از ذخیره سند، کلیدهای تغییر وضعیت، بارگذاری مجدد و حذف در بالای صفحه نمایش داده می‌شوند.
چگونه می‌توان اقلام ثبت شده در یک سند را کپی یا حذف کرد؟,برای حذف، با انتخاب اقلام مورد نظر، کلید حذف نمایش داده می‌شود. برای کپی، از طریق کلید ایجاد کپی، اقلام انتخاب شده کپی می‌شوند.
فرآیند وارد کردن اسناد موجودی ابتدای سال از طریق فایل اکسل چگونه است؟,ابتدا از طریق کلید سه نقطه، فایل اکسل نمونه دانلود می‌شود. پس از تکمیل اطلاعات در فایل، از همان قسمت می‌توان فایل را بارگذاری کرده و اسناد را در سیستم ثبت نمود.
چگونه می‌توان ترتیب نمایش داده‌ها را در یک ستون از فهرست، صعودی یا نزولی کرد؟,با کلیک روی نام سر ستون، فهرست بر اساس آن مرتب می‌شود. با کلیک دوباره ترتیب (صعودی/نزولی) عوض شده و با کلیک بعدی به حالت اولیه باز می‌گردد.
چهار قابلیت اصلی که از طریق آیکون چرخ‌دنده برای تنظیم فهرست‌ها در دسترس است را نام ببرید.,ستون‌ها (انتخاب/حذف ستون‌ها)، مرتب‌سازی (بر اساس یک یا چند ستون)، گروه‌بندی (بر روی فیلدهای مشخص)، و تجمیع (محاسبه مجموع، میانگین و...).
"قابلیت ""تجمیع"" در تنظیمات فهرست، چه امکانات محاسباتی‌ای را فراهم می‌کند؟",این قابلیت امکان محاسبه مجموع، میانگین، کمترین یا بیشترین مقدار و تعداد را روی فیلدهای مشخصی از صفحه فراهم می‌کند.
پس از اعمال تنظیمات دلخواه (مانند تغییر ستون‌ها یا مرتب‌سازی) بر روی یک فهرست، چگونه می‌توان آن را برای استفاده‌های بعدی ذخیره کرد؟,می‌توان روی نام فهرست در گوشه سمت راست کلیک کرده و نمای تنظیم شده را با نام دلخواه ذخیره نمود یا یک نمای قبلی را به‌روزرسانی کرد.
"ویژگی ""کپی لینک نما"" چه کاربردی دارد و چه مزیتی برای کاربران ایجاد می‌کند؟",با کلیک روی این آیکون، لینکی از صفحه با فیلترها و نمای انتخاب شده کپی می‌شود که می‌توان آن را با افراد دیگر به اشتراک گذاشت و به این ترتیب همکاری را تسهیل می‌کند.
برای حذف یک یا چند سند از فهرست، چه شرطی باید برای آن اسناد برقرار باشد؟,"اسناد انتخابی فقط در صورتی قابلیت حذف دارند که در وضعیت ""ثبت شده"" باشند."
کاربران برای کنترل تعداد رکوردهای نمایش داده شده در هر صفحه از فهرست، چه گزینه‌هایی در اختیار دارند؟,در پایین همه فهرست‌ها می‌توان تعداد موارد قابل نمایش در صفحه را از بین ۱۰، ۲۰، ۵۰ و ۱۰۰ مورد انتخاب کرد.
علاوه بر انتخاب شماره صفحه، چه ابزارهای دیگری برای جابجایی بین صفحات یک فهرست طولانی فراهم شده است؟,می‌توان با استفاده از کلیدهای بعدی، قبلی، صفحه اول و یا صفحه آخر بین صفحات جابجا شد.
چگونه می‌توان جای ستون‌ها را در یک فهرست تغییر داد؟,امکان جابجایی ستون‌ها با گرفتن و کشیدن (Drag and Drop) آن‌ها وجود دارد.
از کجا می‌توان نماهای ذخیره شده برای یک فهرست را حذف کرد؟,"نماهای ذخیره شده از بخش ""مدیریت نماها"" که با کلیک بر روی نام فهرست نمایش داده می‌شود، قابل حذف هستند."
در بالای صفحه فهرست‌ها چه ابزاری برای یافتن سریع‌تر اطلاعات مورد نظر وجود دارد؟,در بالای صفحه فهرست‌ها بخش جستجو و فیلتر قابل مشاهده است که از طریق آن می‌توان بر اساس فیلترهای مختلف نتایج دلخواه را مشاهده کرد.
"چرا اسناد دریافتنی که به عنوان ""اسناد استقراری"" در ماژول خزانه‌داری ثبت می‌شوند، فاقد سند حسابداری هستند؟",زیرا این اسناد قبل از استقرار ماژول خزانه‌داری دریافت شده‌اند و سند حسابداری آنها قبلاً در ماژول دفترکل ثبت شده است.
مسیر دسترسی برای ثبت یک سند استقرار اسناد دریافتنی جدید در سیستم چیست؟,"از منوی اصلی به مسیر /حسابداری مالی/ دریافت و پرداخت/ ابتدای سال/استقرار اسناد دریافتنی رفته و کلید ""+"" را انتخاب کنید."
چرا قبل از ورود به صفحه ثبت سند، یک مودال برای انتخاب شرکت نمایش داده می‌شود؟,زیرا الگوی اسناد دریافت و پرداخت در سطح هر شرکت پیکربندی می‌شود و باید ابتدا شرکت مورد نظر انتخاب شود تا سند بر اساس پیکربندی آن شرکت باز شود.
چگونه می‌توان فرآیند ایجاد سند برای یک شرکت خاص را تسریع کرد تا نیازی به انتخاب مکرر شرکت از مودال نباشد؟,می‌توان سند-شرکت مورد نظر را به لیست علاقمندی‌ها افزود. با این کار، سند شرکت مورد نظر به منو اضافه شده و امکان انتخاب مستقیم آن بدون نیاز به مودال فراهم می‌شود.
پیش‌نیاز اصلی برای ثبت یک سند استقرار اسناد دریافتنی چیست و چگونه تنظیم می‌شود؟,باید سال مالی انتخاب شده باشد. این کار با کلیک روی نام شرکت در بالای صفحه و انتخاب سال مالی مورد نظر از سلکتور انجام می‌شود.
در صورتی که کاربر دارای شرکت و سال مالی پیش‌فرض باشد، سیستم چگونه رفتار می‌کند؟,در این حالت، اطلاعات شرکت و سال مالی پیش‌فرض کاربر به صورت خودکار در سند انتخاب می‌شود، اما در صورت نیاز قابل تغییر است.
"فیلد ""تاریخ"" در سربرگ سند استقرار اسناد دریافتنی به صورت پیش‌فرض چگونه مقداردهی می‌شود و چه محدودیتی برای آن وجود دارد؟",این فیلد به صورت پیش‌فرض با تاریخ روز تکمیل می‌شود و باید در محدوده سال مالی انتخاب شده باشد.
شماره‌گذاری سند استقرار اسناد دریافتنی بر چه اساسی و به چه روش‌هایی انجام می‌شود؟,شماره‌گذاری به ترتیب ثبت اسناد در سیستم و بر اساس روش تعریف شده برای شماره‌گذاری اسناد دریافت و پرداخت، به صورت دستی یا سیستمی انجام می‌شود.
"کاربرد فیلد ""شماره فرعی"" در سربرگ سند استقرار اسناد دریافتنی چیست و آیا ورود اطلاعات در آن الزامی است؟",شماره فرعی یک فیلد دستی و اختیاری است که شرکت‌ها می‌توانند برای اهدافی مانند بایگانی یا ردیابی اسناد از آن استفاده کنند.
در صورتی که برای کاربر یک شعبه پیش‌فرض تعریف شده باشد، رفتار سیستم در انتخاب شعبه چگونه خواهد بود؟,در این حالت، شعبه پیش‌فرض کاربر به صورت خودکار در سند انتخاب می‌شود، اما در صورت نیاز قابل تغییر است.
کدام نوع تفصیل در گزارش‌های دریافت و پرداخت همیشه به صورت پیش‌فرض نمایش داده می‌شود و قابل حذف از طریق تنظیمات نیست؟,تفصیل طرف تجاری همواره نمایش داده شده و در بخش تنظیمات گزارش‌ها قابل تغییر یا حذف نیست.
چه انواع دیگری از تفصیل‌ها را می‌توان برای نمایش در گزارش‌های دریافت و پرداخت فعال یا غیرفعال کرد؟,انواع تفصیلی که می‌توان نمایش آن‌ها را تنظیم کرد عبارتند از: مرکز هزینه، پروژه، سایر اشخاص، و تفصیل‌های سایر فعال.
اگر کاربری بخواهد گزارش‌های خود را بر اساس «مرکز هزینه» مشاهده کند اما این گزینه را در گزارش‌ها نبیند، محتمل‌ترین دلیل چیست؟,محتمل‌ترین دلیل این است که گزینه «مرکز هزینه» در بخش «تفصیل های قابل نمایش» در تنظیمات گزارش‌ها انتخاب نشده است.
فرآیند ذخیره کردن تغییرات در فرم «تنظیمات گزارش ها» چگونه است؟,پس از انجام تنظیمات مورد نظر، کاربر باید با استفاده از کلید «ذخیره» که در سمت چپ و بالای فرم قرار دارد، تغییرات را ذخیره نماید.
چه رابطه‌ای بین گزینه‌های انتخاب شده در «تفصیل های قابل نمایش» و محتوای نهایی گزارش‌ها وجود دارد؟,رابطه مستقیم است؛ فقط انواع تفصیلی که در این بخش انتخاب و تیک‌دار شده باشند، به عنوان تب‌های مجزا و قابل فیلتر در گزارش‌های نهایی نمایش داده می‌شوند.
برای افزودن یک قلم جدید جهت ثبت یک چک یا سفته استقراری، چه اقدامی باید انجام شود؟,"با انتخاب کلید ""جدید"" در هر نوع قلم استقراری، یک قلم سند جدید برای آن نوع ایجاد شده و امکان ورود اطلاعات فراهم می‌گردد."
چه عاملی تعیین‌کننده فیلدهای اطلاعاتی است که هنگام ثبت یک قلم سند استقراری (مانند چک) نمایش داده می‌شود؟,اطلاعات نمایش داده شده در هر نوع قلم، بر اساس تنظیمات الگوی سند مربوط به همان قلم می‌باشد.
از ساختار فرم که از بخش سربرگ و سپس اقلام تشکیل شده، چه استنباطی در مورد محتوای یک سند استقرار اسناد دریافتنی می‌توان داشت؟,این ساختار نشان می‌دهد که یک سند استقرار واحد، که اطلاعات کلی آن در سربرگ ثبت شده، می‌تواند شامل چندین قلم مجزا برای ثبت چک‌ها و سفته‌های مختلف باشد.
در بخش پرداخت کننده، کدام فیلدها باید به ترتیب انتخاب شوند؟,ابتدا نقش پرداخت کننده و سپس خود پرداخت کننده انتخاب می شود.
چه شرطی برای نمایش پرداخت کنندگان در فهرست وجود دارد؟,پرداخت کننده هایی نمایش داده می شوند که دارای نقش انتخاب شده با وضعیت فعال باشند.
در چه صورتی، فیلد 'حساب' در بخش پرداخت کننده نمایش داده می‌شود و تکمیل آن چه زمانی اجباری است؟,در صورتی که ماژول حساب های دریافتنی (AR) وجود داشته باشد، فیلد حساب نمایش داده می شود و اگر نقش انتخابی برای پرداخت کننده، 'مشتری' باشد، تکمیل این فیلد اجباری خواهد بود.
انتخاب حساب مشتری در بخش پرداخت کننده، چه تأثیری بر ماژول حساب های دریافتنی دارد؟,با انتخاب حساب مشتری و بر اساس نوع سند و سناریوی حساب مشتری، تراکنش مربوطه در ماژول حساب های دریافتنی ثبت خواهد شد تا در کنترل مانده حساب مشتری و آنالیز حساب مورد استفاده قرار بگیرد.
کدام صندوق‌ها برای انتخاب در فرم دریافت چک قابل مشاهده هستند؟,صندوق هایی که در وضعیت فعال قرار دارند، نمایش داده شده و قابل انتخاب هستند.
اطلاعات اجباری که باید برای یک چک دریافتی ثبت شود چیست؟,اطلاعات اجباری شامل بانک، سری چک و شماره چک می باشد.
انواع وضعیت استقراری برای یک چک دریافتنی شامل چه مواردی است؟,انواع وضعیت استقراری چک شامل نزد صندوق، نزد بانک، واخواست شده، واگذار به غیر شده، و حقوقی شده می باشد.
اگر آخرین وضعیت استقراری یک چک، گزینه‌ای غیر از 'نزد صندوق' باشد، چه اقدامی باید انجام شود؟,باید ادامه عملیات استقراری آن از طریق فرم 'عملیات استقرار اسناد دریافتنی' تکمیل شود تا چک به آخرین مرحله استقراری خود در سیستم برسد و پس از آن، بقیه فرایند از طریق فرم 'عملیات اسناد دریافتنی' انجام خواهد شد.
چگونه مبلغ چک به ارز عملیاتی در صورت ارزی بودن چک محاسبه می شود؟,در صورتی که دریافت ارزی باشد، می توان ارز سند، نوع نرخ ارز و نرخ تبدیل ارز را ثبت نمود تا مبلغ به ارز عملیاتی بر اساس آن محاسبه شود.
در چه شرایطی فیلد 'ارز مبنا' به صورت خودکار تکمیل شده و غیرقابل ویرایش می‌شود؟,در صورتی که حساب مشتری انتخاب شده باشد، ارز مبنا بر اساس ارز حساب مشتری تکمیل شده و غیر قابل ویرایش خواهد بود.
تاریخ توافق شده چیست و چه تفاوتی با تاریخ سررسید می تواند داشته باشد؟,تاریخ توافق شده، تاریخی است که با پرداخت کننده برای پرداخت مبلغ توافق شده است و امکان ثبت آن به تاریخی بزرگتر از تاریخ سررسید وجود دارد.
در بخش 'نوع چک'، چه خصوصیاتی از چک تعیین می‌شود و مقادیر پیش‌فرض آن‌ها چیست؟,نوع مدت (کوتاه مدت/بلندمدت) و ماهیت چک (عادی/تضمینی) تعیین می شود. مقادیر پیش فرض به ترتیب کوتاه مدت و عادی است.
چرا برای اسناد استقراری در ماژول خزانه‌داری سند حسابداری صادر نمی‌شود و به جای آن چه اطلاعاتی باید مشخص گردد؟,زیرا سند حسابداری آن‌ها قبلاً در ماژول دفترکل ثبت شده است. برای ادامه فرایند، لازم است حساب‌های معین بدهکار، بستانکار و مالیات بر ارزش افزوده که در سند دفترکل استفاده شده، در سند استقرار مشخص شوند.
چه عاملی تعیین می‌کند که فیلدهای اطلاعاتی اضافی مانند مرکز هزینه و پروژه در فرم استقرار چک نمایش داده شوند؟,در صورتی که در الگوی سند استقرار چک دریافتنی، نمایش و تکمیل این اطلاعات انتخاب شده باشد، در فرم نمایش داده شده و قابل ثبت خواهند بود.
آیا ثبت تاریخ سررسید برای سفته دریافتی الزامی است؟,خیر، تاریخ سررسید سفته اختیاری بوده و به صورت پیش فرض خالی می باشد.
چرا هنگام ثبت سند استقرار اسناد دریافتنی، نیازی به صدور سند حسابداری در ماژول خزانه‌داری نیست؟,زیرا سند حسابداری این اسناد قبلا در ماژول دفترکل ثبت شده است.
برای شناسایی صحیح حساب‌ها در فرایندهای بعدی، چه اطلاعاتی باید در سند استقرار اسناد دریافتنی مشخص شود؟,لازم است تا حساب های معین بدهکار و بستانکار که در سند حسابداری دفترکل استفاده شده، در سند استقرار اسناد دریافتنی مشخص شود.
ویژگی 'تفکیک تفصیل‌ها' چه امکانی را برای کاربر فراهم می‌کند؟,این ویژگی اجازه می دهد که یک قلم دریافتی یا پرداختی به تفکیک چندین تفصیل مختلف یا بابت رویدادهای مختلف ثبت شود و برای هر کدام، از حساب های متفاوتی در سند حسابداری استفاده گردد.
هنگام استفاده از فرم 'تفکیک تفصیل‌ها'، مجموع مبالغ ثبت شده چه شرطی باید داشته باشد؟,مجموع مبالغ ثبت شده در فرم تفکیک تفصیل ها باید برابر با مبلغ قلم سند انتخابی باشد.
یک سند خزانه‌داری در وضعیت 'ثبت شده' چه ویژگی‌ها و محدودیت‌هایی دارد؟,اسناد در وضعیت ثبت شده امکان حذف و ویرایش دارند ولی در فرایندهای بعدی و گزارشات شرکت نمی کنند و امکان صدور سند حسابداری برای آنها وجود ندارد.
چه تفاوتی بین وضعیت 'تایید شده' و 'ثبت شده' برای اسناد خزانه‌داری وجود دارد؟,اسناد تایید شده برخلاف اسناد ثبت شده، امکان حذف و ویرایش ندارند، در فرایندهای بعدی و گزارشات شرکت می‌کنند و می‌توان برای آن‌ها سند حسابداری صادر کرد.
در چه شرایطی می‌توان یک سند تایید شده را 'برگشت از تایید' داد؟,امکان برگشت از تایید برای اسناد تایید شده در صورتی که در فرایندهای بعدی استفاده نشده و سند حسابداری نداشته باشند وجود دارد.
ابطال یک سند چه پیامدهایی دارد و آیا امکان بازگشت از آن وجود دارد؟,اسناد باطل شده امکان حذف و ویرایش ندارند، در فرایندها و گزارشات شرکت نمی‌کنند و امکان صدور سند حسابداری برایشان وجود ندارد. همچنین، امکان برگشت از ابطال برای این اسناد وجود ندارد.
در چه شرایطی به جای 'برگشت از تایید' کل سند، از ویژگی 'تغییر وضعیت قلم' استفاده می‌شود؟,زمانی که یک سند تایید شده، فاقد سند حسابداری بوده و برخی از اقلام آن در فرایندهای بعدی استفاده شده باشد، امکان برگشت از تایید کل سند وجود ندارد. در این حالت برای ویرایش یا حذف اقلامی که استفاده نشده‌اند، از این ویژگی استفاده می‌شود.
وقتی وضعیت یکی از اقلام یک سند به 'برگشت از تایید' تغییر می‌کند، وضعیت کلی سند به چه حالتی درمی‌آید؟,وضعیت سند به 'در حال تایید' تغییر می یابد و با تایید مجدد سند، وضعیت به 'تایید شده' تبدیل می شود.
بخش 'جمع کل' در صفحه سند چه اطلاعاتی را نمایش می‌دهد؟,این بخش به صورت مجزا مجموع مبالغ به تفکیک انواع قلم و جمع کل سند را به ارز عملیاتی (و ارز های گزارشگری در صورت فعال بودن) در هر لحظه نمایش می دهد.
