Question,Answer
چه نوع حساب‌هایی دارای ماهیت بستانکار هستند؟,حساب‌های بدهی‌ها، حقوق مالکانه و درآمدها دارای ماهیت بستانکار هستند.
ماهیت حساب‌های انتظامی در سیستم حسابداری چگونه طبقه‌بندی می‌شود؟,"برای حساب‌های انتظامی ماهیت ""مهم نیست"" در نظر گرفته می‌شود."
برای تشخیص ماهیت یک حساب در حسابداری، چه دو سوالی می‌توان مطرح کرد؟,می‌توان پرسید: ۱) این حساب چه چیزی را نشان می‌دهد (دارایی، بدهی، سرمایه، هزینه، درآمد)؟ ۲) ثبت رویداد در این حساب چه اثری بر معادله حسابداری دارد (افزایش یا کاهش دارایی، بدهی یا سرمایه)؟
جهت معرفی یک ساختار حساب جدید، چه اطلاعاتی باید در فرم اولیه وارد شود؟,یک کد (حداکثر 4 کاراکتر) و یک عنوان برای ساختار حساب جدید باید معرفی شود و همچنین طول کد هر سطح حساب (گروه، کل، معین) باید مشخص گردد.
"فعال کردن گزینه ""استفاده از کاراکتر در کد حساب ها"" چه تغییری در نحوه کدگذاری حساب‌ها ایجاد می‌کند؟",در صورت فعال بودن این گزینه، کد همه حساب‌ها می‌تواند ترکیبی از عدد، حروف و کاراکتر باشد، در غیر این صورت کد حساب‌ها فقط می‌تواند عددی باشد.
ماهیت ارتباط ساختار حساب‌ها با شرکت و دفتر چگونه است و این به چه معناست؟,ارتباط ساختار حساب‌ها با شرکت و دفتر یک به چند است، به این معنی که یک ساختار حساب می‌تواند در چندین دفتر و شرکت مختلف گروه به کار گرفته شود.
دو شرط اساسی برای کد و عنوان ساختار حساب‌ها چیست؟,کد و عنوان ساختار حساب‌ها باید یکتا باشند.
در چه شرایطی امکان حذف یک ساختار حساب وجود نخواهد داشت؟,در صورتی که حتی یک حساب در آن ساختار حساب تعریف شده باشد، امکان حذف آن وجود نخواهد داشت.
طول کد حساب‌ها در یک سطح مشخص (مانند گروه، کل یا معین) در چه زمانی دیگر قابل ویرایش نخواهد بود؟,طول کد حساب‌ها در هر سطح، بعد از تعریف اولین حساب در همان سطح، دیگر قابل ویرایش نمی‌باشد.
ساختار کد یک حساب سطح پایین‌تر (مانند معین) چگونه از کدهای سطوح بالاتر خود تاثیر می‌پذیرد؟,کد حساب در سطوح کل و معین از کد حساب سطح بالاتر از خود تبعیت می‌کند. به عنوان مثال، اگر کد گروه 1 رقم، کل 2 رقم و معین 2 رقم باشد، کد نهایی معین یک عدد 5 رقمی خواهد بود که از ترکیب این سه کد تشکیل شده است.
حداکثر مجموع طول کدهای گروه حساب، حساب کل و حساب معین چند رقم می‌تواند باشد؟,حداکثر جمع طول کد گروه حساب، حساب کل و معین ۱۲ رقم می‌باشد.
آیا می‌توان از کاراکتر فاصله (space) در کد حساب‌ها استفاده کرد؟,"خیر، امکان استفاده از ""فاصله"" (space) در کد حساب وجود ندارد."
پس از ذخیره کردن فرم تعریف ساختار حساب جدید، سیستم کاربر را به چه صفحه‌ای هدایت می‌کند؟,با انتخاب گزینه ذخیره، کاربر وارد صفحه‌ای برای تعریف حساب‌ها می‌شود.
سه قانون یکتا بودن (uniqueness) در تعریف کُد و عنوان حساب‌ها در سطوح مختلف چیست؟,۱. کد هر سطح حساب باید در ساختار حساب یکتا باشد. ۲. ترکیب کد معین، کل و گروه در سطح ساختار حساب یکتا است. ۳. عنوان هر گروه حساب باید در ساختار حساب یکتا باشد.
تحت چه شرایطی امکان ویرایش کد یک گروه حساب وجود دارد؟,ویرایش کد گروه حساب تنها در صورتی امکان‌پذیر است که هیچ حساب کلی برای آن گروه تعریف نشده باشد.
هنگام تعریف یک حساب کل، کدام فیلدها به صورت پیش‌فرض از گروه حساب مربوطه مقداردهی می‌شوند و آیا قابل تغییر هستند؟,نوع حساب و ماهیت حساب به صورت پیش‌فرض بر اساس گروه حساب تکمیل شده‌اند اما در زمان تعریف حساب کل قابل تغییر هستند.
در زمان تعریف یک حساب معین، کدام بخش از کد آن توسط سیستم تعیین شده و غیرقابل تغییر است؟,ارقام اولیه فیلد کد که از کدهای تعیین شده برای گروه حساب و حساب کلِ مربوطه مقدار می‌گیرد، غیرقابل تغییر است.
در چه صورتی امکان ویرایش نوع حساب یک معین وجود نخواهد داشت؟,امکان ویرایش نوع حساب معین پس از استفاده در الگوی تسعیر ارز یا عملیات پایان سال وجود ندارد.
جهت صدور سند تعدیل ماهیت، وجود چه حسابی برای معین‌های بدهکار یا بستانکار الزامی است؟,وجود حساب مقابل تعدیل ماهیت برای حساب‌هایی که خلاف ماهیت شده‌اند، اجباری است.
"حداقل پنج شرط برای انتخاب یک حساب معین به عنوان ""حساب مقابل تعدیل ماهیت"" چیست؟","۱. فعال باشد. ۲. نوع حساب آن با معین جاری یکسان باشد. ۳. ویژگی‌های ارزی، پیگیری و مقداری آن با معین جاری یکسان باشد. ۴. تفصیلی‌های انتخاب شده در آن دقیقاً برابر با معین جاری باشد. ۵. ماهیت حساب آن خلاف ماهیت حساب معین جاری باشد."""""""
اگر در فرم یک حساب معین، تغییراتی ایجاد شود که شرایط یکسانی آن با حساب مقابل تعدیل ماهیت از بین برود، چه اتفاقی رخ می‌دهد؟,هنگام ذخیره فرم، سیستم پیغام هشدار می‌دهد و در صورت تأیید و ذخیره، حساب مقابل حذف می‌شود.
"فیلد ""کنترل ماهیت حساب"" چه گزینه‌هایی دارد و انتخاب گزینه ""معین و تفصیل انتخابی"" چه کنترلی را اعمال می‌کند؟","این فیلد گزینه‌های ""بدون کنترل""، ""معین""، و ""معین و تفصیل انتخابی"" را دارد. با انتخاب ""معین و تفصیل انتخابی""، کنترل خلاف ماهیت شدن در سطح معین و تفصیلِ انتخابیِ قلم سند انجام می‌شود."
"ویژگی ""امکان صدور سند حسابداری از ماژول‌ها"" چه کاربردی برای جلوگیری از مغایرت‌های مالی دارد؟",این ویژگی با مشخص کردن ماژول‌های مجاز برای استفاده از یک معین، از ایجاد سند برای آن معین توسط ماژول‌های غیرمجاز جلوگیری کرده و مانع از ایجاد مغایرت بین حسابداری و سایر ماژول‌ها می‌شود.
سه وضعیت ممکن برای موجودیت‌هایی مانند حساب معین در سیستم چیست؟,ثبت اولیه، فعال، و غیر فعال.
"موجودیتی که در وضعیت ""ثبت اولیه"" قرار دارد، چه ویژگی‌هایی دارد؟",در این وضعیت، موجودیت امکان حذف و هرگونه ویرایشی را دارد و در هیچ‌یک از عملیات‌ها و گزارش‌های ماژول‌ها قابل مشاهده و استفاده نیست.
"چه تفاوتی بین وضعیت ""فعال"" و ""غیر فعال"" یک موجودیت وجود دارد؟",موجودیت فعال قابل استفاده در عملیات است ولی قابل حذف نیست. موجودیت غیر فعال در ثبت عملیات و تراکنش‌های جدید مشاهده نمی‌شود اما سوابق قبلی آن باقی می‌ماند.
"اگر کاربری پس از تعریف یک موجودیت، گزینه ""تغییر وضعیت به فعال"" را مشاهده نکند، چه استنباطی می‌توان در مورد دسترسی‌های او داشت؟",می‌توان استنباط کرد که آن کاربر دسترسی لازم برای فعال کردن آن نوع موجودیت را ندارد.
"انتخاب ""ویژگی ارزی"" برای یک حساب معین، چه تاثیری در فرم سند حسابداری دارد؟",با انتخاب ویژگی ارزی، فیلدهای مرتبط با ارز سند و ارز مبنا برای یک قلم در اسناد حسابداری به کاربر نمایش داده می‌شود.
"در چه صورت امکان غیرفعال کردن ""ویژگی ارزی"" برای یک حساب وجود نخواهد داشت؟",امکان غیرفعال کردن ویژگی ارزی برای یک حساب، پس از استفاده در اسناد یا الگوی تسعیر ارز وجود نخواهد داشت.
"انتخاب ""ویژگی قلم پولی"" برای یک حساب معین چه امکانی را فراهم می‌کند؟",با انتخاب ویژگی قلم پولی، آن حساب معین در الگوی سند تسعیر ارز قابل انتخاب خواهد بود.
"تفاوت بین فعال کردن ""ویژگی پیگیری"" به صورت اجباری و اختیاری چیست؟",اگر ویژگی پیگیری فعال و اجباری باشد، تکمیل شماره و تاریخ پیگیری در قلم سند الزامی است. اما اگر اختیاری باشد، این فیلدها نمایش داده می‌شوند ولی تکمیل آنها الزامی نیست.
فهرست تفصیلی‌های سیستمی که در زبانه تفصیل‌ها قابل انتخاب هستند شامل چه مواردی است؟,طرف تجاری، مرکز هزینه، پروژه، سایر اشخاص حقیقی/حقوقی، شعبه، حساب بانکی، صندوق، تنخواه، گروه مشتری، گروه محصول، دفتر فروش، حوزه قیمت‌گذاری، کالا.
"در بخش تفصیل‌ها، به ازای هر معین چند نوع تفصیلی ""سایر"" قابل انتخاب است و چه کاربردی دارند؟","دو ردیف تفصیلی ""سایر ۱"" و ""سایر ۲"" قابل انتخاب است که در هر کدام می‌توان یک نوع تفصیل غیرسیستمی (تعریف شده توسط شرکت) را انتخاب کرد."
"عملکرد گزینه ""گروه‌بندی"" در زبانه تفصیل‌ها چیست و چه محدودیتی دارد؟",این گزینه به کاربر اجازه می‌دهد تا با قرار دادن چند تفصیلِ اختیاری در یک گروه، تکمیل حداقل یکی از آنها را هنگام ذخیره سند الزامی کند. حداکثر ۲ گروه‌بندی تفصیل قابل تعریف است.
"آیا می‌توان یک تفصیل از نوع اجباری را در ""گروه‌بندی تفصیل"" قرار داد؟",خیر، انتخاب تفصیل‌های از نوع اجباری در یک گروه به کاربر داده نمی‌شود.
"هدف از تعریف ""شرح‌های استاندارد"" برای یک حساب معین چیست؟",شرح‌های استاندارد، شرح‌های پرتکرار سند هستند که برای راحتی و تسریع در انجام کار تعریف می‌شوند تا کاربر بتواند آنها را از یک لیست انتخاب کند.
آیا می‌توان یک حساب معین را پس از اینکه در یک سند یا عملیات استفاده شد، حذف کرد؟,خیر، امکان حذف یک حساب معین پس از استفاده وجود ندارد.
از صفحه فهرست ساختار حساب‌ها چه قابلیت‌های اصلی در دسترس کاربر قرار دارد؟,در این صفحه، کاربر امکان ایجاد ساختار حساب‌های جدید و همچنین مشاهده ساختار حساب‌هایی که قبلا تعریف شده‌اند را دارد.
برای اینکه بتوان یک ساختار حساب را ویرایش یا حذف کرد، چه شرطی باید برقرار باشد؟,شرط لازم برای ویرایش یا حذف یک ساختار حساب، این است که هیچ حسابی در آن ساختار تعریف نشده باشد.
چند نمونه از اطلاعات پایه عمومی که برای راه اندازی دفتر کل باید تعریف شوند را نام ببرید.,شخص حقیقی/حقوقی، مرکز هزینه، پروژه، بانک، و الگوهای شماره‌گذاری نمونه‌هایی از اطلاعات پایه عمومی هستند.
تعریف اطلاعات پایه عمومی در سیستم دفتر کل باید بر چه مبنایی صورت گیرد؟,تعریف این اطلاعات باید با توجه به نیازمندی‌های خاص هر سازمان انجام شود.
برای تعریف یک شخص حقیقی یا حقوقی جدید در سیستم، از چه مسیری باید اقدام کرد؟,"از منوی اصلی، بخش عمومی، اطلاعات پایه، شخص حقیقی/حقوقی، باید کلید ""+"" را انتخاب کرد."
هنگام معرفی یک شخص حقوقی، کدام فیلد اجباری است و چه فیلدهایی به صورت اختیاری قابل تکمیل هستند؟,نام شخص حقوقی اجباری است. موارد اختیاری شامل نام اختصاری، نوع شخص حقوقی، نوع فعالیت، شناسه ملی، شماره ثبت، تلفن، و وب‌سایت می‌باشد.
در زمان معرفی یک شخص حقیقی، تکمیل کدام فیلدها الزامی است؟,تکمیل فیلدهای نام و نام خانوادگی برای معرفی شخص حقیقی الزامی است.
"چرا مشخص کردن ""نقش"" برای اشخاص در سیستم اهمیت دارد و این کار چه تاثیری در زمان صدور سند حسابداری دارد؟","زیرا یک شخص می‌تواند نقش‌های متفاوتی داشته باشد و با تخصیص نقش، می‌توان در ارتباط با یک حساب معین، فقط اشخاص با نقش مرتبط را نمایش داد. برای مثال، برای معین تنخواه، فقط اشخاص با نقش تنخواه‌دار نمایش داده می‌شوند."""""""
در چه شرایطی انتخاب نقش برای یک طرف تجاری (شخص) اجباری می‌شود؟,برای برقراری ارتباط یک حساب معین با تفصیل طرف تجاری، انتخاب نقش برای آن شخص اجباری است.
بر اساس جدول نقش‌ها، کدام پنج نقش منحصراً به اشخاص حقیقی قابل تخصیص هستند؟,کارمند، صندوق‌دار، تنخواه‌دار، کارمند فروش، و حمل‌کننده.
بر اساس جدول نقش‌ها، کدام سه نقش منحصراً به اشخاص حقوقی قابل تخصیص هستند؟,سرمایه‌پذیر، شرکت حمل و نقل، و بانک.
آیا پس از استفاده از یک نقش در اسناد حسابداری، می‌توان آن را تغییر داد؟,بله، نقش‌ها را می‌توان در طول زمان و حتی پس از استفاده در صدور سند حسابداری، فعال یا غیرفعال کرد.
پس از ذخیره اطلاعات یک شخص، کد تفصیل چگونه تعیین می‌شود؟,کد تفصیل یا توسط کاربر وارد می‌شود و یا در صورت تعریف روش کدگذاری تفصیل‌ها، به صورت پیش‌فرض توسط سیستم تولید می‌شود.
نام حساب تفصیلی برای یک شخص حقیقی و یک شخص حقوقی چگونه به صورت خودکار تعیین می‌گردد؟,نام تفصیل برای شخص حقیقی برابر با نام و نام خانوادگی، و برای شخص حقوقی برابر با نام آن شخص خواهد بود.
برای ثبت یک نشانی جدید برای یک شخص، تکمیل کدام سه فیلد اجباری است؟,عنوان (مانند دفتر مرکزی)، منطقه جغرافیایی، و آدرس.
یک شخص حقیقی یا حقوقی چه تعداد آدرس می‌تواند در سیستم داشته باشد و چگونه آدرس اصلی مشخص می‌شود؟,"هر شخص می‌تواند چندین آدرس ثبت شده داشته باشد، اما فقط یکی از آنها را می‌توان با زدن تیک در ستون ""اصلی"" به عنوان آدرس اصلی انتخاب کرد."
"از اینکه نقش ""بانک"" فقط به شخص حقوقی قابل تخصیص است، چه استنباطی در مورد طراحی سیستم می‌توان داشت؟",این موضوع نشان می‌دهد که سیستم، بانک‌ها را به عنوان یک نهاد حقوقی در نظر می‌گیرد و امکان تعریف بانک به عنوان شخص حقیقی وجود ندارد.
مراکز هزینه از نظر ماهیت به چند دسته تقسیم می‌شوند و این دسته‌ها کدامند؟,مراکز هزینه به لحاظ ماهیت به سه دسته تولیدی، خدماتی و اداری تقسیم می‌شوند.
تفاوت اساسی بین مراکز هزینه تولیدی، خدماتی و اداری چیست؟,مراکز تولیدی مستقیماً در تولید کالا یا خدمات نقش دارند (مانند بخش عملیات)؛ مراکز خدماتی به سایر مراکز، خدمات پشتیبانی ارائه می‌دهند (مانند منابع انسانی و فناوری اطلاعات)؛ و مراکز اداری مسئول امور ستادی و مدیریتی هستند (مانند واحد فروش و مالی).
برای تعریف یک مرکز هزینه جدید در سیستم، چه مسیری باید طی شود و چه اطلاعاتی باید تکمیل گردد؟,"برای تعریف یک مرکز هزینه جدید، از مسیر منوی اصلی/ عمومی/ اطلاعات پایه / مرکز هزینه، کلید ""+"" انتخاب می‌شود و سپس کد، عنوان و نوع مرکز هزینه تکمیل می‌گردد."
"قرار دادن وضعیت یک مرکز هزینه بر روی ""غیر فعال"" چه تأثیری در عملکرد سیستم دارد؟",در صورتی که وضعیت مرکز هزینه غیر فعال باشد، آن مرکز هزینه در عملیات سیستم مشاهده نخواهد شد.
پس از ذخیره فرم ایجاد مرکز هزینه، چه فرآیندی برای ایجاد حساب تفصیل مرتبط با آن طی می‌شود؟,"بعد از ذخیره فرم، در بخش اطلاعات تفصیل، با انتخاب کلید ""ایجاد""، صفحه‌ای باز می‌شود که در آن کد تفصیل به صورت دستی یا خودکار وارد شده و با ذخیره آن، حساب تفصیل مربوط به مرکز هزینه ایجاد می‌گردد."
نام حساب تفصیل مربوط به یک مرکز هزینه چگونه تعیین می‌شود؟,نام تفصیل به طور خودکار برابر با عنوان مرکز هزینه خواهد بود.
در چه شرایطی امکان حذف یک مرکز هزینه وجود ندارد و راهکار جایگزین چیست؟,اگر تفصیل مرکز هزینه استفاده شده باشد، امکان حذف آن وجود ندارد. در این حالت، تنها راهکار موجود، غیر فعال کردن آن مرکز هزینه است.
چگونه می‌توان به فهرست کلیه مراکز هزینه‌ی تعریف‌شده در سیستم دسترسی پیدا کرد؟,با انتخاب کلید سه نقطه که در گوشه سمت چپ و بالای صفحه قرار دارد، می‌توان فهرست مراکز هزینه را مشاهده نمود.
"کاربرد گزینه ""تغییر وضعیت"" در فرم مرکز هزینه چیست و وضعیت پیش‌فرض آن کدام است؟","گزینه ""تغییر وضعیت"" برای فعال یا غیرفعال کردن مرکز هزینه به کار می‌رود. به صورت پیش‌فرض، با ذخیره کردن فرم، این وضعیت ""فعال"" در نظر گرفته می‌شود."
چهار ویژگی اصلی و متمایزکننده یک پروژه کدامند؟,ویژگی‌های متمایز کننده آن شامل منحصر به فرد بودن، داشتن هدف مشخص، محدودیت در زمان و منابع و موقت بودن است.
برای تعریف یک پروژه جدید در سیستم، چه مسیری باید دنبال شود؟,برای تعریف یک پروژه باید از مسیر منوی اصلی/ عمومی/ اطلاعات پایه / پروژه، کلید + را انتخاب کنید.
"هنگام تعریف یک پروژه جدید، چه قانونی برای تخصیص ""کد"" به آن وجود دارد؟",کد مورد نظر برای تعریف پروژه باید در سطح شرکت و سایر پروژه‌ها یکتا باشد.
"تفاوت بین عملکرد کلید ""ذخیره"" و گزینه ""ذخیره و جدید"" در فرم تعریف پروژه چیست؟","با کلید ""ذخیره""، پروژه فعلی ذخیره می‌شود. با گزینه ""ذخیره و جدید""، فرم فعلی ذخیره و بسته شده و صفحه خالی دیگری برای ورود اطلاعات پروژه بعدی باز می‌شود."
غیرفعال کردن یک پروژه چه پیامدی در سیستم به دنبال دارد؟,در صورتی که وضعیت پروژه غیر فعال باشد، آن پروژه در عملیات سیستم مشاهده نمی‌شود.
پس از ذخیره کردن اطلاعات اولیه یک پروژه، فرآیند ایجاد حساب تفصیل برای آن چگونه است؟,"بعد از ذخیره، در بخش اطلاعات تفصیل با انتخاب کلید ""ایجاد""، صفحه‌ای باز می‌شود که می‌توان کد تفصیل را در آن وارد و ذخیره کرد تا تفصیل پروژه ایجاد گردد."
نام حساب تفصیل یک پروژه بر چه اساسی تعیین می‌شود؟,نام تفصیل همواره برابر با عنوان پروژه خواهد بود.
تحت چه شرایطی کد تفصیل یک پروژه به صورت خودکار توسط سیستم تولید می‌شود؟,در صورتی که روش کدگذاری تفصیل برای پروژه تعریف شده باشد، کد تفصیل به صورت خودکار ایجاد می‌شود.
صفحه معرفی بانک از چه بخش‌هایی تشکیل شده است؟,این صفحه دارای دو بخش اطلاعات اصلی و شعبه بانک است.
حداقل اطلاعات مورد نیاز برای اینکه بتوان یک بانک جدید را در سیستم ذخیره کرد چیست؟,برای ذخیره یک بانک، تنها تکمیل کد و عنوان بانک در قسمت اطلاعات اصلی کافی است و می‌توان آن را بدون افزودن اطلاعات شعبه ذخیره نمود.
فرآیند افزودن یک شعبه جدید به بانک در صفحه معرفی بانک چگونه است؟,در قسمت شعبه بانک، با انتخاب گزینه جدید یک ردیف ایجاد می‌شود که در آن کد و عنوان شعبه وارد می‌شود.
هنگام تعریف شعبه بانک، وارد کردن کدام اطلاعات اجباری نیست؟,تکمیل اطلاعات مربوط به شهر، نشانی و تلفن شعبه اختیاری است و در صورت نیاز تکمیل می‌گردد.
با توجه به تعریف بانک در قسمت عمومی، در یک سیستم چند شرکتی، دسترسی به بانک‌های تعریف‌شده چگونه است؟,بانک به ازای کل سیستم تعریف می‌شود، بنابراین در صورت چند شرکتی بودن، همه شرکت‌ها می‌توانند از آن استفاده کنند.
جهت ایجاد یک الگوی شماره‌گذاری جدید در سیستم، چه مسیری باید طی شود؟,"باید از مسیر منوی اصلی/ عمومی/ اطلاعات پایه / الگوی شماره گذاری، کلید ""+"" را انتخاب کرد."
"در تعریف الگوی شماره گذاری، تفاوت اصلی بین روش تشخیص ""خودکار"" و ""دستی"" چیست؟",در روش خودکار، سیستم بر اساس مدل تعریف‌شده شماره‌گذاری می‌کند و امکان ورود دستی شماره نیست، اما در روش دستی، شماره هنگام ایجاد اعلامیه به صورت دستی توسط کاربر وارد می‌شود.
"هنگام تعریف الگوی شماره‌گذاری برای اعلامیه بدهکار/بستانکار، در بخش ""موجودیت"" چه مواردی باید انتخاب شوند؟","در قسمت سیستم، ماژول ""مالی"" و در قسمت موجودیت، ""اعلامیه بدهکار / بستانکار"" باید انتخاب شود."
در بخش تعریف الگوی شماره‌گذاری خودکار، چه تنظیماتی برای ساختار شماره قابل شخصی‌سازی است؟,می‌توان اجزای شماره‌گذاری مانند کد دفتر و سال مالی را انتخاب کرد، ترتیب قرارگیری اجزا (مثلاً سال مالی قبل از سریال) را مشخص نمود و طول کد سریال را تعیین کرد.
جزء پیش‌فرض که در ساختار یک الگوی شماره‌گذاری خودکار وجود دارد چیست؟,"به صورت پیش‌فرض، ""شمارنده سریال"" در اجزای شماره‌گذاری قرار دارد."
"مهم‌ترین اقدامی که در بالای صفحه ""معرفی الگوی شماره‌گذاری"" باید انجام داد چیست؟",ابتدا باید شرکتی که می‌خواهیم الگوی شماره‌گذاری در آن تعریف شود را مشخص کنیم.
چه زمانی کاربر قادر خواهد بود در سیستم اعلامیه بدهکار و بستانکار صادر کند؟,پس از انجام تنظیمات مربوط به الگوی شماره‌گذاری و ذخیره کردن اطلاعات آن، کاربر می‌تواند اعلامیه صادر کند.
برای اطمینان از اینکه شماره سریال تولید شده در الگوی خودکار، طول مشخصی (مثلاً ۴ رقم) داشته باشد، چه باید کرد؟,"در بخش ""الگوی شماره گذاری خودکار"" و پس از انتخاب اجزا، می‌توان طول کد سریال را تعیین کرد."
حداکثر طول مجاز برای تعریف کد حساب تفصیل چقدر است؟,حداکثر طول کد تفصیل ۱۶ رقم می‌باشد.
چه عاملی باعث می‌شود که تنظیمات مربوط به کد حساب تفصیل (طول و نوع کاراکتر) دیگر قابل ویرایش نباشد؟,پس از تعریف اولین حساب تفصیل در سیستم، این تنظیمات قفل شده و دیگر قابل ویرایش نخواهند بود.
چرا مرحله پیکربندی تنظیمات تفصیل پیش از شروع به کار با سیستم، یک اقدام حیاتی و غیرقابل بازگشت است؟,زیرا این تنظیمات که ساختار کدینگ تفصیل را مشخص می‌کنند، باید پیش از تعریف اولین حساب تکمیل شوند و پس از آن دیگر هرگز قابل تغییر نیستند، که این بر تمام داده‌های آتی سیستم تاثیر دائمی دارد.
"منظور از ""ارز عملیاتی"" در سیستم چیست و چه کاربرد مهمی دارد؟",هر کشور ارز مخصوص به خود را دارد که در سیستم به عنوان ارز عملیاتی معرفی می‌شود و کلیه گزارشات قانونی سیستم با این ارز ارائه می‌گردد.
ارزهای خارجی علاوه بر ارز رسمی کشور، در چه نوع مبادلاتی مورد استفاده قرار می‌گیرند؟,ارزهای دیگر علاوه بر ارز رسمی، در مبادلات خارجی کالا و خدمت مانند صادرات و واردات در واحدهای تجاری مورد استفاده قرار می‌گیرند.
کدام ارز به صورت پیش‌فرض در سیستم وجود دارد؟,ارز ریال در سیستم به صورت پیش فرض وجود دارد.
"از اینکه تمام گزارشات قانونی یک سیستم باید بر مبنای ""ارز عملیاتی"" ارائه شود، چه نتیجه‌ای در مورد استانداردسازی مالی آن سیستم می‌توان گرفت؟",این امر نشان می‌دهد که سیستم برای انطباق با مقررات مالی و قانونی کشور طراحی شده است، چرا که گزارش‌دهی رسمی باید بر اساس پول ملی آن کشور صورت پذیرد.
علامت ستاره قرمز که در کنار برخی فیلدها در صفحه تعریف ارز نمایش داده می‌شود، به چه معناست؟,علامت ستاره قرمز نشان می‌دهد که تکمیل آن فیلدها اجباری است.
"در فیلد ""کد"" برای تعریف ارز، کاربر چه انتخاب‌هایی دارد؟","کاربر می‌تواند کد سه حرفی ارز را از فهرست موجود انتخاب کند و یا با انتخاب گزینه ""T""، کد ارز مورد نظر را به صورت دستی تعریف نماید."
"چگونه انتخاب ""کد"" ارز بر مقادیر فیلدهای ""عنوان"" و ""علامت"" تأثیر می‌گذارد؟","با انتخاب کد ارز از فهرست موجود، فیلدهای ""عنوان"" و ""علامت"" به صورت خودکار پر می‌شوند. اما اگر کد به صورت دستی وارد شود، عنوان نیز باید دستی نوشته شود."
"مقدار پیش‌فرض برای فیلد ""واحد مبادله"" چیست و چه محدوده‌ای از اعداد را می‌پذیرد؟",مقدار پیش‌فرض برای واحد مبادله برابر با 1 است و می‌توان اعداد طبیعی از 1 تا 9999 را برای آن انتخاب کرد.
"گزینه‌های موجود برای فیلد ""روش گرد کردن اعشار"" کدامند و مقدار پیش‌فرض آن چیست؟","گزینه‌های قابل انتخاب شامل ""اتوماتیک، به سمت بالا و به سمت پایین"" است و مقدار پیش‌فرض آن ""اتوماتیک"" می‌باشد."
"کاربرد گزینه ""ذخیره و جدید"" در صفحه تعریف ارز چیست؟","با انتخاب گزینه ""ذخیره و جدید""، اطلاعات فعلی ذخیره شده و یک صفحه خالی برای ورود اطلاعات ارز بعدی باز می‌شود."
وضعیت پیش‌فرض یک ارز پس از ثبت در سیستم چیست و چگونه می‌توان آن را تغییر داد؟,"ارز به صورت پیش‌فرض با وضعیت ""فعال"" ثبت می‌شود، اما در صورت عدم نیاز می‌توان با استفاده از گزینه ""تغییر وضعیت""، آن را غیرفعال کرد."
تحت چه شرایطی می‌توان یک ارز تعریف شده را به طور کامل از سیستم حذف کرد؟,یک ارز تعریف شده تنها در صورتی قابل حذف است که در هیچ بخشی از سیستم استفاده نشده باشد.
