Question,Answer
"کاربران در چه شرایطی معمولا از بیزنس آبجکت‌های عمومی برای ساخت گزارش استفاده می‌کنند؟","معمولاً زمانی از این نوع بیزنس آبجکت‌ها استفاده می‌شود که کاربر نیاز به مشاهده و استفاده از فیلدهای تکمیلی در گزارش خود داشته باشد."
"هدف اصلی بیزنس آبجکت‌های عمومی چیست؟","هدف اصلی آن‌ها ارائه دسترسی ساده و راحت به کاربر به اطلاعات اصلی یک موضوع به همراه تمامی اطلاعات مربوط به بیزنس آبجکت‌های مرتبط با آن است."
"بر اساس مثال ""قلم سند انبار""، ساختار بیزنس آبجکت‌های عمومی چگونه است؟","این بیزنس آبجکت‌ها شامل اطلاعات اصلی یک موجودیت هستند و اطلاعات موجودیت‌های مرتبط با آن نیز به صورت سلسله مراتبی نمایش داده می‌شوند و کاربر می‌تواند از آن‌ها ستون انتخاب کند."
"در ابزار گزارش‌ساز، چگونه می‌توان نوع ارتباط بین بیزنس آبجکت‌های مرتبط را تغییر داد؟","برای تغییر نوع ارتباط، باید بر روی علامت >| در کنار بیزنس آبجکت مرتبط راست کلیک کرده و یکی از گزینه‌های موجود (inner join یا left join) را انتخاب نمود."
"نوع ارتباط پیش‌فرض بین بیزنس آبجکت‌های مرتبط در گزارش‌ساز چیست؟","به صورت پیش‌فرض، نوع ارتباط بر روی left join تنظیم شده است."
"چه تفاوتی در ماهیت داده‌های ارائه شده توسط بیزنس آبجکت‌های مدیریتی و عمومی وجود دارد؟","بیزنس آبجکت‌های مدیریتی اطلاعات تجمیع‌شده و بهینه‌شده را ارائه می‌دهند، در حالی که بیزنس آبجکت‌های عمومی دسترسی به اطلاعات اصلی یک موجودیت به همراه تمام جزئیات و فیلدهای تکمیلی از موجودیت‌های مرتبط را فراهم می‌کنند."
"با توجه به توضیحات، چه مزیتی در تفکیک بیزنس آبجکت‌ها به دو دسته مدیریتی و عمومی برای کاربران وجود دارد؟","این تفکیک به کاربران اجازه می‌دهد تا بر اساس نیاز خود، بین سرعت و سادگی در گزارش‌های تجمیعی (مدیریتی) و انعطاف‌پذیری و دسترسی به جزئیات کامل (عمومی) یکی را انتخاب کنند."
"گزارش جدولی ساده چه نوع گزارشی است؟","این نوع گزارش، گزارشی است که کاربر نیاز دارد خروجی آن را بیشتر در قالب یک جدول اطلاعاتی مشاهده کند."
"برای ساخت یک گزارش جدولی ساده، چه مجموعه تنظیماتی در دسترس کاربر قرار دارد؟","کاربر می‌تواند تنظیماتی چون افزودن ستون‌های اطلاعاتی، مرتب‌سازی ردیف‌ها و ستون‌ها، تعریف ردیف تجمیعی، گروه‌بندی داده‌ها، تعریف پارامترهای ورودی، و اعمال فیلترها را انجام دهد."
"در ساخت گزارش‌های جدولی ساده، قابلیت ""مرتب سازی"" چه امکانی را فراهم می‌کند؟","قابلیت مرتب‌سازی به کاربر اجازه می‌دهد تا ترتیب نمایش اطلاعات در ردیف‌ها و همچنین ترتیب ستون‌ها را مشخص کند."
"برای نمایش مقادیر کلی و نهایی در یک گزارش جدولی ساده از کدام قابلیت استفاده می‌شود؟","برای این کار از قابلیت ""ردیف تجمیعی"" استفاده می‌شود که مقادیر تجمیعی را در ردیفی در بالا یا پایین گزارش نمایش می‌دهد."
"تفاوت بین قابلیت ""ردیف تجمیعی"" و ""گروه‌بندی"" در گزارش جدولی ساده چیست؟","""ردیف تجمیعی"" مقادیر کل گزارش را در یک ردیف نمایش می‌دهد، در حالی که ""گروه‌بندی"" داده‌ها را دسته‌بندی کرده و مقادیر تجمیعی را به تفکیک هر گروه نشان می‌دهد."
"در فرآیند ساخت گزارش جدولی، چگونه می‌توان نمایش بخشی از اطلاعات را در خروجی نهایی محدود کرد؟","از طریق اعمال ""فیلترها"" می‌توان بخشی از اطلاعات را محدود کرد تا در خروجی گزارش نمایش داده نشود."
"قابلیت ""پارامترها"" در ساخت گزارش جدولی ساده چه کاربردی دارد؟","این قابلیت به کاربر اجازه می‌دهد تا برای گزارش، پارامترهای ورودی تعریف کرده و مقادیر پیش‌فرض آن‌ها را نیز مشخص نماید."
"قابلیت ""ارتباط با گزارش دیگر"" در یک سیستم گزارش‌ساز چه هدفی را دنبال می‌کند؟","هدف این قابلیت، ساده‌سازی دسترسی به اطلاعات از طریق فراخوانی سایر گزارش‌ها در گزارش مورد نظر است."
"فراخوانی یک گزارش در گزارش دیگر چه مزیتی برای کاربر ایجاد می‌کند؟","این کار باعث سادگی در دسترسی به اطلاعات مرتبطی می‌شود که در گزارش‌های دیگر وجود دارند."
"چه نوع مقادیر پیش‌فرضی برای پارامترهای عددی و متنی قابل قبول است؟","برای پارامترهای عددی تنها اعداد و ارقام، و برای پارامترهای متنی، متنی متشکل از حروف، اعداد، عبارات و علامت‌ها قابل قبول است."
"دو روش اصلی برای تعیین مقدار پیش‌فرض در پارامترهای از نوع تاریخ چیست؟","روش اول انتخاب یک تاریخ مشخص از تقویم (با علامت T) و روش دوم انتخاب از بین مقادیر مشخص و نسبی مانند ""امروز"" یا ""ابتدای ماه جاری"" است."
"مقدار پیش‌فرض یک پارامتر تاریخ نسبی (مانند ""امروز"")، بر اساس تاریخ ساخت گزارش تعیین می‌شود یا تاریخ اجرای آن؟","این مقادیر با توجه به زمان اجرای گزارش محاسبه شده و ارتباطی با تاریخ ساخت گزارش ندارند."
"اگر گزارشی با پارامتر تاریخ ""ابتدای ماه جاری"" در تاریخ ۱۴۰۳/۰۸/۱۴ اجرا شود، مقدار پیش‌فرض پارامتر چه خواهد بود؟","مقدار پیش‌فرض تاریخ، ۱۴۰۳/۰۸/۰۱ خواهد بود."
"منظور از ""پارامترهای لیست ثابت"" چیست و یک مثال برای آن بیاورید.","پارامتری است که مقدار آن از بین یک لیست کوتاه و از پیش تعریف شده انتخاب می‌شود، مانند پارامتر ""وضعیت سند"" با مقادیر قابل انتخاب ""یادداشت، موقت، بررسی شده، و قطعی شده""."
"""پارامترهای منطقی"" معمولاً چه شکل و ساختاری دارند؟","مقادیر قابل انتخاب برای این نوع پارامتر معمولاً به صورت دو انتخابی و یا یک Checkbox است."
"منبع داده‌های ""پارامترهای موجودیت مرتبط"" کجاست و چه کمکی به کاربر می‌کند؟","مقادیر این پارامترها از سایر اطلاعات موجود در سیستم دریافت می‌شود (مانند لیست شرکت‌ها) و اطلاعات تکمیلی مانند کد و نام را برای انتخاب دقیق‌تر به کاربر نمایش می‌دهد."
"تفاوت اصلی بین منبع مقادیر در ""پارامتر لیست ثابت"" و ""پارامتر موجودیت مرتبط"" چیست؟","مقادیر پارامتر لیست ثابت، یک فهرست کوتاه و از پیش تعیین شده است، در حالی که مقادیر پارامتر موجودیت مرتبط به صورت پویا از دیگر داده‌های ثبت شده در سیستم (مانند فهرست مشتریان یا شرکت‌ها) خوانده می‌شود."
"آیا مقادیر پیش‌فرض پارامترها برای کاربری که گزارش را اجرا می‌کند، غیرقابل تغییر است؟","خیر، این مقادیر در صورتی که پارامتر ویرایش‌پذیر باشد، توسط کاربر اجرا کننده گزارش قابل تغییر هستند."
"از نظر تعداد مقادیر قابل انتخاب به عنوان پیش‌فرض، پارامترها به چند دسته تقسیم می‌شوند؟","به دو دسته: برخی قابلیت انتخاب چندین مقدار را به عنوان پیش‌فرض دارند و برخی دیگر تک انتخابی هستند."
"چگونه می‌توان یک پارامتر را از دید کاربر در زمان اجرای گزارش مخفی کرد؟","در صورتی که نیازی به نمایش پارامتر نباشد، می‌توان بر روی علامت چشم در انتهای ردیف آن پارامتر کلیک کرده و آن را غیرفعال نمود."
"علامت ""چشم با خطی بر روی آن"" در کنار یک پارامتر، بیانگر چیست؟","این علامت نشان می‌دهد که پارامتر مورد نظر در زمان اجرا و در حالت پیش‌نمایش به کاربر اجرا کننده گزارش نمایش داده نخواهد شد."
"در چه شرایطی امکان غیرفعال کردن و مخفی کردن نمایش یک پارامتر وجود ندارد؟","برای ستون‌ها یا پارامترهایی که بر اساس آن‌ها عملیات گروه‌بندی یا مرتب‌سازی گزارش انجام شده باشد، امکان غیرفعال کردن نمایش وجود ندارد."
"قانون عدم امکان مخفی‌سازی پارامترهای مورد استفاده در گروه‌بندی یا مرتب‌سازی، چه چیزی را درباره اهمیت این پارامترها نشان می‌دهد؟","این قانون نشان می‌دهد که این پارامترها برای درک ساختار و ترتیب اطلاعات گزارش ضروری هستند و نمایش آن‌ها برای فهم خروجی نهایی، الزامی است."
"اگر قابلیت ویرایش یک پارامتر در زمان اجرا غیرفعال شود، چه اتفاقی در عمل می‌افتد؟","در زمان اجرا و یا پیش‌نمایش گزارش، مقدار پارامترهای غیرقابل ویرایش، توسط کاربر قابل تغییر نخواهد بود."
"در زمان اجرای یک گزارش، رفتار پارامترهای ""غیرقابل نمایش"" و ""غیرقابل ویرایش"" چگونه است؟","پارامترهای غیرقابل نمایش دیده نمی‌شوند و مقدار پارامترهای غیرقابل ویرایش توسط کاربر قابل تغییر نیست."
"اصلی‌ترین کاربرد قابلیت ""فیلتر اطلاعات"" در گزارش‌ها چیست؟","این قابلیت به منظور محدود کردن اطلاعات در خروجی نهایی گزارش مورد استفاده قرار می‌گیرد."
"برای اینکه یک ستون در بخش فیلترها قابل انتخاب و استفاده باشد، چه پیش‌نیازی وجود دارد؟","فقط ستون‌هایی که در مرحله ساخت گزارش انتخاب شده‌اند، در بخش فیلتر نمایش داده شده و قابل استفاده هستند."
"دو مثال کاربردی برای استفاده از فیلتر اطلاعات در گزارش‌ها را بیان کنید.","یک مثال محدود کردن گزارش ""گردش و مانده حساب‌ها"" به نقش ""مشتری"" است. مثال دیگر، محدود کردن گزارش اسناد انبار به یک یا چند انبار خاص است."
"چه رابطه‌ای بین پارامترهای اختصاصی کاربر و بخش فیلترها وجود دارد؟","پس از ایجاد یک پارامتر اختصاصی، باید در بخش فیلترها نحوه فیلتر شدن اطلاعات بر اساس آن پارامتر تعریف شود تا تأثیر آن در خروجی گزارش مشخص گردد."
"چند نمونه از عملگرهایی که می‌توان برای فیلتر کردن یک ستون استفاده کرد را نام ببرید.","عملگرهایی مانند ""برابر باشد با (=)"", ""برابر نباشد با (!=)"", ""بزرگتر (>)"", ""کوچکتر (<)"", ""شروع شود با (=^)"", و ""خالی (--)""."
"پس از انتخاب ستون و عملگر، برای تعیین مقدار فیلتر چه گزینه‌هایی وجود دارد؟","دو گزینه وجود دارد: ""پارامتر"" که مربوط به پارامترهای اختصاصی کاربر است و ""دستی"" که برای مقداردهی مستقیم استفاده می‌شود."
"گزینه مقداردهی ""دستی"" در فیلتر چگونه کار می‌کند؟","این گزینه برای مقداردهی به ستون با توجه به نوع آن است. مثلاً برای ستون تاریخ، تقویم نمایش داده می‌شود و برای ستون‌های عددی یا متنی، امکان ورود مقدار متناسب با آنها فراهم است."
"برای کدام انواع ستون‌ها می‌توان در بخش فیلتر، بیش از یک مقدار را به صورت همزمان انتخاب کرد؟","برای ستون‌های با نوع ""لیست ثابت"" و ""موجودیت"" امکان انتخاب یک یا چند مقدار وجود دارد."
"برای نهایی کردن و اعمال یک فیلتر پس از تعیین مقدار آن، چه اقدام مهمی باید انجام شود؟","بعد از تعیین مقدار، حتماً باید با فشردن دکمه ""Enter"" فیلتر را نهایی کرد."
"اگر کاربر پس از تعیین مقدار برای یک فیلتر، کلید Enter را فشار ندهد، چه اتفاقی می‌افتد؟","در این صورت فیلتر نهایی نشده و امکان اعمال آن در خروجی گزارش وجود ندارد."
"در چه شرایطی یک کاربر می‌تواند پارامترهای ورودی جدیدی برای یک گزارش ایجاد کند؟","در زمان ساخت گزارش، چنانچه نیاز به پارامترهای ورودی بیشتری وجود داشته باشد، کاربر می‌تواند آن‌ها را در گزارش خود ایجاد نماید."
"امکان ساخت پارامترهای اختصاصی جدید برای یک گزارش به چه عاملی بستگی دارد؟","ساخت پارامترهای جدید، به ستون‌ها و اطلاعاتی وابسته است که در حال حاضر در ساخت خود گزارش به کار رفته‌اند."
"با ذکر یک مثال توضیح دهید که چگونه نیاز به فیلتر یک ستونِ موجود در گزارش، منجر به تعریف یک پارامتر اختصاصی می‌شود.","برای نمونه، چنانچه در گزارش گردش حساب از ستون ""نقش طرح تجاری"" استفاده شده باشد و نیاز به فیلتر این اطلاعات در زمان اجرا باشد، می‌توان یک پارامتر اختصاصی برای آن ستون تعریف کرد."
"برای ایجاد یک پارامتر اختصاصی جدید در گزارش‌ساز، چه مسیری را باید دنبال کرد؟","در تب ""پارامترها و فیلترها""، قسمت ""پارامترها""، باید بر روی دکمه ""جدید"" که در سمت چپ قرار دارد کلیک کرد."
"برای کدام انواع داده می‌توان پارامتر اختصاصی تعریف کرد؟ (حداقل ۵ مورد)","می‌توان برای انواع داده مانند عدد صحیح، عدد ممیزی، متنی، تاریخ، لیست ثابت، موجودیت مرتبط و منطقی پارامتر ایجاد کرد."
"تفاوت اصلی پارامترهای اختصاصی و پارامترهای استاندارد از نظر قابلیت حذف چیست؟","پارامترهای اختصاصی که توسط کاربر ایجاد می‌شوند قابل حذف هستند، در حالی که پارامترهای استاندارد مربوط به بیزنس آبجکت را نمی‌توان حذف کرد."
"آیا پارامترهای استاندارد که مربوط به بیزنس آبجکت هستند، قابل حذف می‌باشند؟","خیر، این پارامترها قابلیت حذف ندارند و مقداردهی به آن‌ها در زمان اجرا الزامی است."
"پس از ایجاد یک پارامتر اختصاصی، چه اقدامی برای فعال‌سازی و قابل استفاده شدن آن الزامی است؟","یک پارامتر اختصاصی تنها زمانی قابلیت استفاده دارد که در قسمت ""فیلتر""، نحوه فیلتر کردن اطلاعات از طریق آن مشخص شده باشد."
"اگر کاربری یک پارامتر اختصاصی جدید بسازد ولی در خروجی گزارش تاثیری از آن نبیند، علت احتمالی چیست؟","علت احتمالی این است که پس از ساخت پارامتر، نحوه استفاده از آن برای فیلتر کردن اطلاعات را در بخش ""فیلتر"" تعریف نکرده است."
"پارامترهای اختصاصی را با پارامترهای استاندارد از نظر قابلیت حذف و الزام در مقداردهی مقایسه کنید.","پارامترهای اختصاصی قابل حذف هستند، اما پارامترهای استاندارد غیرقابل حذف بوده و مقداردهی به آنها در زمان اجرا حتماً باید انجام شود."
"برای اینکه یک پارامتر اختصاصی بتواند بر خروجی گزارش تأثیر بگذارد، چه کاری باید انجام شود؟","باید در قسمت فیلتر پیشرفته، نحوه فیلتر اطلاعات از طریق آن پارامتر جدید مشخص شود، در غیر این صورت تاثیری بر خروجی نخواهد داشت."
"مراحل کامل اعمال یک فیلتر با استفاده از پارامتر اختصاصی را به ترتیب بیان کنید.","a. انتخاب نام ستون برای فیلتر، b. انتخاب نوع فیلتر/عملگر، c. انتخاب ""پارامتر"" به عنوان نوع مقداردهی، d. انتخاب پارامتر اختصاصی مورد نظر از لیست، e. فشردن دکمه Enter برای ثبت فیلتر."
"در هنگام ساخت فیلتر برای یک پارامتر، چه قانونی در مورد تطابق نوع داده ستون و پارامتر وجود دارد؟","تنها پارامترهایی در لیست نمایش داده می‌شوند که نوع مقدار آن‌ها با نوع مقدار ستون انتخاب شده برای فیلتر، یکی باشد."
"اگر کاربری یک ستون با نوع داده عددی را برای فیلتر انتخاب کند، در لیست پارامترهای اختصاصی چه نوع پارامترهایی را مشاهده خواهد کرد؟","در این حالت، در لیست پارامترها، تنها پارامترهای اختصاصی از نوع عددی نمایش داده می‌شود."
"در فرآیند تعریف فیلتر، پس از انتخاب ستون و عملگر، برای استفاده از یک پارامتر اختصاصی کدام گزینه مقداردهی را باید انتخاب کرد؟","باید از بین دو گزینه ""دستی"" و ""پارامتر""، گزینه ""پارامتر"" را انتخاب نمود."
"آخرین و ضروری‌ترین اقدام برای ثبت و اعمال نهایی یک فیلتر پس از انجام تمام تنظیمات چیست؟","فشردن دکمه Enter برای ثبت و اعمال فیلتر."
"آیا هنگام تعریف فیلتر می‌توان یک پارامتر اختصاصی جدید که از قبل وجود نداشته، ایجاد کرد؟","بله، با کلیک بر روی دکمه ""جدید"" در لیست انتخاب پارامتر، امکان ایجاد پارامتر اختصاصی جدید وجود دارد."
"قابلیت ""فراخوانی گزارش"" یا ""ارتباط با گزارش دیگر"" به چه معناست؟","به امکانی گفته می‌شود که می‌توان بین دو گزارش جداگانه که اطلاعات مشترکی دارند (مانند شماره سند) ارتباط برقرار کرد و در لحظه نیاز، از یکی به دیگری دسترسی پیدا کرد."
"در مثال گزارش اسناد انبار، کاربر چگونه از گزارش ""لیست اسناد"" به گزارش ""اقلام سند"" دسترسی پیدا می‌کند؟","کاربر پس از اجرای گزارش لیست اسناد، با کلیک بر روی هر شماره سند، گزارشی حاوی اطلاعات اقلام همان سند را در یک Tab جداگانه مشاهده می‌کند."
"دو مزیت اصلی استفاده از قابلیت فراخوانی یک گزارش از خلال گزارشی دیگر چیست؟","دو مزیت اصلی آن عبارتند از: عدم نیاز به ساخت گزارش‌های سنگین با تنوع اطلاعات بالا، و دسترسی به سایر گزارش‌ها به ساده‌ترین و سریع‌ترین شکل."
"ویژگی ""ارتباط با گزارش دیگر"" چگونه به افزایش بهره‌وری کاربران کمک می‌کند؟","این ویژگی با کاهش زمان صرف شده برای پیمایش و جابجایی بین گزارش‌های مختلف، بهره‌وری را به طور قابل توجهی افزایش می‌دهد."
"برای اینکه بتوان بین دو گزارش ارتباط برقرار کرد، چه پیش‌نیاز اساسی بین آن دو گزارش باید وجود داشته باشد؟","باید بین دو گزارش، اطلاعات مشترکی وجود داشته باشد، مانند شماره سند انبار در مثالی که ذکر شد."
"چگونه قابلیت ""فراخوانی گزارش"" به جلوگیری از ساخت گزارش‌های پیچیده و سنگین کمک می‌کند؟","این قابلیت اجازه می‌دهد به جای قرار دادن تمام اطلاعات در یک گزارش واحد و سنگین، اطلاعات را به گزارش‌های کوچک‌تر و مرتبط تفکیک کرد و تنها در صورت نیاز به جزئیات، گزارش دوم را فراخوانی نمود."
"وقتی از طریق یک گزارش، گزارش دومی فراخوانی می‌شود، این گزارش جدید چگونه از نظر ظاهری به کاربر نمایش داده می‌شود؟","گزارش دوم در یک Tab جداگانه اجرا شده و به کاربر نمایش داده می‌شود."
"در فرآیند فراخوانی گزارش‌ها، منظور از ""گزارش اصلی"" چیست؟","گزارشی است که کاربر آن را اجرا می‌کند و داده‌های اصلی مورد نظر خود را در آن مشاهده می‌نماید."
"در زمینه ارتباط بین گزارش‌ها، ""گزارش فرعی"" به چه نوع گزارشی اطلاق می‌شود؟","گزارشی است که کاربر نیاز دارد تا از خلال یک گزارش دیگر (گزارش اصلی) به آن دسترسی پیدا کرده و آن را فراخوانی کند."
"نقش ""گزارش اصلی"" و ""گزارش فرعی"" را در فرآیند فراخوانی گزارش مقایسه کنید.","گزارش اصلی، گزارشی است که کاربر مستقیماً اجرا می‌کند، در حالی که گزارش فرعی، گزارشی است که از داخل گزارش اصلی فراخوانی و اجرا می‌شود."
"برای شروع تنظیمات ارتباط یک ستون با یک گزارش فرعی، چه اقدامی باید در تب ""تنظیمات ستون‌ها"" انجام داد؟","در بخش ""ارتباط با گزارش دیگر""، ستون مورد نظر را انتخاب کرده و بر روی آیتم (-) کلیک می‌کنیم تا مودال تنظیمات باز شود."
"در فرآیند انتخاب یک الگوی چاپ به عنوان گزارش فرعی، چه شرطی برای نمایش و انتخاب الگوها وجود دارد؟","فقط الگوهای چاپی که در وضعیت ""فعال"" هستند، نمایش داده شده و امکان انتخاب از بین آن‌ها وجود دارد."
"چرا تعیین مقدار پیش‌فرض برای پارامترهای یک گزارش فرعی در زمان تنظیم ارتباط، اجباری است؟","زیرا در زمان اجرای گزارش، امکان ویرایش پارامترهای گزارش فرعی وجود ندارد و برای جلوگیری از بروز مشکل، باید مقادیر پیش‌فرض از قبل مشخص شده باشند."
"سه روش اصلی برای مقداردهی به پارامترهای یک گزارش فرعی در حین تنظیم ارتباط کدامند؟","سه روش عبارتند از: ""از مقدار پارامتر""، ""از مقدار فیلد""، و ""دستی""."
"روش مقداردهی ""از مقدار پارامتر"" برای پارامترهای گزارش فرعی چگونه عمل می‌کند؟","با این روش، مقداری که کاربر در زمان اجرا به پارامتر گزارش اصلی می‌دهد، عیناً به پارامتر مورد نظر در گزارش فرعی منتقل می‌شود."
"چه زمانی کاربر از روش مقداردهی ""از مقدار فیلد"" برای پارامترهای گزارش فرعی استفاده می‌کند؟","زمانی که نیاز باشد مقدار یک فیلد یا سلول خاص از گزارش اصلی، به یک پارامتر در گزارش فرعی انتقال داده شود."
"در زمان اجرای گزارش اصلی، وضعیت پارامترهای گزارش فرعی که فراخوانی می‌شود، از نظر قابلیت ویرایش و نمایش چگونه است؟","این پارامترها پس از اجرا به صورت غیرقابل ویرایش به کاربر نمایش داده می‌شوند، اما می‌توان با استفاده از گزینه ""چشم""، نمایش آن‌ها را غیرفعال کرد."
"چگونه می‌توان نمایش پارامترهای یک گزارش فرعی را در خروجی نهایی برای کاربر غیرفعال کرد؟","در صورتی که نیازی به نمایش مقادیر نباشد، می‌توان با انتخاب گزینه ""چشم"" در مقابل هر پارامتر، نمایش آن را غیرفعال کرد."
"تفاوت اصلی بین روش‌های مقداردهی ""از مقدار پارامتر"" و ""از مقدار فیلد"" چیست؟","در روش ""از مقدار پارامتر""، مقدار یک پارامتر از گزارش اصلی به پارامتر گزارش فرعی منتقل می‌شود، اما در روش ""از مقدار فیلد""، مقدار یک سلول یا فیلد از ردیف کلیک شده در گزارش اصلی به پارامتر گزارش فرعی منتقل می‌گردد."
"مراحل اصلی تنظیم ارتباط با یک گزارش فرعی پس از باز شدن مودال تنظیمات را نام ببرید.","مراحل اصلی شامل: انتخاب گزارش فرعی، تنظیم استفاده از الگوی چاپ (در صورت نیاز)، و تنظیم پارامترهای گزارش فرعی (شامل تعیین نوع مقداردهی و مقدار) است."
"طراحی الگوهای قابل چاپ چه مزایایی برای کاربران و سازمان‌ها به همراه دارد؟","علاوه بر افزایش کیفیت و عملکرد، موجب افزایش انعطاف‌پذیری و کارایی گزارش شده و به کاربران امکان می‌دهد تا استانداردهای چاپ و برند سازمان خود را در طراحی الگوها منعکس کنند."
"گزارش‌های ایجاد شده در ""گزارش ساز نسل 4"" به طور پیش فرض با چه الگویی ساخته می‌شوند و این الگو شامل چه امکاناتی است؟","همواره با یک الگوی چاپ استاندارد و پیش‌فرض ایجاد می‌شوند که شامل سربرگ، پابرگ و بدنه گزارش است."
"سربرگ (Header) در الگوی چاپ پیش‌فرض شامل چه اطلاعاتی است؟","سربرگ شامل اطلاعات اولیه گزارش مانند نام آن، زمان اجرای گزارش و کاربر گزارش گیرنده می‌باشد."
"پابرگ (Footer) در الگوی استاندارد چاپ چه جزئیاتی را نمایش می‌دهد؟","پابرگ شامل اطلاعات مربوط به تعداد صفحات گزارش و شماره صفحه فعلی است."
"آیا امکان تغییر مستقیم ""الگوی استاندارد"" چاپ وجود دارد و راهکار جایگزین برای شخصی‌سازی چیست؟","امکان تغییر الگوی استاندارد وجود ندارد، اما می‌توان این الگو را شخصی‌سازی کرده و الگوی جدیدی از روی آن ایجاد نمود."
"بدنه گزارش در الگوی چاپ پیش فرض حاوی چه چیزی است؟","بدنه گزارش شامل جدولی است که حاوی اطلاعات مربوط به گزارش ایجاد شده می‌باشد."
"از قابلیت شخصی‌سازی الگوی استاندارد چه نتیجه‌ای در مورد رویکرد سیستم به سفارشی‌سازی می‌توان گرفت؟","این قابلیت نشان می‌دهد که سیستم ضمن ارائه یک استاندارد پایه و غیرقابل تغییر، به کاربران انعطاف‌پذیری لازم برای ایجاد الگوهای جدید و منطبق با نیازهای خاص خود را می‌دهد."
