Question,Answer
"چه مزیتی در تعریف ""دفاتر فروش"" مجزا برای یک شرکت وجود دارد؟",شرکت امکان سیاست‌گذاری و گزارش‌گیری به تفکیک هر دفتر فروش را خواهد داشت.
برای مقایسه درآمد و هزینه‌های یک دفتر فروش در سیستم مالی، چه اقدامی باید هنگام تعریف آن انجام داد؟,باید مرکز هزینه متناظر با دفتر فروش را از میان مراکز هزینه تعریف شده، در فرم تعریف دفتر فروش مشخص نمود.
"علت عدم نمایش یک ""حوزه فروش"" خاص پس از انتخاب ""دفتر فروش"" در اسناد فروش چیست؟",علت این است که ارتباط لازم بین آن دفتر فروش و آن حوزه فروش برقرار نشده است. این ارتباط باید در زمان تعریف دفتر فروش یا حوزه فروش مشخص شود.
چگونه می‌توان کارمندان فروش را به یک دفتر فروش مشخص اختصاص داد؟,در فرم دفتر فروش، باید کارمندان فروش مورد نظر را که از قبل نقش کارمند فروش به آنها تخصیص داده شده، به آن دفتر مرتبط نمود.
"بر اساس متن، ""حوزه فروش"" چه نقشی در سیاست‌گذاری و ساختاردهی به فروش محصولات ایفا می‌کند؟",حوزه فروش با مشخص کردن ترکیب سازمان، کانال و بخش، به ساختاردهی فروش محصولات، نحوه فروش و سیاست‌گذاری‌های مرتبط با آن کمک می‌کند و به عنوان منشأ فروش در اسناد ثبت می‌شود.
در سیستم فروش برای صدور فاکتور، چه مسیری باید طی شود؟,برای صدور فاکتور باید از مسیر 'فروش داخلی- عملیات فروش- فاکتورها' وارد شد.
چه اطلاعاتی باید در بخش اصلی فرم فاکتور وارد شود؟,در بخش اطلاعات اصلی فرم فاکتور باید اطلاعات مشتری، حوزه فروش، شعبه، شماره سند، تاریخ، روش تسویه، دفتر فروش (در صورت وجود)، کارمند فروش (در صورت نیاز) و توضیحات (در صورت نیاز) وارد شود.
در بخش اطلاعات صورتحساب و پرداخت فاکتور چه گزینه‌هایی باید تکمیل شوند؟,در این بخش باید پرداخت کننده، دریافت کننده صورتحساب، نشانی ارسال صورتحساب و ارز مربوطه را انتخاب و وارد کرد.
چه شرایطی وجود دارد که پرداخت کننده یا دریافت کننده صورتحساب شخصی غیر از مشتری باشد؟,گاهی تسویه فاکتورهای یک شخص توسط شخص دیگری انجام می‌شود یا فاکتورها به شخص دیگری ارسال می‌شود که در این صورت می‌توان پرداخت کننده یا دریافت کننده صورتحساب را شخصی غیر از مشتری انتخاب نمود.
چه زمانی انتخاب دفتر فروش و کارمند فروش ضروری است؟,اگر شرکتی بیش از یک دفتر فروش داشته باشد انتخاب دفتر فروش ضروری است و در غیر اینصورت نیازی نیست. انتخاب کارمند فروش نیز فقط در صورت نیاز به ثبت اطلاعات کارشناس فروش لازم است.
در بخش اطلاعات حمل فاکتور، چه اطلاعاتی باید وارد شود؟,در بخش اطلاعات حمل فاکتور باید تحویل گیرنده، نشانی تحویل، تاریخ تحویل، زمان تحویل و توضیحات تحویل (در صورت نیاز) وارد شود.
در هنگام ثبت اقلام فاکتور، چه مراحلی باید طی شود؟,ابتدا دکمه 'ایجاد' زده می‌شود تا یک قلم جدید ایجاد شود. سپس قلم (کالا یا خدمت)، واحد سنجش، مقدار، فی، مبلغ، انبار (برای کالا) و توضیحات (در صورت نیاز) وارد می‌شود.
چه شرایطی باعث می‌شود قلم کالا یا خدمت در لیست قابل مشاهده باشد؟,کالاها یا خدماتی که در شرکت تعریف شده و وضعیت فعال دارند و برای کالاها نیز انبار مرتبط باید به حوزه فروش فاکتور جاری مرتبط شده باشد، در لیست قابل مشاهده هستند.
فی کالا یا خدمت در فاکتور چگونه تعیین می‌شود؟,در صورت تعریف و فعال بودن لیست قیمت با شرایط فاکتور، فی از لیست قیمت فراخوانی می‌شود. در غیر اینصورت می‌توان آن را به صورت دستی با توجه به ارز انتخابی وارد نمود.
در چه صورتی کاربر می‌تواند فی فراخوانی شده از لیست قیمت را تغییر دهد؟,در صورتی که تیک 'امکان تغییر در اسناد' برای آن قلم در لیست قیمت فعال باشد، کاربر می‌تواند فی را تغییر دهد.
در صورتی که فی قابل تغییر باشد، چه محدودیت‌هایی وجود دارد؟,تغییر فی در محدوده تعیین شده در قلم لیست قیمت و بر اساس 'حداکثر میزان کاهش' و 'حداکثر میزان افزایش' امکان‌پذیر است.
اگر کاربر مبلغ را به جای فی وارد کند، چه اتفاقی می‌افتد؟,در این صورت فی توسط سیستم محاسبه و پر می‌شود.
آیا برای خدمات باید انبار انتخاب شود؟ چرا؟,برای خدمت انبار پر نمی‌شود، زیرا خدمات نیازی به انبار ندارند.
برای ثبت توضیحات برای هر قلم فاکتور، چه امکانی وجود دارد؟,در صورت نیاز می‌توان به ازای هر قلم، توضیحات نیز وارد نمود.
برای ثبت نهایی فاکتور پس از ورود اقلام چه باید کرد؟,پس از وارد کردن تمامی اقلام، فاکتور را ذخیره می‌کنیم.
برای چه اقداماتی لازم است فاکتور تایید شود؟,برای صدور سند حسابداری، تحویل انبار یا ارسال به سامانه مودیان باید فاکتور تایید شود.
برای مشاهده جزییات مبلغی هر قلم فاکتور چه باید کرد؟,در قلم مورد نظر باید روی دکمه مربوط کلیک نمود تا جزییات مبلغی قلم را به ارز سند و ارز عملیاتی مشاهده کرد.
چه اطلاعاتی در جزییات مبلغی قلم فاکتور نمایش داده می‌شود؟,در این قسمت مبلغ ناخالص قلم، مبلغ کسور قلم، مبلغ اضافات قلم و مبلغ خالص قلم به ارز سند و ارز عملیاتی مشاهده می‌شود.
با کلیک روی دکمه اضافات در جزییات قلم فاکتور چه اطلاعاتی قابل مشاهده است؟,با کلیک روی دکمه اضافات می‌توان ریز مبلغ اضافات قلم به ازای مالیات ارزش افزوده و اضافات دیگر را مشاهده نمود.
در صورت عدم مشاهده مشتری هنگام ثبت سفارش چه مواردی باید بررسی شود؟,باید بررسی شود که شخص/شرکت نقش مشتری ندارد یا مشتری غیرفعال است.
اگر نشانی ارسال صورتحساب خاصی در لیست نمایش داده نمی‌شود، علت چه می‌تواند باشد؟,تنها نشانی‌هایی از مشتری در این فیلد قابل مشاهده است که در نشانی مشتری، تیک ارسال صورتحساب برای آن زده شده باشد.
در صورت عدم انتخاب دفتر فروش، چه کسانی در لیست کارمندان فروش نمایش داده می‌شوند؟,اگر دفتر فروش انتخاب نشده باشد، کلیه کارمندان (اشخاصی که نقش کارمند دارند) در لیست مشاهده شده و می‌توان از میان آن‌ها یکی را انتخاب نمود.
در هنگام انتخاب ارز در فاکتور، چه ارزهایی قابل انتخاب هستند و پیش‌فرض چیست؟,ارزی که بر اساس آن توافق قیمت‌ها با مشتری انجام شده از میان ارزهای مرتبط انتخاب می‌شود و به صورت پیش‌فرض ارز عملیاتی سیستم در فاکتور پر شده است اما می‌توان آن را تغییر داد.
چه شرایطی برای مشاهده افراد به عنوان تحویل گیرنده وجود دارد؟,در قسمت تحویل گیرنده، کلیه اشخاصی که از تعریف مشتری جاری، به عنوان تحویل گیرنده انتخاب شده‌اند قابل مشاهده هستند و به صورت پیش فرض تحویل گیرنده همان مشتری است.
در صدور فاکتور برگشتی، چگونه مبنای فاکتور مشخص می‌شود؟,در صورتیکه خریدار یا فروشنده بدانند برگشتی متعلق به کدام فاکتور است، مبنای فاکتور را در زمان صدور فاکتور برگشتی مشخص می‌نماییم.
برای صدور فاکتور برگشتی در سیستم فروش، چه مسیری باید طی شود؟,برای صدور فاکتور برگشتی باید از مسیر 'فروش داخلی- عملیات فروش- فاکتورهای برگشتی' وارد شد.
چه اطلاعاتی در بخش اصلی فرم فاکتور برگشتی باید وارد شود؟,در بخش اطلاعات اصلی باید مشتری، حوزه فروش، شعبه، شماره سند، تاریخ، روش تسویه، دفتر فروش (در صورت وجود)، کارمند فروش (در صورت نیاز)، دریافت کننده صورتحساب، ارز و توضیحات (در صورت نیاز) وارد شود.
دریافت کننده صورتحساب در فاکتور برگشتی به چه صورت انتخاب می‌شود و چه زمانی شخصی غیر از مشتری است؟,دریافت کننده صورتحساب از میان اشخاص حقیقی/حقوقی که به مشتری مرتبط شده‌اند انتخاب می‌شود و به صورت پیش فرض همان مشتری است اما گاهی فاکتورهای برگشتی به شخص دیگری ارسال می‌شود که در این صورت می‌توان شخصی غیر از مشتری را انتخاب نمود.
چه زمانی انتخاب دفتر فروش یا کارمند فروش در فاکتور برگشتی الزامی است؟,اگر شرکت بیش از یک دفتر فروش داشته باشد انتخاب دفتر فروش الزامی است و در غیر این صورت نیاز نیست. انتخاب کارمند فروش فقط در صورت نیاز به داشتن اطلاعات کارشناس فروش لازم است.
برای ثبت اقلام در فاکتور برگشتی چه مراحلی باید طی شود؟,ابتدا دکمه 'ایجاد' زده می‌شود تا یک قلم جدید ایجاد شود، سپس مبنا، قلم، واحد سنجش، مقدار، فی، مبلغ، انبار، توضیحات، مالیات بر ارزش افزوده، اضافات و کسور وارد می‌شود.
در صورت وجود مبنا برای فاکتور برگشتی، اطلاعات قلم چگونه تکمیل می‌شود؟,در صورت وجود مبنا، نوع مبنا را فاکتور انتخاب کرده و سپس قلم فاکتور مدنظر را از لیست انتخاب می‌کنیم. اطلاعاتی مانند کالا/خدمت، واحد سنجش، مقدار، فی، مبلغ، انبار، مالیات بر ارزش افزوده، اضافات و کسور از مبنا فراخوانی و در قلم فاکتور برگشتی پر می‌شود.
در صورت عدم وجود مبنا برای فاکتور برگشتی، اطلاعات قلم چگونه وارد می‌شود؟,در صورت عدم وجود مبنا، اطلاعات قلم (کالا یا خدمت، واحد سنجش، مقدار، فی، مبلغ، انبار، مالیات بر ارزش افزوده، اضافات و کسور) به صورت دستی توسط کاربر وارد می‌شود.
کدام اقلام کالا/خدمت در فاکتور برگشتی قابل انتخاب هستند؟,کلیه خدماتی که در شرکت تعریف شده و وضعیت فعال دارند و کالاهایی که کارکرد آن در شرکت جاری قابل فروش و وضعیت فعال دارند و همچنین انبار مرتبط با کالا باید به حوزه فروش فاکتور برگشتی جاری مرتبط باشد.
واحد سنجش قلم در فاکتور برگشتی چگونه تعیین می‌شود؟,با انتخاب قلم مورد نظر (کالا یا خدمت)، واحد سنجش پیش فرض آن در قلم پر می‌شود و در صورت نیاز می‌توان واحد سنجش دیگری را از میان گزینه‌های مرتبط انتخاب کرد.
فی قلم در فاکتور برگشتی چگونه تعیین می‌شود؟,اگر قلم فاکتور برگشتی بر مبنای فاکتور باشد، فی از فاکتور مبنا فراخوانی می‌شود. در غیر این صورت فی به صورت دستی با توجه به ارز انتخابی وارد می‌شود.
در صورت وارد کردن مبلغ به جای فی در فاکتور برگشتی، چه اتفاقی می‌افتد؟,در این صورت فی توسط سیستم محاسبه و پر می‌شود.
آیا انتخاب انبار برای خدمات در فاکتور برگشتی ضروری است؟,برای خدمت، انبار پر نمی‌شود.
چه اطلاعاتی در هر قلم فاکتور برگشتی می‌توان وارد کرد؟,می‌توان برای هر قلم، توضیحات، مالیات بر ارزش افزوده، اضافات و کسور وارد نمود.
مالیات بر ارزش افزوده، اضافات و کسور در قلم فاکتور برگشتی به چه صورت تعیین می‌شوند؟,اگر فاکتور برگشتی با مبنای فاکتور صادر شود، این مقادیر از قلم فاکتور فراخوانی و پر می‌شوند؛ در غیر این صورت می‌توان مقادیر را به صورت دستی وارد کرد.
چه اقداماتی پس از وارد کردن اقلام فاکتور برگشتی باید انجام شود؟,پس از وارد کردن تمامی اقلام، فاکتور برگشتی را ذخیره می‌کنیم.
چه زمانی باید فاکتور برگشتی تایید شود و چه نتایجی دارد؟,برای اینکه بتوان برای فاکتور برگشتی سند حسابداری صادر نمود، برگشت به انبار آن را صادر کرد یا به سامانه مودیان ارسال کرد، باید فاکتور برگشتی را تایید نمود.
چگونه می‌توان جزییات مبلغی هر قلم فاکتور برگشتی را مشاهده کرد؟,در قلم مورد نظر باید روی دکمه مربوط کلیک نمود تا جزییات مبلغی قلم را به ارز سند و ارز عملیاتی مشاهده کرد.
چه اطلاعاتی در جزییات مبلغی قلم فاکتور برگشتی نمایش داده می‌شود؟,در این قسمت مبلغ ناخالص قلم، مبلغ کسور قلم، مبلغ اضافات قلم و مبلغ خالص قلم به ارز سند و ارز عملیاتی مشاهده می‌شود.
با کلیک روی دکمه اضافات در جزییات قلم فاکتور برگشتی چه اطلاعاتی قابل مشاهده است؟,با کلیک روی دکمه اضافات می‌توان ریز مبلغ اضافات قلم به ازای مالیات ارزش افزوده و اضافات دیگر را مشاهده نمود.
آیا امکان ترکیب قلم‌های با مبنا و بدون مبنا در یک فاکتور برگشتی وجود دارد؟,یک فاکتور برگشتی یا باید بدون مبنا صادر شود یا با مبنا. نمی‌توان قلمی از فاکتور را با مبنا و اقلام دیگری را بدون مبنا صادر کرد.
آیا اقلام یک فاکتور برگشتی می‌تواند بر مبنای فاکتورهای مختلفی باشد؟,اقلام یک فاکتور برگشتی می‌تواند بر مبنای فاکتورهای متفاوتی باشد.
در صورتی که قلم فاکتور مبنا برگشت نشده باشد چه اتفاقی می‌افتد؟,در صورت انتخاب قلم مبنا، فقط قلم‌های فاکتور که مانده برگشت نشده دارند قابل مشاهده هستند و می‌توان برگشت برای آن‌ها انجام داد.
در ستون «روش دریافت» برای هر سطر اقلام، چه انواع دریافتی می‌توان انتخاب کرد؟,در ستون «روش دریافت» می‌توان نوع قلم دریافتی را از میان چک، نقد، واریز، واریز آنلاین، کارتخوان انتخاب کرد.
آیا امکان انتخاب بیش از یک نوع قلم دریافتی برای یک سطر وجود دارد؟ با ذکر مثال توضیح دهید.,بله، امکان انتخاب بیش از یک نوع قلم دریافتی برای یک سطر وجود دارد. برای مثال، می‌توان 50% مبلغ را بصورت نقد یا واریز یا واریز آنلاین انتخاب کرد و هر سه مورد را در یک سطر انتخاب نمود.
در ستون «درصد» هنگام تعریف اقلام روش تسویه چه اطلاعاتی باید وارد شود؟,در ستون «درصد»، باید مشخص شود که این قلم دریافتی چند درصد از کل مبلغ سند خواهد بود.
در ستون «تاریخ دریافت»، چه نوع اطلاعاتی وارد می‌شود و چگونه مقدار آن تعیین می‌گردد؟,در ستون «تاریخ دریافت»، مشخص می‌شود که چند ماه و چند روز پس از تاریخ پایه باید دریافت انجام شود؛ مقدار آن بر اساس مدت زمان مجاز پرداخت تعیین می‌گردد.
ستون «حداکثر تغییر مجاز (روز)» چه کاربردی دارد؟,این ستون مشخص می‌کند که چند روز پس از اتمام فرصت دریافت همچنان می‌توان از محل این قلم روش تسویه، دریافت انجام داد.
«تاریخ سررسید» و «حداکثر تغییر مجاز (روز)» برای سررسید، به چه منظوری استفاده می‌شوند؟,تاریخ سررسید مانند تاریخ دریافت، تعیین می‌کند که چند ماه و چند روز پس از تاریخ پایه، سررسید برای قلم خواهد بود که فقط برای چک‌ها کاربرد دارد؛ «حداکثر تغییر مجاز (روز)» برای سررسید مشخص می‌کند که تاریخ سررسید نهایتاً چقدر می‌تواند دیرتر از تاریخ مشخص شده اتفاق بیفتد.
در تعریف اقلام روش تسویه، چه شرطی درباره مجموع درصد اقلام وجود دارد؟,مجموع درصد اقلام برای یک روش تسویه باید 100% گردد.
در زمان ثبت هر سند فروش، چه الزامی درباره روش تسویه وجود دارد؟,مشخص کردن روش تسویه در زمان ثبت هر سند فروش اجباری است.
برای مشاهده یا آنالیز وضعیت تسویه اسناد یک مشتری، از کدام مسیر باید وارد شد؟,برای آنالیز حساب‌های دریافتنی مشتری، باید از مسیر «فروش داخلی- حسابداری فروش- عملیات تسویه- آنالیز حساب‌های دریافتنی طرف تجاری» وارد شد.
در فرم آنالیز حساب‌های دریافتنی، چه اطلاعاتی به عنوان فیلترهای هدر باید تعیین شود؟,اطلاعات مشتری، ارز، تاریخ شروع، تاریخ پایان، نوع تراکنش، شعبه، وضعیت آنالیز و مانده حساب باید به عنوان فیلترهای هدر تعیین شود.
پس از انتخاب فیلترهای مورد نیاز و کلیک بر «نمایش تراکنش‌ها»، چه اطلاعاتی نمایش داده می‌شود؟,براساس فیلترهای انجام شده، لیست تراکنش‌های بدهکاری و بستانکاری مشتری نمایش داده می‌شود.
در قسمت اقلام فرم آنالیز، اقلام بدهکاری و بستانکاری در کدام بخش‌های صفحه نمایش داده می‌شوند؟,اقلام بدهکاری در نیمه راست صفحه و اقلام بستانکاری در نیمه چپ مشاهده می‌شود.
چه اطلاعاتی در هر قلم بدهکاری و بستانکاری نمایش داده می‌شود؟,در هر قلم بدهکاری و بستانکاری اطلاعات شماره سند، نوع تراکنش، تاریخ سند، تاریخ تسویه، تاریخ سررسید، مبلغ، مبلغ تسویه شده، مبلغ تسویه نشده نمایش داده می‌شود.
در چه شرایطی ممکن است یک فاکتور یا اعلامیه پرداخت در سمت بدهکاری آنالیز حساب مشاهده نشود؟,اگر اسناد در بازه فیلتر شده نباشند، ارز فاکتور یا رسید دریافت با ارز انتخاب شده متفاوت باشد، وضعیت آنالیز سند با فیلتر حساب متفاوت باشد، وضعیت فاکتور ثبت اولیه یا باطل شده باشد، یا رسید دریافت ثبت اولیه یا ابطال باشد، یا مربوط به چکی باشد که وصول نشده یا تاریخ وصول آن در بازه فیلتر شده نیست، آن سند در سمت بدهکاری مشاهده نمی‌شود.
چه عواملی باعث می‌شود که فاکتور برگشتی یا رسید دریافت در سمت بستانکاری آنالیز حساب دیده نشود؟,اگر اسناد در بازه فیلتر شده نباشند، ارز فاکتور برگشتی یا اعلامیه پرداخت با ارز انتخاب شده متفاوت باشد، وضعیت آنالیز سند با فیلتر حساب متفاوت باشد، وضعیت فاکتور برگشتی ثبت اولیه یا باطل شده باشد یا اعلامیه پرداخت ثبت اولیه یا ابطال باشد، سند مربوطه در سمت بستانکاری نمایش داده نمی‌شود.
فرایند آنالیز حساب مشتری برای تسویه تراکنش‌ها چگونه انجام می‌شود؟,در اقلام بدهکاری، تراکنش یا تراکنش‌هایی که قصد آنالیز آن‌ها را داریم انتخاب می‌کنیم؛ در اقلام بستانکاری نیز به همین صورت. مبلغ قابل آنالیز بین تراکنش‌های انتخابی به صورت پیش‌فرض نمایش داده می‌شود که کاربر می‌تواند کمترش کند. سپس با زدن کلید آنالیز حساب‌ها، میان اقلام بدهکاری و بستانکاری به مبلغ مشخص شده، آنالیز انجام می‌شود و وضعیت اسناد به آنالیز شده تغییر می‌یابد.
پس از انجام آنالیز حساب، چگونه می‌توان جزییات آنالیز انجام شده را مشاهده کرد؟,با انتخاب دکمه «جزییات آنالیز» در سطر مورد نظر، پنجره‌ای باز می‌شود که اطلاعات سند آنالیز شده با قلم جاری و مبلغ آنالیز شده را نشان می‌دهد.
برای حذف یک آنالیز انجام شده، چه مراحلی باید طی شود؟,روی قلم مربوطه کلید «جزییات آنالیز» را انتخاب کرده و سپس روی حذف کلیک می‌کنیم تا آنالیز پاک شود.
در فرایند آنالیز حساب، چه نوع ارتباطی میان تراکنش‌های بدهکاری و بستانکاری ایجاد می‌شود؟,در این فرایند، مشخص می‌شود که تراکنش‌های بدهکاری با کدام تراکنش‌های بستانکاری تسویه شده‌اند و چه مبلغی میان آن‌ها تسویه شده است.
چه تفاوتی میان کاربرد تاریخ دریافت و تاریخ سررسید در اقلام روش تسویه وجود دارد؟,تاریخ دریافت برای همه اقلام دریافتی استفاده می‌شود و تعیین می‌کند چند روز یا ماه پس از تاریخ پایه دریافت انجام شود؛ اما تاریخ سررسید فقط برای چک‌ها کاربرد دارد و مشخص‌کننده مهلت پرداخت چک است.
اگر مجموع درصد اقلام در تعریف یک روش تسویه کمتر از 100% یا بیشتر از آن باشد، چه اشکالی پیش می‌آید؟,مجموع درصد اقلام برای یک روش تسویه باید دقیقاً 100% باشد؛ در غیر اینصورت روش تسویه معتبر نخواهد بود.
در فرم آنالیز حساب‌های دریافتنی، فیلد مانده حساب چه اطلاعاتی را نمایش می‌دهد؟,فیلد مانده حساب برحسب مشتری و ارز انتخابی، مانده حساب مشتری را نمایش می‌دهد، فارغ از اینکه آنالیزی انجام شده باشد یا نه.
چه اهمیتی دارد که وضعیت آنالیز سند با فیلتر انتخابی همخوان باشد؟,زیرا اگر وضعیت آنالیز سند با فیلتر انتخابی متفاوت باشد، آن سند در لیست تراکنش‌های نمایش داده شده قرار نمی‌گیرد و آنالیز صحیح انجام نمی‌شود.
در صورت نیاز به ثبت توضیحات درباره یک روش تسویه، این اطلاعات در کدام بخش وارد می‌شود؟,در قسمت اطلاعات اصلی روش تسویه، می‌توان در بخش توضیحات، اطلاعات مورد نیاز را وارد کرد.
چه ارتباطی میان تعیین ارز و فیلتر کردن اسناد در آنالیز حساب‌های دریافتنی وجود دارد؟,در آنالیز حساب‌های دریافتنی، اسناد براساس ارزی که انتخاب می‌شود فیلتر شده و فقط اسناد با ارز منطبق نمایش داده می‌شوند.
چگونه می‌توان در یک سطر از اقلام روش تسویه، دریافت را به چند روش ترکیبی انجام داد؟,در هر سطر می‌توان بیش از یک نوع قلم دریافتی (مثلاً نقد، واریز، واریز آنلاین) را انتخاب کرد تا دریافت به صورت ترکیبی انجام شود.
تفاوت بین نماینده حساب‌های دارای پارامتر و بدون پارامتر چیست؟,برای نماینده حساب بدون پارامتر فقط یک معین مشخص می‌شود، ولی برای نماینده حساب دارای پارامتر، می‌توان به ازای هر پارامتر تعریف‌شده، یک معین جداگانه تعیین کرد.
چه پارامترهایی می‌توان برای نماینده حساب‌ها در نظر گرفت؟,پارامترهای قابل استفاده شامل سازمان فروش، کانال فروش، حوزه فروش، بخش فروش، دفتر فروش، ارز و سال مالی است.
تعیین معین برای نماینده حساب فروش چه کاربردی دارد؟,معین تعیین‌شده برای نماینده حساب فروش، معین مرتبط با درآمد فروش است که در سند حسابداری فاکتور، بستانکار می‌شود.
چرا پیشنهاد می‌شود پارامترهای نماینده حساب برگشت از فروش مشابه نماینده حساب فروش باشد؟,زیرا برگشت از فروش ارتباط مستقیم و منطقی با فروش دارد و استفاده از پارامترهای یکسان باعث یکپارچگی و دقت بیشتر در حسابداری می‌شود.
در صورت پیش دریافت بابت فروش، کدام نماینده حساب و چگونه بدهکار می‌شود؟,نماینده حساب پیش دریافت به میزان مبلغ پیش دریافت مرتبط با فاکتور، در سند حسابداری بدهکار می‌شود.
ماهیت مالی نماینده حساب سایر کسور چگونه است؟,ماهیت مالی نماینده حساب سایر کسور مانند تخفیف است و در سند حسابداری فاکتور فروش بدهکار می‌شود.
شرایطی که معین‌ها باید داشته باشند تا در استقرار حساب فروش قابل انتخاب باشند چیست؟,معین‌ها باید فعال باشند و در ماژول فروش، امکان صدور سند حسابداری برای آنها فراهم شده باشد. همچنین باید با تفصیل‌های مورد نظر (مانند مشتری، کارمند، مرکز هزینه، گروه کالا و ...) مرتبط باشند.
تفصیل‌هایی که در صدور اسناد حسابداری فروش می‌توان استفاده کرد شامل چه مواردی است؟,اشخاص دارای نقش مشتری، اشخاص دارای نقش کارمند، مرکز هزینه مرتبط با دفتر فروش، گروه کالا یا خدمت، گروه مشتری و شعبه.
پس از تعیین معین به نماینده حساب، آیا امکان تغییر ترکیب پارامترها وجود دارد؟,خیر، برای تغییر ترکیب پارامترها باید ابتدا معین یا معین‌های مرتبط به نماینده حساب را از استقرار حساب فروش حذف کرد.
کاربرد الگوی سند حسابداری در سیستم فروش چیست؟,الگوی سند حسابداری برای مشخص کردن مدل و معیارهای تفکیک و شرح قلم‌های اسناد حسابداری فروش استفاده می‌شود.
در فرم تعریف الگوی سند حسابداری، چگونه می‌توان تعیین کرد که الگو پیش‌فرض باشد؟,با فعال کردن گزینه «پیش‌فرض» در فرم تعریف الگوی سند حسابداری می‌توان تعیین کرد که آن الگو به‌صورت پیش‌فرض استفاده شود.
گزینه «تجمیع بدون توجه به نماینده حساب» چه تأثیری در سند حسابداری دارد؟,در صورت فعال کردن این گزینه، معین و تفصیل‌های یکسان نماینده‌های حساب مختلف در یک سطر سند حسابداری ثبت می‌شوند، حتی اگر نماینده حساب‌ها متفاوت باشند.
معیارهای تفکیک آرتیکل‌های سند حسابداری شامل چه مواردی است؟,معیارهای تفکیک آرتیکل‌های سند شامل قلم قابل فروش (کالا یا خدمت)، مشتری، دریافت/پرداخت‌کننده، تاریخ فاکتور، شماره فاکتور، واحد سنجش، فی، مرکز هزینه دفتر فروش، گروه تفصیل کالا یا خدمت، گروه تفصیل مشتری، سازمان فروش، کانال فروش، بخش فروش، حوزه فروش، ارز و ردیف قلم فاکتور است.
در شرح اقلام سند حسابداری چگونه می‌توان از معیارهای تعیین‌شده استفاده کرد؟,در قسمت «شرح»، می‌توان معیارهای انتخاب‌شده را به همراه متن ثابت وارد کرد. مثلاً «بابت کالا/خدمت ... فاکتور شماره ... تاریخ ...»، که معیارها در محل‌های مشخص‌شده به‌صورت خودکار جایگزین می‌شوند.
صدور سند حسابداری برای فاکتورها به چه روش‌هایی قابل انجام است؟,صدور سند حسابداری از طریق فهرست فاکتورها یا دکمه «صدور سند حسابداری» در فرم فاکتور امکان‌پذیر است.
پس از صدور سند حسابداری، وضعیت فاکتور به چه حالتی تغییر می‌کند و چه محدودیتی ایجاد می‌شود؟,وضعیت فاکتور به «ثبت حسابداری شده» تغییر می‌کند و امکان ابطال یا برگشت از تأیید فاکتور دیگر وجود ندارد.
