Question,Answer
تفاوت اصلی بین صورتحساب الکترونیکی نوع اول و نوع سوم از نظر داده‌های مربوط به خریدار چیست؟,در صورتحساب نوع اول، ارسال اطلاعات شناسایی خریدار (مانند شناسه ملی) الزامی است، در حالی که در صورتحساب نوع سوم، هیچ اطلاعاتی از خریدار به سامانه مودیان ارسال نمی‌شود.
بر اساس پیش‌نیازهای ذکر شده، دو دسته اطلاعات کلیدی که باید قبل از ارسال صورتحساب به سامانه مودیان استانداردسازی و تکمیل شوند، کدامند؟,دو دسته اطلاعات کلیدی عبارتند از: ۱) اطلاعات هویتی و مالیاتی خریدار (شناسه ملی، کد اقتصادی) و ۲) شناسه مالیاتی منحصر به فرد برای هر کالا و خدمت.
در فرآیند جمع‌آوری صورتحساب‌ها، چه صورتحساب‌هایی با چه وضعیتی برای ارسال به سامانه مودیان انتخاب و لیست می‌شوند؟,"تمامی صورتحساب‌های با وضعیت ""تایید شده"" یا ""سند حسابداری شده"" که قبلاً جمع‌آوری نشده‌اند، در لیست قرار می‌گیرند."
شناسه یکتای صورتحساب چیست و از چه بخش‌هایی تشکیل شده است؟,شماره‌ای ۲۲ کاراکتری است که پس از جمع‌آوری به هر صورتحساب اختصاص داده می‌شود و شامل چهار بخش است: شناسه حافظه مالیاتی (۶ کاراکتر)، تاریخ صورتحساب (۵ کاراکتر)، سریال صورتحساب (۱۰ کاراکتر) و ارقام کنترلی (۱ کاراکتر).
"فیلد ""شناسه مرجع صورتحساب"" در چه مواردی و با چه مقداری پر می‌شود؟",در صورتی که موضوع صورتحساب، ابطال، اصلاح یا برگشتی باشد، این فیلد با شناسه یکتای صورتحساب مرجع (اصلی) پر می‌شود.
چرخه کامل وضعیت‌های یک صورتحساب از زمان جمع‌آوری تا دریافت نتیجه نهایی را شرح دهید.,"وضعیت‌ها به ترتیب عبارتند از: ""جمع آوری شده"" (قابل حذف یا تایید)، ""تایید شده"" (قابل ارسال)، ""در انتظار دریافت نتیجه"" (پس از ارسال و غیرقابل تغییر)، و در نهایت ""موفق"" یا ""خطا"" پس از دریافت نتیجه از سامانه."
در کدام وضعیت‌ها می‌توان یک صورتحساب را از لیست جمع‌آوری شده حذف کرد؟,"یک صورتحساب را می‌توان در وضعیت‌های ""جمع آوری شده"" و ""خطا"" از لیست حذف نمود."
"چه زمانی موضوع یک صورتحساب به عنوان ""اصلاح"" به سامانه مودیان ارسال می‌گردد؟","صورتحسابی که یکبار به سامانه ارسال شده و پس از ارسال، تغییри روی آن انجام شده باشد، در ارسال مجدد با موضوع ""اصلاح"" ارسال می‌گردد."
"در چه شرایطی موضوع یک صورتحساب به صورت ""ابطال"" به سامانه ارسال می‌شود؟",در دو حالت: اول اینکه یک فاکتور به طور کامل ابطال گردد، و دوم زمانی که تمام یک قلم از کالا برگشت از فروش شود و مانده مقداری آن قلم صفر گردد.
"در حال حاضر، کدام ""الگو صورتحساب"" توسط سیستم فروش نسل ۴ برای ارسال به سامانه مودیان پشتیبانی می‌شود؟","در حال حاضر فقط الگوی صورتحساب ""فروش"" توسط این سیستم به سامانه مودیان ارسال می‌گردد."
"چه عاملی تعیین می‌کند که یک صورتحساب در قالب ""نوع اول"" یا ""نوع دوم"" ارسال شود؟","نوع خریدار تعیین‌کننده است. اگر خریدار، مودی اداره مالیاتی باشد، صورتحساب ""نوع اول"" و اگر مصرف کننده نهایی باشد، صورتحساب ""نوع دوم"" ارسال می‌گردد."
تفاوت اصلی در اطلاعات ارسالی بین صورتحساب نوع اول و نوع دوم چیست؟,در صورتحساب نوع دوم، اطلاعات خریدار به سامانه مودیان ارسال نمی‌شود و تنها اطلاعات فروشنده و اطلاعات مقداری و مبلغی کالا/خدمت ارسال می‌گردد.
"چگونه می‌توان یک مشتری شخص حقیقی را به عنوان ""مصرف کننده نهایی"" تعریف کرد تا صورتحساب‌هایش از نوع دوم ارسال شوند؟","باید از فرم تعریف مشتری، قسمت اطلاعات تکمیلی، ""نوع طرف معامله مالیاتی"" را به ""مصرف کننده نهایی"" تغییر داد."
"منظور از ""مشارکت مدنی"" به عنوان یک نوع خریدار چیست؟",قراردادی بین دو یا چند شخص حقیقی یا حقوقی است که طی آن، سرمایه نقدی یا غیرنقدی خود را برای انجام کاری معین در زمینه تولیدی، بازرگانی یا خدماتی به اشتراک می‌گذارند.
"فیلد ""کد/شناسه ملی/ کد فراگیر/ شناسه مشارکت مدنی خریدار"" بر چه اساسی و با چه مقداری پر می‌شود؟",این فیلد بر اساس نوع خریدار پر می‌شود: کد ملی برای شخص حقیقی ایرانی، شناسه ملی برای شخص حقوقی، کد فراگیر برای شخص حقیقی خارجی، و شناسه مشارکت مدنی برای شخص حقوقی از نوع مشارکت مدنی.
در چه شرایطی می‌توان به جای کد اقتصادی خریدار، کد پستی او را به سامانه ارسال کرد؟,"در صورتی که مشتری ""مودی مشمول ثبت نام در نظام مالیاتی"" باشد و کد اقتصادی او در دسترس نباشد، می‌توان کد پستی را به همراه کد ملی خریدار ارسال نمود تا سامانه صورتحساب را در قالب نوع اول بپذیرد."
"در سیستم ارسال صورتحساب، روش تسویه ""نقدی/نسیه"" چه زمانی برای یک فاکتور ثبت می‌شود؟",زمانی که در روش تسویه فاکتور، ترکیبی از چک با یکی از روش‌های دریافت نقدی (شامل نقد، واریز، واریز آنلاین و کارتخوان) وجود داشته باشد.
"اگر یک خریدار ""مصرف کننده نهایی"" باشد، ""روش تسویه"" برای او چگونه به سامانه ارسال خواهد شد؟","اگر خریدار مصرف کننده نهایی باشد، روش تسویه همواره به صورت ""نقد"" ارسال خواهد شد."
"چرا ممکن است ""روش تسویه"" ارسالی به سامانه با روش تسویه واقعی فاکتور مغایرت داشته باشد؟",زیرا روش تسویه ارسالی به روش تسویه انتخاب شده در تعریف فاکتور اشاره دارد و به روشی که واقعاً برای تسویه اتفاق افتاده است، ارتباطی ندارد.
"مبلغ ""مجموع صورتحساب"" چگونه محاسبه می‌شود؟","از جمع ""مجموع مبلغ پس از کسر تخفیف"" و ""مجموع مالیات بر ارزش افزوده"" به دست می‌آید."
نرخ مالیات بر ارزش افزوده برای یک قلم کالا/خدمت در صورتحساب از کجا تعیین و فراخوانی می‌شود؟,این نرخ از نرخ مرتبط با گروه کالا/خدمت و طرف تجاری که برای آن کالا در بخش حسابداری مالیاتی تعیین شده، فراخوانی می‌شود.
فرآیند کلی ارسال صورتحساب‌ها پس از جمع‌آوری و بررسی توسط کارشناس فروش چگونه است؟,"کارشناس یک یا چند صورتحساب را انتخاب کرده و وضعیت آنها را به ""تایید شده"" تغییر می‌دهد. سپس از میان صورتحساب‌های تایید شده، موارد مورد نظر را انتخاب و با کلید ""ارسال"" به سامانه ارسال می‌کند."
پس از ارسال موفقیت‌آمیز یک صورتحساب به سامانه، چه محدودیتی برای تغییر وضعیت آن اعمال می‌شود؟,"صورتحساب‌هایی که به سامانه ارسال موفق داشته‌اند را نمی‌توان از وضعیت ""تایید شده"" به ""ثبت شده"" بازگرداند."
"در صورت مواجهه با وضعیت ""خطا"" برای یک صورتحساب، اقدام صحیح برای ارسال مجدد آن چیست؟",پس از رفع مشکل، باید صورتحساب دارای خطا را از لیست حذف کرده و مجدداً آن را جمع‌آوری و ارسال نمود.
"از اینکه سیستم قادر به مدیریت خریداران از نوع ""مشارکت مدنی"" و ""اتباع خارجی"" است، چه استنباطی در مورد قابلیت‌های آن می‌توان داشت؟",این قابلیت نشان می‌دهد که سیستم برای مدیریت طیف وسیعی از هویت‌های تجاری و اقتصادی، فراتر از اشخاص حقیقی و حقوقی استاندارد داخلی، طراحی شده است.
"چرا در وضعیت ""در انتظار دریافت نتیجه"" امکان حذف یا ارسال مجدد صورتحساب وجود ندارد؟",زیرا در این مرحله، صورتحساب به سامانه مودیان ارسال شده و سیستم منتظر پاسخ نهایی (موفق یا خطا) است. هرگونه تغییر در این مرحله می‌تواند منجر به عدم یکپارچگی داده بین دو سیستم شود.
"ثبت یک فاکتور در فرم ""عدم ارسال صورتحساب با نرم افزار"" چه پیامدی برای آن فاکتور و اسناد مرتبط با آن دارد؟",این کار باعث می‌شود که آن صورتحساب و همچنین صورتحساب‌های مرتبط با آن (مانند برگشتی یا اصلاحیه) به سامانه مودیان ارسال نشوند.
دو دلیل از پیش تعریف شده که کاربر می‌تواند برای عدم ارسال یک صورتحساب انتخاب کند، کدامند؟,"دو دلیل قابل انتخاب عبارتند از: ""تمام شدن مهلت ارسال به سامانه"" و ""صورتحساب استقراری بوده و قبلا ارسال شده است.""."
چگونه می‌توان یک دلیل مشخص برای عدم ارسال را به صورت گروهی برای مجموعه‌ای از فاکتورها اعمال کرد؟,با انتخاب دلیل مورد نظر در سربرگ پنجره افزودن فاکتورها، آن دلیل به صورت پیش‌فرض برای تمام فاکتورهای انتخابی ثبت می‌شود، اما کاربر همچنان می‌تواند آن را برای هر فاکتور به صورت جداگانه تغییر دهد.
برای انتخاب فاکتورها جهت عدم ارسال به سامانه، چه روش‌هایی در اختیار کاربر قرار دارد؟,"کاربر می‌تواند به دو روش اقدام کند: ""افزودن گروهی"" برای انتخاب چند فاکتور به صورت همزمان، و ""افزودن تک به تک"" برای انتخاب فاکتورها به صورت انفرادی."
اقدام نهایی برای قطعی کردن تصمیم مبنی بر عدم ارسال یک صورتحساب که به لیست اضافه شده چیست؟,"پس از اطمینان، کاربر باید صورتحساب‌های مورد نظر را انتخاب کرده و وضعیت آنها را به ""تایید شده"" تغییر دهد."
چگونه می‌توان یک صورتحساب را که قبلاً برای عدم ارسال تعیین شده، از این تصمیم منصرف شد و آن را از لیست خارج کرد؟,"برای حذف یک صورتحساب از این لیست، باید تا زمانی که در وضعیت ""ثبت شده"" قرار دارد، آن را انتخاب کرده و دکمه حذف را بزنید."
"وجود دلیل ""صورتحساب استقراری بوده و قبلا ارسال شده است"" چه کاربرد احتمالی را برای این قابلیت نشان می‌دهد؟",این گزینه نشان می‌دهد که ممکن است کاربر برخی صورتحساب‌ها را از طریق دیگری (خارج از این نرم‌افزار) به سامانه مودیان ارسال کرده باشد و از این قابلیت برای جلوگیری از ارسال مجدد و تکراری توسط این نرم‌افزار استفاده می‌کند.
