GL,در تعریف الگوی بستن حسابها  کدام گزینه از امکانات انتخاب حسابهای قابل بستن نیست؟,انتخاب معین با سطوح تفصیلی,انتخاب براساس کد گروه,انتخاب براساس کد تفصیلی,انتخاب دسته ای معین,B
GL,اگر بخواهیم در صورت وجود حساب خلاف ماهیت سیستم اجازه صدور سند اختتامیه را ندهد کدام گزینه صحیح است؟,سیستم اتوماتیک این اجازه را نمی دهد,براساس ویژگی حساب خلاف ماهیت شده تعیین می شود.,براساس فعال سازی در تنطیمات قابل انجام است.,گزینه b و c,C
GL,سند افتتاحیه در کدام دوره مالی صادر می شود؟,در دوره مالی بعد از سند اختتامیه صادر شده,اتوماتیک صادر می شود,در دوره ای که سند اختتامیه برای آن ثبت شده,هیچکدام,A
GL,قطعی کردن اسناد و صدور سند کل از الزامات کدام گزارش می باشد؟,گزارش جامع,گزارش آنالیز,گزارش تجزیه سنی,گزارش دفاتر قانونی,D
GL,"کدام گزارش برای پیمایش سریع در سطوح مختلف مانند گروه،کل،معین و...استفاده می شود؟",گزارش دفاتر,گزارش مرور حسابها,گزارش تراز,گزارش ساختار حساب,B
GL,در رابطه با مرور تفصیلی کدام گزینه صحیح می باشد؟,مرور کلیه تفصیل ها به جز سطح 4,مرور کلیه تفصیل های سطح 4,مرور کلیه تفصیل ها بدون توجه به سطح استفاده شده,هیچکدام,C
GL,در رابطه با اینکه بتوانیم در گردش گزارش مرور مانده در خط را مشاهده کنیم کدام گزینه صحیح می باشد؟,با فعال سازی نمایش مانده در خط امکان پذیر است.,در چاپ گزارش می توان آنرا مشاهد کرد.,نیاز به فعال سازی نیست و وجود دارد.,باید در بخش تنظیمات فعال شود.,A
GL,"در خصوص اینکه در گزارش مرور حسابها، گزارشی از یک حساب معین فقط با توجه به شماره پیگیری تهیه شود، کدام گزینه صحیح می باشد؟",مرور پیگیری با فیلتر تاریخ مشخص انجام می شود.,"از طریق تنظیمات، مدیریت مالی باید گزینه مرور پیگیری بر اساس شماره پیگیری فعال شود.",از گام مرور پیگیری مرور حسابها این گزارش را می توان تهیه کرد.,"روی شماره پیگیری فیلتر می شود، سپس گزارش تهیه می شود.",B
GL,"در صورتی که بخواهیم از یک سند که دارای دو ردیف می باشد، با مبلغ 1000 تومان و 600 تومان آنرا آنالیز کنیم از چه امکانی استفاده می کنیم؟",از امکان تطبیق استفاده می کنیم,از انالیز اتوماتیک براساس مبلغ استفاده می کنیم,از امکان تسهیم استفاده می کنیم,گزینه a و c,C
GL,برای محاسبه هزینه مطالبات مشکوک الوصول از کدام گزارش می توان استفاده کرد و پیش نیاز آن چیست؟,تجزیه سنی_آنالیز حسابها,آنالیز_قطعی شدن اسناد,آنالیز_اعلامیه بدهکار/بستانکار,گزارش مطالبات مشکوک الوصول_آنالیز,A
GL,کدام گزارش را برای نمایش سهم مراکز هزینه مختلف از معین های هزینه پیشنهاد می دهید؟,گزارش تراز با اولویت معین و تفصیل و فیلتر ثانویه و انتخاب مراکز مورد نظر,گزارش تجزینه سنی با فعال سازی مراکز هزینه,گزارش تسهیم مراکز,گزارش ماتریسی,D
GL,"می خواهیم گزارشی تهیه کنیم که هر کارشناس حسابداری به صورت روزانه چند سند حسابداری در سیستم ثبت می کند، کدام گزینه صحیح است؟",گزارش اقلام سند,گزارش مرور اسناد,گزارش جامع - دفاتر,گزارش جامع - تراز,B
GL,ویژگی مالیات پذیری حساب معین در ساختار حسابها چه کاربردی دارد؟,برای تهیه در گزارش خرید و فروش فصلی,برای تهیه اظهارنامه های مالیاتی,برای کنترل معین های مالیاتی در گزارش مرور حساب ها,گزینه a و b,D
GL,فرایند تهیه گزارش خرید و فروش فصلی به ترتیب کدام است؟,معرفی حد نصاب تجمیع در صورت استفاده از روش تجمیعی – تعریف اطلاعات هویتی مؤدی- نگاشت اطلاعات فصلی – معرفی دوره مالیاتی – تهیه گزارش خرید و فروش فصلی,معرفی دوره مالیاتی – تهیه گزارش خرید و فروش فصلی,نگاشت اطلاعات فصلی – تعریف اطلاعات هویتی مؤدی- تکمیل اطلاعات مالیاتی اسناد حسابداری – تهیه گزارش خرید و فروش فصلی,تعریف اطلاعات هویتی مؤدی – معرفی دوره مالیاتی- تهیه گزارش خرید و فروش فصلی,A
GL,اطلاعات مورد نیاز جهت تهیه اظهارنامه های مالیاتی چگونه جمع آوری می شود؟,از اطلاعات مالیاتی ثبت شده,از اطلاعات فراخوانی شده جهت تهیه گزارش خرید و فروش فصلی,از اطلاعات وضعیت مالیاتی ثبت شده در اسناد حسابداری,از اطلاعات خرید و فروش های سیستم,B
GL,"در صورت مشاهده خطای ""طرف معامله مالیاتی برای برخی از موارد انتخاب نشده است"" نیاز است چه کارهای انجام شود؟",اطلاعات طرف مقابل در وضعیت مالیاتی سند حسابداری تکمیل و جمع آوری مجدد انجام گیرد.,اطلاعات مالیاتی به درستی تکمیل نشده است.,"اطلاعات گفته شده در فرم معرفی شخص/شرکت ، افزونه طرف معامله مالیاتی تکمیل و جمع آوری انجام شود.",با جمع آوری مجدد خطا رفع می شود.,C
GL,"در صورتیکه نیاز باشد اطلاعات خرید و فروش فصلی بر اساس طرف مقابل معامله جمع آوری شود، کدام گزینه صحیح می باشد؟","از فرم معرفی روش تجمیع، یک روش تجمیع جدید تعریف می شود.",تعریف حد نصاب تجمیع گزارش فصلی,از روش تفکیکی برای جمع آوری اطلاعات استفاد می شود.," می توان یک روش تجمیع جدید با انتخاب گزینه ""تجمیع مؤدی مشمول ثبت نام در نظام مالیاتی حقوق بر اساس طرف مقابل"" در سمت اطلاعات خرید و فروش، تعریف کرد یا در روش تجمیع پیش فرض سیستم این گزینه را انتخاب کرد.",D
GL,"می خواهیم گزارشی از اسناد حسابداری با مانده در خط تعدادی داشته باشیم، کدام گزینه صحیح می باشد؟","از طریق امکان کاوشگر اطلاعات مورد نیاز سند حسابداری را فراخوانی و با استفاده از افزودن محاسبات- نوشتن فرمول، فرمول مقابل اضافه می گردد ""(تعداد بستانکار قلم سند حسابداری-تعداد بدهکار قلم سند حسابداری)RSum ""","گزارش جامع از نوع تراز، با استفاده از مانده تعدادی",گزارش مرور تعدادی در گزارش مرور حسابها این امکان را دارد.,از طریق امکان کاوشگر مانده در خط تعدادی را می توان از اسناد حسابداری فراخوانی کرد.,A
GL,"كداميك از موارد ويژگي معين هايي كه مي توانند از دفتر كل اصلي به معين دفتر كل فرعي نگاشت شوند، نيست؟",ماهيت و نوع يكسان داشته باشند.,سطوح تفصيلي و انواع تفصيلي يكسان داشته باشند.,ويژگي ارزي و پيگيري آنها يكسان باشد.,قبلا با حساب معين ديگري در دفتر كل فرعي نگاشت نشده باشند.,A
GL,توسط نرخ تبديل مشخص مي شود كه ---- برابر با چه تعدادي از  ----- است.,ارز مبنا - ارز تبديل,نرخ ارز – ارز مبنا,ارز تبديل – نرخ ارز تبديل,ارز تبديل – ارز مبنا,D
GL,كدام گزينه در رابطه با امكان كپي سند صحيح نيست؟,در نوع كپي تركيبي امكان انتخاب گزينه يادداشت وجود ندارد.,امكان كپي سند حسابداري در دوره‌اي به غير از دوره جاري نيز وجود دارد.,"براي استفاده از امكان تجميع معين و تفصيل ها ، تنها آيتم هايي مي توانند در هم ادغام شوند كه داراي حساب معين و تفصيل هاي يكسان و نام ارز، نام ارز مبناي يكسان (در صورت وجود) هستند.",اطلاعات پيگيري به سند كپي شده منتقل مي شوند.,D
GL,"هنگام صدور سندكل،  فيلتر شماره سند در صورتي نمايش داده مي شود كه در پيكربندي -----",روش شماره گذاري اسناد در سطح كل شعب تنظيم شده باشد.,روش شماره گذاري اسناد به تفكيك شعبه تنظيم شده باشد.,روش صدور اسناد پايان سال به تفكيك شعب تنظيم شده باشد.,روش صدور اسناد پايان سال در سطح كل شعب تنظيم شده باشد.,A
GL,كدام مورد در رابطه با سند اتوماتيك صحيح است؟,تنها معين­هاي موقت مي­توانند به عنوان حساب مبدا انتخاب شوند.,امكان كپي الگوي سند اتوماتيك وجود ندارد.,امكان غير فعال كردن الگوي سند اتوماتيك وجود دارد.,"پس از صدور سند با الگوي سند اتوماتيك، امكان حذف الگو وجود دارد.",D
GL,كداميك از موارد زير پيش شرط صدور سند تعديل ماهيت نيست؟,اسناد حسابداري در دوره مالي جاري قطعي شده اند.,سند اختتاميه در دوره مالي جاري صادر نشده است.,سند بستن حساب ها صادر شده است.,سند تنها در آخرين روز دوره مالي قابل صدور است.,D
GL,كدام گزينه جزو وضعيت­هاي اعلاميه نيست؟,ايجاد شده,تائيد شده,ارسال شده,ابطال شده,B
GL,كداميك از گزينه­هاي زير از انواع آناليز اتوماتيك نيست؟,"تساوي مبالغ، شماره پيگيري و تاريخ پيگيري ",تساوي مبالغ,تساوي شماره پيگيري,تساوي تاريخ  پيگيري,D
GL,كدام سند به عنوان سند ارزي شناخته نمي­شود؟,سندي كه حداقل یک حساب معین ارزی در آن وجود داشته باشد.,زماني كه قبل از صدور سند گزينه سند ارزي را انتخاب كرده و معين­هاي غيرارزي در سند اضافه كنيم.,زماني كه قبل از صدور سند گزينه سند ارزي را انتخاب نكنيم و معين­هاي ارزي در سند اضافه كنيم.,"زماني كه قبل از صدور سند ،گزينه سند ارزي را انتخاب نكنيم و معين­هاي غيرارزي در سند اضافه كنيم.",D
GL,در ماژول دفتركل  امكان تهيه كدام يك از انواع اظهارنامه ماليات بر ارزش افزوده وجود دارد؟,نسخه مربوط به عرضه كنندگان مواد دخاني,نسخه عوارض آلايندگي,نسخه مربوط به شركتهاي عرضه كنندگان سوخت,نسخه شماره گذاري خودرو,B
INV,برای کالاهای با ماهیت دارایی ثابت روش قیمت گذاری طبقه حساب کدامیک از موارد زیر است؟,میانگین ,FIFO,شناسایی ویژه,LIFO,C
INV,به میزان کالاي سفارش داده شده براي هر دوره اطلاق می شود که نه تنها نیازهاي موسسه را پوشش داده بلکه باعث حداقل هزینه هر مرتبه سفارش باشد.,حداقل موجودی,حداکثر موجودی,نقطه اقتصادی سفارش,مقدار اقتصادی سفارش,D
INV,به نوعی از ویژگی که در هنگام انتخاب به موجودیت دیگری از سیستم ارتباط پیدا می کند گفته می شود. ,ویژگی منطقی,ویژگی ارجاع,ویژگی متنی,ویژگی تاریخی,B
INV,"یک تولید کننده درب چوبی کالای ""الوار"" و "" درب چوبی"" و ""درب رنگ نشده"" را با چه ماهیتی باید تعریف کند؟",نیمه ساخته - محصول - نیمه ساخته,ماده اولیه - محصول - محصول,ماده اولیه - دارایی ثابت - نیمه ساخته,ماده اولیه - محصول - نیمه ساخته,D
INV,انبار هانگارد چه نوع انباری است؟,انبار از نوع سر پوشیده هستند,انبار از نوع محصور هستند,انبار از نوع پوشیده هستند,انبار از نوع محوطه هستند,A
INV,حلقه ارتباطی ماژول انبار با ماژول حسابداری برای نگهداری مقادیر ریالی موجودی کالا چه نام دارد؟,سند حسابداری,معین موجودی کالا,طبقه کالا,انبار ریالی,C
INV,کدام یک از موارد زیر دارای عملیات گروهی در سیستم هستند؟,اختصاص ویژگی کالا به کالا,اختصاص عامل کنترل موجودی به کالا,تعریف کالا,اختصاص کالای مشابه ,B
INV,ویژگی از نوع ارجاع در سیستم انبار می تواند به کدام یک از موجودیت های زیر متصل باشد؟,کالا- بچ - شخص/ شرکت - سند انبار,انبار - شخص و شرکت - بچ - سند انبار,سند انبار- کالا- مرکز نگهداری- سند حسابداری,کالا - بچ - سند انبار - تامین کننده,A
INV,ارتباط بین واحد سنجش اصلی و واحد سنجش دوم چگونه است؟,ارتباطی ندارند,ارتباط معنی داری بین آنها وجود دارد,واحد سنجش اصلی با واحد سنجش فرعی ارتباط دارد,موارد الف و ج,D
INV,عطف بین اسناد انبار چه نوع اطلاعاتی را منتقل می کنند؟,اطلاعات ریالی,اطلاعات تعدادی,اطلاعات تعدادی و ریالی,اطلاعات تعدادی و حسابداری,C
INV,کدام یک از موارد زیر می توانند جزء مبناهای اسناد انبار قرار بگیرند؟,سندهای موقت,حواله انتقال بین انبار,مجوز خروج,گزینه 1 و 3,D
INV,برای چه نوعی از اسناد شما قابلیت محاسبه مالیات و عوارض را خواهید داشت ؟,ورودی های بدون عطف,سند خرید ,سند خرید و برگشت به خرید,رسید انتقال بین انبار,C
INV,کد کالا تا چه زمانی در درخواست کالا از انبار می تواند بدون مقدار باشد؟ ,همیشه می تواند خالی باشد,تا زمان ثبت سند انبار بر مبنای درخواست,تا زمان اضافه شدن آیتم بعدی در درخواست,تا زمان تائید درخواست کالا ,D
INV,در چه صورتی می توان در یک سند انبار کالای تکراری داشته باشیم؟,کالا دارای عامل کنترل موجودی باشد,واحد سنجش دوم داشته باشد,دارای عطف های مختلف باشد,انبار در سطح قلم سند باشد,C
INV,کدام یک از موارد اطلاعات سفارش گذاری در سطح ثبت سند انبار قابلیت کنترل و هشدار دارند؟,نقطه اقتصادی سفارش,حداقل موجودی,ذخیره احتیاطی,همه موارد ,B
INV,در صورتی که یکی از مبناهای مورد نظر خود را در یکی از سند های انبار مشاهده نکنیم علت چیست؟,تاریخ سند باید مساوی یا بزرگتر از تاریخ مبنا باشد,نوع سند انبار باید با نوع مبنا یکی باشد,انبار سند انبار با انبار مبنا یکی باشد,همه موارد ,D
INV,درصورتی که در هنگام ثبت درخواست کالا از انبار کد کالای مورد نظر را ندانیم باید کالا را چگونه انتخاب کنیم؟,نام کالا را جستجو می کنیم,از انبار دار کد کالا را باید پرسید,شرح کالا را به صورت دستی تایپ می کنیم,هیچ کدام,C
INV,در چه صورتی انتخاب عامل کنترل موجودی در آیتم سند رزرو اجباری خواهد بود؟,کالا رزرو داشته باشد ,رزرو کالا براساس عامل کنترل موجودی باشد,کالا عامل کنترل موجودی ثابت داشته باشد,عامل کنترل موجودی موثر در انبارگردانی باشد,B
INV,الگوی تحویل دارایی ثابت دارای چه ویژگی هایی می باشد؟,نوع آن مصرف است ,عطف ندارد ,یک سند ورودی ست,گزینه 1 و 2,D
INV,زمانی که ارزش ریالی کالاها بسیار زیاد است و کالا دارای هزینه تخمین بالایی باشد باید از چه روش قیمت گذاری استفاده شود؟,میانگین,FIFO,شناسایی ویژه,LIFO,C
INV,انواع تفصیلی های گروه حساب موجودی کالا در هنگامی که سطح قیمت گذاری در سطح انبار باشد کدامیک از موارد زیر خواهد بود؟,"کالا، طبقه حساب کالا","کالا، انبار","کالا، انبار و مرکز نگهداری",انبار و طبقه حساب کالا,C
INV,کدام یک از موارد زیر جزو روش های تسهیم عامل کاهنده / افزاینده از نوع مبلغی نیست؟,تسهیم مقدار قلم,تسهیم مبلغ قلم,تسهیم مساوی,تسهیم مبلغ عامل,D
INV,در صورتی که عامل گذاری برای یک سند انبار انجام نشده باشد در هنگام انتخاب صدور سند حسابداری رفتار سیستم به چه صورت خواهد بود ؟,سند حسابداری صادر نشده و پیغام مناسب نمایش داده می شود ,عامل گذاری براساس استقرار اتوماتیک انجام شده و سند حسابداری صادر می شود ,عامل گذاری نمی شود اما سند حسابداری صادر می شود ,عامل گذاری از روی آخرین سند انجام شد و سند حسابداری صادر می شود ,B
INV,انواع سندهایی که با قیمت گذاری کاردکس ریالی می شوند را انتخاب کنید؟,وروردی های عطف دار,خروجی های بدون عطف,خروجی های عطف دار,هر سه مورد,D
INV,به تعیین معین های حسابداری مرتبط با هر فرآیند در هر سند انبار چه گفته می شود؟,عامل گذاری ,صدور سند ,عملیات گروهی,گزینه 1 و 3,A
INV,گزینه حذف قیمت عوامل چه فرآیندی را در سند انبار انجام می دهد؟,قیمت عامل مالیات و عوارض را حذف می کند,سند حسابداری را حذف می کند,قیمت سند را حذف می کند,قیمت همه عوامل سند را حذف می کند,D
INV,در سند حسابداری سند حواله انتقال انبار چه گروه حسابی بدهکار می شود؟,موجودی کالا,کار درجریان ساخت,واسط انتقال بین انبارها,گزینه 1 و 3,C
INV,گروه حساب ثابت در همه سند های انبار برای صدور سند حسابداری چیست؟,مالیات و عوارض,موجودی کالا,واسط انتقال بین انبارها,طرف مقابل خرید,B
INV,در زمان ثبت سند حسابداری خرید کدام گروه حساب بستانکار خواهد شد؟,بهای تمام شده کالای فروش رفته,موجودی کالا,طرف مقابل خرید برآوردی,مالیات و عوارض قابل استرداد,C
INV,امکان تغییر شرح سند حسابداری با استفاده از کدامیک از موارد زیر انجام می شود؟,صدور سند حسابداری,الگوی سند حسابداری,فهرست بهاء,گزارش مغایرت ,B
INV,در صورتی که در هنگام ثبت سند حسابداری گروه حسابی تکمیل نشده باشد یا منبع تفصیلی آن مشخص نشده باشد سیستم چه رفتاری خواهد داشت؟,پیغام مناسب نمایش می دهد,سند حسابداری در هر صورت صادر می شود,از روی آخرین سند گروه حساب فراخوانی می شود,هیچ کدام,A
INV,در کدام حالت زیر می توانیم برای سند انبار قیمت از نوع اصلاح بهاء ثبت کنیم؟,قیمت برآوردی سند در قیمت گذاری کاردکس شرکت کرده یا صدور سند حسابداری شده باشد,قیمت واقعی سند در قیمت گذاری شزکت کرده یا صدور سند حسابداری شده باشد ,برای سند انبار عاومل کاهنده و افزاینده حتما وجود داشته باشد,سند در وضعیت تائید شده باشد و حتما ورودی بدون عطف  باشد ,B
INV,در روش قیمت گذاری FIFO نرخ یک واحد کالا از چه روشی محاسبه می شود؟,نرخ آخرین گردش یک کالا,نرخ آخرین وارده از اولین صادره,نرخ ورود آن کالا در رسیدهای مربوطه ,نرخ یک واحد کالای ورودی,D
INV,وقتی ارزش کالاها نوسان قیمت نداشته باشد و هزینه تخمین قابل قبول باشد از چه روش قیمت گذاری استفاده می شود؟ ,میانگین,FIFO,شناسایی ویژه,LIFO,A
INV,چه کالاهایی در قیمت گذاری کاردکس قابلیت ریالی کردن را دارند؟,طبقه حساب داشته باشد ,سند خروجی داشته باشد ,سند ورودی داشته باشد ,گزینه الف و ب,D
INV,"در مثال زیر با استفاده از روش قیمت گذاری FIFO نرخی که به سند مصرف مهر ماه داده می شود چقدر خواهد بود؟
خرید -- 5 عدد -- فی 8000 ریال
خرید -- 10 عدد -- فی 9500 ریال
مصرف مرداد ماه -- 4 عدد 
مصرف مهر ماه -- 3 عدد ",8000 ریال ,9500 ریال,"یک عدد 8000 ریال
دو عدد 9500 ریال","دو عدد 8000 ریال
یک عدد 9500 ریال",C
INV,کدامیک از موارد زیر جزء تسهیلات ثبت نتایج انبارگردانی به شمار نمی رود؟ ,فرم ثبت نتایج انبارگردانی,فرم ثبت نتایج در لیست انبارگردانی,امکان استفاده از اکسل شمارش ها ,امکان ثبت اتوماتیک نتایج از روی مقادیر اسناد ,D
INV,در کدام گزارش می توانیم به تفکیک انواع سندهای انبار اطلاعات تعدادی و ریالی همه کالاها یا برخی از آنها را به تفکیک مشاهده نمود؟,آنالیز مبلغی,آنالیز تعدادی,مرور مبلغی,کاردکس ریالی,A
INV,در گزارش مرور تعدادی گردش کالا به چه واحد های سنجشی در سیستم نمایش داده می شود؟,واحد سنجش اصلی,واحد سنجش فرعی,واحد سنجش اصلی و دوم,واحد سنجش اصلی و فرعی,C
INV,کدام یک از موارد زیرجزء سنجه های موجود در کاوشگر نیست؟,موجودی قابل تعهد,موجودی مبلغی,موجودی رزرو شده,موجودی کالای ضایعاتی,D
INV,"بر روي يك ديتاي خام، مي‌خواهيم كالا معرفي نماييم. كداميك از مراحل زير درست است:","تعريف مركز نگهداري، تعريف انبار، معرفي كالا،","تعريف شعبه، تعريف انبار، معرفي كالا","تعريف شعبه، تعريف انبار، تعريف واحد سنجش، معرفي كالا","تعريف مركز نگهداري، تعريف انبار، تعريف واحد سنجش، معرفي كالا",D
INV,"اگر كالاي B در انبار A ، داراي 2 محل فيزيكي باشد، كدام گزينه زير در خصوص صدور تگ انبارگرداني بر اساس محل فيزيكي، براي اين كالا صحيح است",براي اين كالا دو تگ با دو شماره متفاوت چاپ مي‌شود,براي اين كالا يك تگ با دو شماره متفاوت چاپ مي‌شود,براي اين كالا دو تگ با يك شماره چاپ مي‌شود,براي اين كالا يك تگ با يك شماره چاپ مي‌شود,C
INV,كداميك از گزينه هاي زير در خصوص ثبت حسابداري اسناد انبار صحيح نيست؟,"اگر عامل‌گذاري سند انجام نشود، امكان صدور سند حسابداري وجود دارد","اگر حساب‌هاي تفصيلي تعريف نشده باشند، امكان صدور سند حسابداري وجود ندارد","اگر گروه حساب‌هاي مربوطه استقرار پيدا كنند ولي عامل‌گذاري سند انجام نشود، امكان صدور سند حسابداري وجود ندارد",همه موارد,C
INV,كداميك از فعاليت‌هاي زير فقط مربوط به عمليات برگشت از قيمت‌گذاري مي‌باشد:,"حذف سند حسابداري، برگشت از قطعي كردن، برگشت از قيمت گذاري","حذف سند حسابداري، برگشت از قطعي كردن، برگشت از تأييد، برگشت از قيمت گذاري","حذف سند حسابداري، برگشت از قيمت گذاري",موارد 1 و 2,C
INV,كداميك از گزينه‌هاي زير مربوط به عمليات حذف طرف مقابل سطح چهارم از الگوي سند تحويل فروش مي‌باشد:,"برگشت از قطعي كردن، برگشت از تأييد همه اسناد تحويل فروش، حذف طرف مقابل سطح چهارم از الگو","برگشت از قطعي كردن، برگشت از تأييد همه اسناد تحويل فروش، حذف همه اسناد تحويل فروش، حذف طرف مقابل سطح چهارم از الگو","برگشت از قطعي كردن، برگشت از قيمت‌گذاري، برگشت از تأييد همه اسناد تحويل فروش، حذف همه اسناد تحويل فروش، حذف طرف مقابل سطح چهارم از الگو",هيچكدام,C
INV,كداميك از موارد زير جزء انواع كالا در انبار نسل 3 نمي‌باشند:,ساختني, دارايي ثابت,خريدني,غير موجودي,B
INV,كداميك از گزينه‌هاي زير نمي‌تواند جزء مبناهاي سند برگشت از مصرف مركز باشد:,سند موقت,مجوز رسيد,سند مصرف,هيچكدام,C
INV,كداميك از موارد زير در حال حاضر جزو قابليت‌هاي راهكار انبار نمي‌باشد:,امكان تعريف الگوي اسناد انبار خاص نياز كاربران,"امكان صدور حواله انبار با مبنا، بدون مبنا و برگشتي","امكان صدور رسيد انبار با مبنا، بدون مبنا، عطف‌دار و برگشتي","امكان تعريف الگوي اسناد حسابداري، منطبق با اسناد انبار و گروه‌هاي حساب مربوطه",D
INV,كداميك از عبارات زير صحيح است. در انبار نسل 3 :,"قيمت‌گذاري به روش شناسايي ويژه، براي هر نوع كالايي امكان‌پذير است","زماني مي‌توان از قيمت‌گذاري به روش شناسايي ويژه استفاده نمود كه كالاي مورد نظر، دارايي ثابت باشد","قيمت‌گذاري به روش شناسايي ويژه، مختص كالاهاي دارايي ثابت است ولي در برخي موارد مي‌تواند براي كالاهاي غيرموجودي نيز استفاده شود",موارد 2 و 3,A
INV,راهكار انبار با كداميك از ماژول‌هاي زير داراي يكپارچگي نمي‌باشد:,ماژول دفتر كل,ماژول دريافت و پرداخت,ماژول پذيرش و توزين,ماژول برنامه‌ريزي تحويل,B
INV,"اگر در هنگام ثبت حواله انبار، كالاي A در سلكتور اقلام ديده نشود، دليل آن كداميك از گزينه‌هاي زير است.",نوع كالاي A با نوع كالاي الگوي حواله يكسان نمي‌باشد,كالاي A در اسناد خروجي معلق است,كالاي A در شعبه جاري داراي محل فيزيكي نمي‌باشد ولي در شعبات ديگر داراي محل فيزيكي است,همه موارد,D
INV,"كداميك از موارد زير، پيش‌نياز عمليات قطعي كردن انبار است.",تأييد تعدادي همه اسناد انبار تا تاريخ شروع قطعي كردن,تأييد تعدادي همه اسناد انبار تا تاريخ پايان قطعي كردن,تأييد تعدادي و عامل‌گذاري همه اسناد انبار تا تاريخ پايان قطعي كردن,هيچكدام,D
INV,"كارشناس حسابداري انبار، نتوانسته است قيمت كرايه حمل را براي رسيد خريد انبار، در فرم قيمت سند وارد نمايد. به نظر شما مشكل ناشي از چيست.","رسيد خريد، عامل‌گذاري نشده است","الگوي رسيد خريد، تأييد نشده است","رسيد خريد، داراي قيمت برآوردي است",همه موارد,C
