query,schema,sql,model_response
انبار ضایعات تولید با کد 002 تو کدوم مرکز نگهداری تعریف شده؟,INV,"SELECT Plant.Title
FROM Store
JOIN Plant ON Plant_Id = Plant.Id
WHERE code = ‘002’
","SELECT COST_CENTER_TITLE 
FROM INV_VOUCHER 
WHERE STORE_REF = 002;
OR

SELECT COST_CENTER_TITLE 
FROM INV_VOUCHER_ITEM 
WHERE INVENTORY_VOUCHER_REF IN (SELECT ID FROM INV_VOUCHER WHERE STORE_REF = 002);

Please note that the answer depends on how the cost center is linked to the store reference. The schema does not specify this relationship, so either of these queries could be correct based on implementation details.
The first query assumes a direct link between COST_CENTER_TITLE and STORE_REF in INV_VOUCHER table.
The second query assumes a link through INV_VOUCHER_ITEM table."
انبارهای مرکز نگهداری سیرجان ,INV,"SELECT Title
FROM Store
JOIN Plant ON Store.Plant_id = plant.Id
WHERE plant.title LIKE '%سیرجان%'
","متاسفانه، بر اساس شما داده ها و ساختار پایگاه داده که ارائه دادید، اطلاعات خاصی در مورد ""انبارهای مرکز نگهداری سیرجان"" موجود نمی باشد. بنابراین، نمی توان یک پرس و جو SQL مناسب برای این درخواست ارائه داد."
بعد واحد سنجش Kg چیه؟,INV,"SELECT dimension
FROM Unit
WHERE title = ‘kg’
",با توجه به شما دستورالعمل ها و محدودیت های داده شده، این پرسیدگویی را نمیتوان پاسخ داد. در جدول های موجود واحد سنجش Kg ذکر نشده است.
چه واحدهایی برای بعد وزن تو سیستم تعریف شدن؟,INV,"SELECT title
FROM Unit
WHERE Dimension = ‘وزن’
","به نظر می رسد در دیتابیس موجود، جدول خاصی که تمام واحدهای وزن را فهرست می کند وجود ندارد. با این حال، ممکن است ""UNIT_REF"" در جدول ""INV_VOUCHER_ITEM"" به چنین جدولی اشاره داشته باشد. برای مشاهده واحدها باید به جدول مربوط به واحد ها (که در اینجا نام آن مشخص نشده است) مراجعه کرد.

اما اگر فرض کنیم که یک جدول با نام ""INV_UNITS"" وجود دارد که شامل واحدهای وزن است، سپس پرسیده شده را به صورت زیر می توان پاسخ داد:

```sql
SELECT * FROM INV_UNITS WHERE TYPE = 'WEIGHT';
```
لطفاً توجه داشته باشید که این فرض بر اساس چگونگی طراحی ساختار دیتابیس است و ممکن است در عمل صحیح نباشد."
انواع بعدهای واحد اندازه گیری چی ها هست؟,INV,"SELECT DISTINCT Dimension
FROM unit
",SELECT DISTINCT UNIT_REF FROM INV_VOUCHER_ITEM WHERE UNIT_REF IS NOT NULL;
بعد واحد کیلوگرم چیه؟,INV,"SELECT dimension
FROM Unit
WHERE title = ‘کیلوگرم’
","SELECT SECOND_UNIT_QUANTITY FROM INV_VOUCHER_ITEM WHERE UNIT_REF = 'کیلوگرم'; 

(Note: This assumes that there is a reference somewhere in the database where 'کیلوگرم' can be linked to an ID, which is then used as UNIT_REF. However, based on provided schema this information isn't available.)"
کد کالای پنی سیلین 1200 چیه؟,INV,"SELECT Code
FROM part
WHERE title LIKE ‘%پنی سیلین 1200%’
","Based on the provided schema, there is no table or column that specifically contains product codes or names like ""پنی سیلین 1200"". Therefore, it's impossible to write an SQL query to find the code of this item. The information needed to answer this question does not exist in the given schema.

However, if we assume that the product code or name might be stored in a table related to inventory items (which is not provided), and if ""PART_REF"" in the INV_VOUCHER_ITEM table refers to such an item, then you would need to join tables to find this information. But without knowing the exact structure of those potential tables, we cannot provide a specific SQL query.

If there was a hypothetical table named ""INV_PARTS"" with columns like ""ID"", ""PRODUCT_CODE"", and ""PRODUCT_NAME"", the query might look something like:

```sql
SELECT p.PRODUCT_CODE 
FROM INV_PARTS p
JOIN INV_VOUCHER_ITEM i ON p.ID = i.PART_REF
WHERE p.PRODUCT_NAME = 'پنی سیلین 1200';
```

But again, this is purely hypothetical and cannot be applied to the given schema."
عنوان کالای 8143000120 چی هست؟,INV,"SELECT Title
FROM part
WHERE code = ‘8143000120’
","SELECT PART_TITLE FROM INV_PART WHERE ID = 8143000120;
```sql
```
Note: The provided schema does not contain a table named `INV_PART` or any table that could potentially hold part titles. This SQL query is based on the assumption that there exists an `INV_PART` table with columns `ID` and `PART_TITLE`. However, according to the given schema, this information cannot be retrieved as it's not specified where part titles are stored."
واحد سنجش اصلی کالای پنی سیلین 1200,INV,"SELECT major_unit_title
FROM part
WHERE title LIKE '%پنی سیلین 1200%'
","Based on the provided schema, there is no direct way to determine the main unit of measure for a specific item like ""پنی سیلین 1200"". The unit of an item would typically be stored in another table related to items or units. However, if we assume that this information might be indirectly available through the `UNIT_REF` field in the `INV_VOUCHER_ITEM` table and that there is a separate table for units (which is not provided), then you could potentially write a query like:

```sql
SELECT u.unit_name
FROM INV_VOUCHER_ITEM i
JOIN units u ON i.UNIT_REF = u.id
WHERE i.PART_REF = (SELECT id FROM items WHERE item_description = 'پنی سیلین 1200');
```

This assumes the existence of an `items` table that links item descriptions to their IDs and a `units` table linking unit names to their IDs. Since these tables are not part of the provided schema, this is purely speculative.

If you need to find out the main unit of measure for ""پنی سیلین 1200"" based strictly on the given schema without making any assumptions about additional tables, it would be impossible with the information provided."
واحد سنجش دوم پنی سیلین 1200,INV,"SELECT secondary_unit_title
FROM part
WHERE title LIKE '%پنی سیلین 1200%'
","SELECT SECOND_UNIT_QUANTITY FROM INV_VOUCHER_ITEM WHERE PART_REF = (SELECT ID FROM PART WHERE TITLE = 'پنی سیلین') AND SECOND_UNIT_QUANTITY = 1200; 
Please note that I've assumed there is a table named ""PART"" which has an entry for 'پنی سیلین'. This assumption is not based on the provided schema. If such a table does not exist, this query will not work as expected."
طبقه حساب آهن اسفنجی تو سیستم چیه؟,INV,"SELECT part_account_category_title
FROM part
WHERE title LIKE '%آهن اسفنجی%'
","به نظر می رسد که در پرسید و جوی شما، اطلاعات لازم برای تولید یک پرس و جو SQL موجود نیست. به طور خاص، ""طبقه حساب آهن اسفنجی"" در داده ها ذکر نشده است. بنابراین، من قادر به ارائه یک پرس و جو SQL براساس این سوال نخواهم بود."
کالای 8143000120 با چه طبقه حسابی تو سیتسم تعریف شده؟,INV,"SELECT part_account_category_title
FROM part
WHERE Code = ‘8143000120’
","Based on the provided schema, there is no direct link between an item (part) and a specific accounting class. However, if we assume that the accounting class might be stored in another table which has a relationship with 'INV_VOUCHER_ITEM' through 'PART_REF', then you would need to join tables to find this information.

Here's a hypothetical SQL query assuming there is a 'PARTS' table that contains an item's ID and its accounting class:

```sql
SELECT p.accounting_class 
FROM INV_VOUCHER_ITEM i 
JOIN PARTS p ON i.PART_REF = p.id 
WHERE i.PART_REF = 8143000120;
```

But, as per the provided schema, this query will not work because there is no 'accounting_class' field in any of the tables and also no 'PARTS' table has been mentioned. So, without additional information or assumptions about the database structure, it's impossible to answer this question accurately.
  
The correct response based on the given schema would be:

```sql
-- No SQL query can be provided as there is no direct link between an item (part) and its accounting class in the provided schema.
```
  
If you have additional information or if I misunderstood your question, please let me know."
نوع کالای 8143000120 چیه؟,INV,"SELECT part_type
FROM part
WHERE Code = ‘8143000120’
","Based on the provided schema, there is no direct table or column that holds information about product types. Therefore, it's impossible to construct a SQL query to answer this question without making assumptions about additional tables or data structures which are not included in the given schema.

However, if we assume that 'PART_REF' in 'INV_VOUCHER_ITEM' refers to a product and there is another table (let's say 'PRODUCT') with columns like 'ID' and 'TYPE', then the SQL query might look something like this:

```sql
SELECT P.TYPE 
FROM PRODUCT AS P
JOIN INV_VOUCHER_ITEM AS IVI ON P.ID = IVI.PART_REF
WHERE IVI.PART_REF = 8143000120;
```

But again, this is an assumption and not based on the provided schema."
پنی سیلین 1200 نوعش چیه؟,INV,"SELECT part_type
FROM part
WHERE title LIKE '%پنی سیلین 1200%'
","Based on the provided schema, there is no table or column that specifically contains information about product types or a product named ""پنی سیلین 1200"". Therefore, it's not possible to construct an SQL query to answer this question with the given data. The schema does not include a product table or any reference to product types.

However, if we were to assume that the product type might be stored in the `SL_TITLE` column (which seems to hold specific titles for items), and ""پنی سیلین 1200"" is an item within one of these tables, a possible query could look like this:

```sql
SELECT SL_TITLE 
FROM INV_VOUCHER_ITEM 
WHERE SL_TITLE = 'پنی سیلین 1200';
```

Or if the product type is stored in another column or table not shown here, we would need that information to construct a proper query. Since there's no direct reference to ""پنی سیلین 1200"" or its type within the provided schema, this question cannot be answered with certainty using SQL based on the given data.

But since I am instructed to output an SQL query and nothing else, here is a hypothetical one:

```sql
SELECT TYPE 
FROM PRODUCTS 
WHERE NAME = 'پنی سیلین 1200';
```

This assumes there's a `PRODUCTS` table with columns for product name (`NAME`) and type (`TYPE`), which does not exist in the provided schema."
نوع کارکرد آهن اسفنجی چیه؟,INV,"SELECT part_usage
FROM part
WHERE title LIKE '%آهن اسفنجی%'
","The provided schema does not contain any table or column related to the functionality of sponge iron. Therefore, an SQL query cannot be generated based on this information.

However, if you were asking for a different type of information that could potentially be found in these tables, such as the description of a specific item, the SQL query might look something like:

```sql
SELECT DESCRIPTION 
FROM INV_VOUCHER_ITEM 
WHERE PART_REF = 'SpongeIron';
```

But again, this is purely hypothetical and based on an assumption that ""SpongeIron"" is a valid reference in your database. According to the provided schema, no such information exists."
10 تا کالای اول ساختنی که با کد 81405 شروع میشن چی ها هستن؟,INV,"SELECT TOP (1) title
FROM part
WHERE part_usage = ‘ساختنی’
","Based on the provided schema, there is no table or column that specifically holds information about products or their codes. Therefore, it's not possible to construct a SQL query to answer this question with the given database schema.

However, if we assume that the product code might be stored in a column like `PART_REF` in `INV_VOUCHER_ITEM` and it is a string type (which is not mentioned), then a hypothetical query could look something like:

```sql
SELECT TOP 10 * FROM INV_VOUCHER_ITEM WHERE CAST(PART_REF AS VARCHAR) LIKE '81405%'
```

But this is purely speculative as the schema does not provide enough information to create such a query."
آخرین کالای غیرموجودی تعریف شده تو سیستم چیه؟,INV,"SELECT TOP (1) title
FROM part
WHERE part_usage = ‘غیرموجودی’
ORDER BY id DESC
","Unfortunately, based on the provided schema, there is no direct way to determine the last non-existent item defined in the system. The schema does not include an explicit flag or field that indicates whether an item exists or not. Moreover, there's no timestamp or creation date available for items which could help us find the latest one. Therefore, we can't construct a SQL query to answer this question with the given information."
کد آخرین کالای قابل فروش رو میخوام,INV,"SELECT TOP (1) code
FROM part
WHERE part_usage = ‘قابل فروش’
ORDER BY id DESC
","SELECT PART_REF FROM INV_VOUCHER_ITEM ORDER BY ID DESC LIMIT 1; 
-- But this will give you the last item in the voucher, not necessarily the last saleable product. The schema does not provide enough information to determine the ""last saleable product"". We would need additional information about how products are marked as ""saleable"" or a specific table that tracks product status."
کارکرد کالای 8143000120 چیه؟,INV,"SELECT part_usage
FROM part
WHERE code = ‘8143000120’
","SELECT PART_REF, SL_TITLE FROM INV_VOUCHER_ITEM WHERE PART_REF = '8143000120';

OR

SELECT * FROM INV_PART WHERE ID = '8143000120';

(در صورتی که جدول INV_PART وجود داشته باشد و حاوی اطلاعات مربوط به کالاها باشد)"
طبقه حساب کالای آهن اسفنجی رو میخوام,INV,"SELECT part_account_category_title
FROM part
WHERE Title Like ‘%آهن اسفنجی%’
","با توجه به جدول ها و مقادیر موجود در سوال شما، نمیتوان یک پرس و جو SQL دقیق برای درخواست شما ارائه داد. زیرا کلاس یا طبقه کالا (مانند آهن اسفنجی) در جدول های موجود ذکر نشده است. لطفاً جزئیات بیشتری را ارائه دهید.

اما اگر فرض کنیم که ""PART_REF"" در جدول INV_VOUCHER_ITEM مربوط به طبقه یا نوع کالاست، پرس و جو SQL ممکن است شبیه به زیر باشد:

```sql
SELECT * FROM INV_VOUCHER_ITEM WHERE PART_REF = ' Sponge Iron ';
```

لطفاً توجه داشته باشید که این فرض بر اساس اطلاعات موجود در سوال شما است و ممکن است نیاز به تنظیمات خاص برای محیط شما داشته باشد."
پیراهن مردانه یقه 7 سایز لارج، تو کدوم طبقه حساب تعریف شده؟,INV,"SELECT part_account_category_title
FROM part
WHERE Title Like ‘%پیراهن مردانه یقه 7 سایز لارج%’
","The provided database schema does not include a table or field that would contain information about product classification or accounting classes for specific items like men's shirts. Therefore, it is impossible to construct an SQL query based on this schema to answer the user's question.

However, if we were to assume there was such information and it might be stored in a 'product' table with fields like 'product_name', 'collar_size', 'size', and 'accounting_class', the SQL query could look something like:

```sql
SELECT accounting_class 
FROM product 
WHERE product_name = 'پیراهن مردانه' AND collar_size = 7 AND size = 'لارج';
```

But again, this is purely hypothetical based on the given schema."
کالای 8143000120 با چه طبقه حسابی تو سیستم تعریف شده؟,INV,"SELECT part_account_category_title
FROM part
WHERE code = ‘8143000120’
","Based on the provided schema, there is no direct link between an item (part) and its accounting class. However, if we assume that the accounting class is stored in another table which has a reference to 'PART_REF' in INV_VOUCHER_ITEM table, then you would need to join this hypothetical table with INV_VOUCHER_ITEM.

But since there's no such table provided in the schema, I can't provide an SQL query for your question. The given schema does not contain enough information to answer the user's question about which accounting class a specific item is defined under.
The SQL query would require knowing where the accounting class is stored and how it relates to the items (parts). Without this information, we cannot determine the accounting class of an item from the provided schema. 

If you have more details or if there are other tables that contain such information, please provide them so I can help you create the SQL query.
Unfortunately, with the current schema, your question cannot be answered."
کدوم کالاها واحد سنجش دومشون کارتن 12 تاییه؟,INV,"SELECT TOP (10) Title
FROM part
WHERE secondary_unit_title = ‘کارتن 12 تایی’
","با توجه به شما جویا هستید که کدام کالاهای واحد سنجش دومشان ""کارتن 12 تایی"" است، ولی در مدل داده ارائه شده، ما نمیتوانیم مستقیماً به این سوال پاسخ بدهیم. زیرا هیچ جدولی وجود ندارد که واحد سنجش را ذکر کند.

اما اگر فرض کنیم که ""UNIT_REF"" در جدول ""INV_VOUCHER_ITEM"" به یک جدول واحد مرجع مانند ""INV_UNIT"" اشاره دارد، که شامل نام واحد ها است، سپس پرس و جو SQL زیر را می توان برای پاسخگویی به سوال شما استفاده کرد:

```sql
SELECT IVI.PART_REF, IVI.SECOND_UNIT_QUANTITY 
FROM INV_VOUCHER_ITEM AS IVI 
JOIN INV_UNIT AS IU ON IVI.UNIT_REF = IU.ID 
WHERE IU.TITLE = 'کارتن 12 تایی';
```

لطفاً توجه داشته باشید که این پرس و جو براساس فرض است که ""INV_UNIT"" وجود دارد و شامل نام واحد ها است. در صورت وجود این جدول، میتواند به شما کمک کند."
کد الگوی سند خرید خارجی چیه؟,INV,"SELECT code
FROM Voucher_Specification
WHERE title LIKE ‘%خرید خارجی%’
",به نظر می رسد در تبل های موجود کد الگوی سند خرید خارجی ذکر نشده است. بنابراین، SQL Query ارائه داده نمی شود.
الگوی سند انبار با کد VS_EXP_005 رو میخوام,INV,"SELECT title
FROM Voucher_Specification
WHERE code = ‘VS_EXP_00’
","با توجه به شما دسترسی دقیقی به این پایگاه داده ندارم، من قادر به ارائه یک ساختار SQL کلی برای درخواست شما هستم. ولی باید توجه داشت که ممکن است بسته به نحوه ذخیره سازی الگوها و نحوه پیاده سازی آنها در پایگاه داده، این کوئری نیاز به تنظیمات خاص داشته باشد. 

در صورت فرض که الگوهای سند انبار در یک ستون جداگانه ذخیره شده است، کوئری ممکن است به این صورت باشد:

```sql
SELECT * FROM INV_VOUCHER WHERE VOUCHER_SPECIFICATION_REF = 'VS_EXP_005';
```

اما در صورتی که الگوها در یک جدول جداگانه ذخیره شده است، باید از JOIN استفاده کرد. ولی برای این کار نیاز به نام جدول و ستون ها دارید.

لطفاً توجه داشته باشید که ممکن است بسته به طراحی پایگاه داده، این کوئری نیاز به تنظیمات خاص داشته باشد."
جهت سند تو الگوی امانی دیگران نزد ما چی تعریف شده؟,INV,"SELECT direction
FROM Voucher_Specification
WHERE title LIKE ‘%امانی دیگران نزد ما%’
","به نظر می رسد که در پرسیدارتون به جزئیات خاصی اشاره نکردید. ولی براساس شما، فرض می زنم که ممکن است دنبال تعریف ""طرف حساب امانی"" در سند ها باشید. در صورت صحیح بودن فرض من، می توانید از کوئری SQL زیر برای گرفتن این اطلاعات استفاده کنید:

```sql
SELECT 
    INV_VOUCHER.ID,
    INV_VOUCHER.NUMBER,
    INV_VOUCHER.DATE,
    INV_VOUCHER.TITLE,
    INV_VOUCHER.DESCRIPTION,
    INV_VOUCHER.SL_TITLE,
    INV_VOUCHER.STATE,
    INV_VOUCHER.FY_TITLE,
    INV_VOUCHER.CONSIGNMENT_PARTY_TITLE
FROM 
    INV_VOUCHER;
```

لطفاً توجه داشته باشید که این کوئری تمام سند های موجود در جدول `INV_VOUCHER` را بر می گرداند. اگر شما فقط به سند های خاصی نیاز دارید، باید شرط مناسبی در بخش WHERE اضافه کنید.
 
اما اگر پرسش شما به موضوع دیگری مربوط است، لطفاً آن را با جزئیات بیشتر توضیح دهید."
"کدوم الگوها با جهت سند ""هر دو"" تو سیستم تعریف شدن؟",INV,"SELECT title
FROM Voucher_Specification
WHERE direction = ‘هر دو’
","با توجه به شما داده ها، نمی توانیم چنین پرس و جوهایی را انجام دهیم زیرا در تبله های موجود، ستون خاصی برای ذخیره ""جهت سند"" وجود ندارد. بنابراین، SQL مربوطه قابل ارائه نیست."
جهت سند برای الگوی VS_EXP_005 چیه؟,INV,"SELECT direction
FROM Voucher_Specification
WHERE Code = ‘VS_EXP_005’
","با توجه به اطلاعات موجود در شما، نمی‌توانم پرسیده شده را دقیقاً بفهمم. ولی اگر میخواهید سندی که براساس الگوی VS_EXP_005 است را پیدا کنید، ممکنه چنین Query SQLی نوشته باشید:

```sql
SELECT * FROM INV_VOUCHER WHERE TITLE = 'VS_EXP_005';
```

لطفاً توجه داشته باشید که این فرض را بر می‌آورد که عنوان (TITLE) سند در جدول INV_VOUCHER ذخیره شده است. اگر الگو به صورت دیگری ذخیره شده است، Query باید تغییر یابد.
"
نوع خرید برای الگوی VS_EXP_005 داخلیه یا خارجی؟,INV,"SELECT Purchase_Type
FROM Voucher_Specification
WHERE Code = ‘VS_EXP_005’
","SELECT SUPPLIER_TITLE FROM INV_VOUCHER WHERE TITLE = 'VS_EXP_005'; 
OR 
SELECT SUPPLIER_TITLE, CONTRACTOR_TITLE FROM INV_VOUCHER_ITEM WHERE SL_TITLE = 'VS_EXP_005';
The exact SQL query depends on where the information is stored in your database schema. The provided schema does not specify whether VS_EXP_005 is an internal or external purchase pattern, nor does it indicate which table and field this information would be located in. Therefore, these queries are based on assumptions about where such data might be found. Please adjust according to the actual structure of your database.
The first query assumes that 'VS_EXP_005' is a title stored in the INV_VOUCHER table associated with supplier information. The second query assumes that 'VS_EXP_005' is an SL_TITLE stored in the INV_VOUCHER_ITEM table, also potentially related to supplier or contractor information.
Please replace 'VS_EXP_005' and field names as necessary based on your actual data structure."
الگوهای نوع خرید داخلی رو برام لیست کن,INV,"SELECT title
FROM Voucher_Specification
WHERE purchase_Type = ‘داخلی’
","به نظر می رسد اطلاعات خاصی در مورد ""الگوهای نوع خرید داخلی"" در شما داده نشده است. با توجه به جدول ها و ستون های موجود، ما قادر به ساخت چنین Query ای نخواهیم بود. لطفاً جزئیات بیشتری را فراهم کنید. 

اما در صورتی که می خواهید تمام اسناد خرید داخلی را مشاهده کنید، Query زیر می تواند کمک کند:

```sql
SELECT * FROM INV_VOUCHER 
WHERE SUPPLIER_TITLE IS NOT NULL AND STATE = 'ثبت شده';
```

توجه داشته باشید که این Query فقط اسناد خرید داخلی را نشان می دهد که توسط یک تامین کننده ثبت شده است و همچنان در حالت ""ثبت شده"" هستند. 

برای الگوهای خاص، باید جزئیات بیشتری را فراهم کنید."
