query,schema,sql,model_response
واحد سنجش دوم پنی سیلین 1200,INV,"SELECT secondary_unit_title
FROM part
WHERE title LIKE '%پنی سیلین 1200%'
",SELECT u.title AS SECONDARY_UNIT_TITLE FROM UNIT u WHERE LOWER(u.dimension) = 'second' AND CAST(u.title AS FLOAT) = 1200;
طبقه حساب آهن اسفنجی تو سیستم چیه؟,INV,"SELECT part_account_category_title
FROM part
WHERE title LIKE '%آهن اسفنجی%'
",SELECT p.TITLE FROM PART p WHERE LOWER(p.PART_ACCOUNT_CATEGORY_TITLE) = 'آهن اسفنجی';
کالای 8143000120 با چه طبقه حسابی تو سیتسم تعریف شده؟,INV,"SELECT part_account_category_title
FROM part
WHERE Code = ‘8143000120’
",SELECT i.SL_TITLE FROM INV_VOUCHER_ITEM i WHERE i.PART_REF = 8143000120;
نوع کالای 8143000120 چیه؟,INV,"SELECT part_type
FROM part
WHERE Code = ‘8143000120’
",SELECT p.title FROM part p WHERE p.code = '8143000120';
پنی سیلین 1200 نوعش چیه؟,INV,"SELECT part_type
FROM part
WHERE title LIKE '%پنی سیلین 1200%'
",SELECT p.title FROM part p WHERE p.id = 1200;
نوع کارکرد آهن اسفنجی چیه؟,INV,"SELECT part_usage
FROM part
WHERE title LIKE '%آهن اسفنجی%'
",SELECT p.title FROM part p WHERE LOWER(p.part_usage) = 'خریدنی - قابل فروش'
10 تا کالای اول ساختنی که با کد 81405 شروع میشن چی ها هستن؟,INV,"SELECT TOP (1) title
FROM part
WHERE part_usage = ‘ساختنی’
",SELECT i.title FROM inv_voucher_item i JOIN part p ON i.part_ref = p.id WHERE LOWER(p.code) LIKE '81405%' AND i.quantity > 0 ORDER BY i.title NULLS LAST LIMIT 10;
آخرین کالای غیرموجودی تعریف شده تو سیستم چیه؟,INV,"SELECT TOP (1) title
FROM part
WHERE part_usage = ‘غیرموجودی’
ORDER BY id DESC
",SELECT p.title FROM part p WHERE LOWER(p.part_usage) = 'غیرموجود' ORDER BY p.id DESC LIMIT 1;
کد آخرین کالای قابل فروش رو میخوام,INV,"SELECT TOP (1) code
FROM part
WHERE part_usage = ‘قابل فروش’
ORDER BY id DESC
",SELECT MAX(ivi.PART_REF) AS LAST_SALEABLE_PART FROM INV_VOUCHER_ITEM ivi WHERE ivi.UNIT_REF IN (SELECT u.ID FROM UNIT u WHERE LOWER(u.DIMENSION) = 'weight') AND ivi.REMAINED_MAJOR_QUANTITY > 0;
کارکرد کالای 8143000120 چیه؟,INV,"SELECT part_usage
FROM part
WHERE code = ‘8143000120’
",SELECT iv.title FROM inv_voucher iv JOIN voucher_specification vs ON iv.voucher_specification_ref = vs.id WHERE LOWER(iv.title) LIKE '%8143000120%'
طبقه حساب کالای آهن اسفنجی رو میخوام,INV,"SELECT part_account_category_title
FROM part
WHERE Title Like ‘%آهن اسفنجی%’
","SELECT ivi.SL_TITLE, iv.TITLE FROM INV_VOUCHER_ITEM ivi JOIN INV_VOUCHER iv ON ivi.INVENTORY_VOUCHER_REF = iv.ID WHERE LOWER(ivi.SUPPLIER_TITLE) LIKE '%آهن%' AND LOWER(ivi.PART_REQUEST_ITEM_ID) LIKE '%اسفنجی%';"
پیراهن مردانه یقه 7 سایز لارج، تو کدوم طبقه حساب تعریف شده؟,INV,"SELECT part_account_category_title
FROM part
WHERE Title Like ‘%پیراهن مردانه یقه 7 سایز لارج%’
",SELECT i.title FROM inv_voucher_item i WHERE LOWER(i.suppplier_title) = 'پیراهن مردانه یقه 7 سایز لارج'
کالای 8143000120 با چه طبقه حسابی تو سیستم تعریف شده؟,INV,"SELECT part_account_category_title
FROM part
WHERE code = ‘8143000120’
",SELECT i.SL_TITLE FROM INV_VOUCHER_ITEM i WHERE i.PART_REF = 8143000120;
کدوم کالاها واحد سنجش دومشون کارتن 12 تاییه؟,INV,"SELECT TOP (10) Title
FROM part
WHERE secondary_unit_title = ‘کارتن 12 تایی’
",SELECT p.title FROM part p JOIN unit u ON p.major_unit_title = u.title WHERE LOWER(u.dimension) = 'carton' AND CAST(u.dimension AS integer) = 12
کد الگوی سند خرید خارجی چیه؟,INV,"SELECT code
FROM Voucher_Specification
WHERE title LIKE ‘%خرید خارجی%’
",SELECT vs.CODE FROM VOUCHER_SPECIFICATION vs WHERE LOWER(vs.VOUCHER_TYPE) = 'خرید - خارجی';
الگوی سند انبار با کد VS_EXP_005 رو میخوام,INV,"SELECT title
FROM Voucher_Specification
WHERE code = ‘VS_EXP_00’
",SELECT vs.title FROM voucher_specification vs WHERE vs.code = 'VS_EXP_005';
جهت سند تو الگوی امانی دیگران نزد ما چی تعریف شده؟,INV,"SELECT direction
FROM Voucher_Specification
WHERE title LIKE ‘%امانی دیگران نزد ما%’
","SELECT vs.CODE, vs.TITLE FROM VOUCHER_SPECIFICATION VS WHERE LOWER(vs.VOUCHER_TYPE) = 'امانی'"
"کدوم الگوها با جهت سند ""هر دو"" تو سیستم تعریف شدن؟",INV,"SELECT title
FROM Voucher_Specification
WHERE direction = ‘هر دو’
",SELECT vs.CODE FROM VOUCHER_SPECIFICATION VS WHERE LOWER(vs.DIRECTION) = 'both'
جهت سند برای الگوی VS_EXP_005 چیه؟,INV,"SELECT direction
FROM Voucher_Specification
WHERE Code = ‘VS_EXP_005’
","SELECT iv.title, iv.description FROM inv_voucher iv JOIN voucher_specification vs ON iv.voucher_specification_ref = vs.id WHERE LOWER(vs.code) = 'vs_exp_005';"
نوع خرید برای الگوی VS_EXP_005 داخلیه یا خارجی؟,INV,"SELECT Purchase_Type
FROM Voucher_Specification
WHERE Code = ‘VS_EXP_005’
",SELECT iv.voucher_type FROM inv_voucher iv JOIN voucher_specification vs ON iv.voucher_specification_ref = vs.id WHERE LOWER(vs.code) = 'vs_exp_005'
الگوهای نوع خرید داخلی رو برام لیست کن,INV,"SELECT title
FROM Voucher_Specification
WHERE purchase_Type = ‘داخلی’
","SELECT vs.CODE, vs.TITLE FROM VOUCHER_SPECIFICATION VS WHERE LOWER(vs.VOUCHER_TYPE) = 'خرید - تولید'"
"الگوهایی که نوع تاثیر بر موجودیشون ""موقت"" هستن کدومهان؟",INV,"SELECT title
FROM Voucher_Specification
WHERE type_of_effect = ‘موقت’
",SELECT vs.CODE FROM VOUCHER_SPECIFICATION VS WHERE LOWER(vs.TYPE_OF_EFFECT) = 'موقت'
"نوع تاثیر بر موجودی ""برگشت به تولید"" چیه؟",INV,"SELECT type_of_effect
FROM voucher_specification
WHERE title LIKE ‘%برگشت به تولید%’
",SELECT t.TYPE_OF_EFFECT FROM VOUCHER_SPECIFICATION t WHERE LOWER(t.TITLE) = 'برگشت به تولید';
انواع تاثیر بر موجودی برای الگوها چی ها هستن؟,INV,"SELECT DISTINCT type_of_effect
FROM voucher_specification
",SELECT DISTINCT TYPE_OF_EFFECT FROM VOUCHER_SPECIFICATION;
نوع طرف مقابل تعریف شده برای الگوی دریافت ضایعات تولید چی تعریف شده؟,INV,"SELECT counter_Part_Type
FROM voucher_specification
WHERE title ‘%دریافت ضایعات%’
",SELECT c.COUNTER_PART_TYPE FROM VOUCHER_SPECIFICATION vs JOIN COUNTER_PART_TYPE c ON vs.COUNTER_PART_TYPE = c.ID WHERE vs.VOUCHER_TYPE = 'ضایعات' AND vs.DIRECTION = 'ورودی';
لیست الگوهایی که طرف مقال اونها شخص-شرکت هستن رو نشون بده ,INV,"SELECT title
FROM voucher_specification
WHERE counter_Part_Type = ‘شخص - شرکت’","SELECT vs.CODE, vs.TITLE FROM VOUCHER_SPECIFICATION VS WHERE LOWER(vs.COUNTER_PART_TYPE) = 'شخص-شرکت'"
انواع طرف مقابل تعریف شده برای الگوهای اسناد انبار چی ها هستن؟,INV,"SELECT DISTINCT counter_Part_Type
FROM voucher_specification
",SELECT DISTINCT c.COUNTER_PART_TYPE FROM VOUCHER_SPECIFICATION c ORDER BY c.COUNTER_PART_TYPE NULLS LAST;
الگوهای تحویل دارایی ثابت، چه نوع طرف مقابل هایی دارن؟,INV,"SELECT counter_Part_Type
FROM voucher_specification
WHERE voucher_Type = ‘تحویل دارایی ثابت’
",SELECT DISTINCT c.COUNTER_PART_TYPE FROM VOUCHER_SPECIFICATION VS JOIN INV_VOUCHER IV ON VS.ID = IV.VOUCHER_SPECIFICATION_REF JOIN COUNTER_PART CP ON VS.COUNTER_PART_TYPE = CP.CODE WHERE LOWER(VS.VOUCHER_TYPE) = 'تحویل دارایی ثابت'
"آخرین سند انبار ثبت شده در انبار ""مواد اولیه مصرفی تولید"" مربوط به چه تاریخی هست؟",INV,"SELECT TOP (1) DATE
FROM Voucher
JOIN store ON Inv_Voucher.Store_Id = Store.Id
WHERE store.title LIKE ‘%مواد اولیه مصرفی تولید%’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
ORDER BY DATE DESC
",SELECT MAX(i.date) AS last_inventory_date FROM INV_VOUCHER i JOIN STORE s ON i.store_ref = s.id WHERE LOWER(s.title) = 'مواد اولیه مصرفی تولید';
"کد سند مربوط به آخرین سند انبار ثبت شده در انبار ""مواد اولیه مصرفی تولید"" چیه؟",INV,"SELECT TOP (1) number
FROM Voucher
JOIN store ON Inv_Voucher.Store_Id = Store.Id
WHERE store.title LIKE ‘%مواد اولیه مصرفی تولید%’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
ORDER BY DATE DESC
",SELECT iv.number FROM inv_voucher iv JOIN voucher_specification vs ON iv.voucher_specification_ref = vs.id WHERE LOWER(vs.title) = 'مواد اولیه مصرفی تولید' ORDER BY iv.date DESC LIMIT 1;
وضعیت سند انبار با شماره 540122301 چیه؟,INV,"SELECT STATE
FROM Voucher
WHERE number = ‘540122301’
",SELECT iv.STATE FROM INV_VOUCHER iv WHERE iv.NUMBER = '540122301';
"معین مربوط به سند 540122301 تو انبار ""دارایی های ثابت"" چیه؟",INV,"SELECT SL_TITLE
FROM Voucher
JOIN store ON Inv_Voucher.Store_ID = Store.Id
WHERE store.title LIKE ‘%دارایی های ثابت%’
","SELECT iv.title, s.title AS store_title FROM inv_voucher iv JOIN voucher_specification vs ON iv.voucher_specification_ref = vs.id JOIN store s ON iv.store_ref = s.id WHERE iv.number = '540122301' AND LOWER(s.title) = 'دارایی های ثابت';"
شرح سند 540122301 رو میخوام,INV,"SELECT description
FROM voucher
WHERE number = ‘540122301’
","SELECT iv.title, iv.description FROM inv_voucher iv WHERE iv.number = '540122301';"
"کد آخرین سند رسید خرید داخلی به انبار ""مواد اولیه تولید"" چیه؟",INV,"SELECT number
FROM voucher
JOIN store ON Inv_Voucher.Store_id = store.id
JOIN voucher_specification ON voucher_specification.id = Inv_Voucher.voucher_specification_id
WHERE store.title LIKE ‘%مواد اولیه تولید%’
	AND voucher_Specification.title LIKE ‘%رسید خرید%‘
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
",SELECT iv.number FROM inv_voucher iv JOIN voucher_specification vs ON iv.voucher_specification_ref = vs.id WHERE LOWER(vs.voucher_type) = 'خرید - تولید' AND LOWER(iv.store_ref2) = 'مواد اولیه تولید' ORDER BY iv.date DESC LIMIT 1;
مرکز هزینه سند 540122301 مربوط به انبار مواد اولیه چیه؟,INV,"SELECT COST_CENTER_TITLE
FROM voucher
JOIN store ON Inv_Voucher.store_id = store.id
WHERE Inv_Voucher.number = ‘540122301’
	AND store.title LIKE ‘%مواد اولیه%’
",SELECT c.COST_CENTER_TITLE FROM INV_VOUCHER iv JOIN COST_CENTER c ON iv.COST_CENTER_REF = c.ID WHERE iv.NUMBER = '540122301';
اسناد امروز مربوط به انبار مواد اولیه مصرفی که باطل شدن رو میخوام,INV,"SELECT number
FROM voucher
JOIN store ON Inv_Voucher.store_id = store.id
WHERE Inv_Voucher.DATE = CAST(getdate() AS DATE)
	AND store.title LIKE ‘%مواد اولیه%’
	AND Inv_Voucher.STATE = ‘باطل شده’
","SELECT iv.title, iv.description FROM inv_voucher iv WHERE iv.store_ref = 1 AND iv.state = 'ثبت شده' AND iv.date = CURRENT_DATE;"
کالای DRI امروز از انبار مواد اولیه مصرفی تولید، به کدوم انبار انتقال داده شده؟,INV,"SELECT TOP (1) Store_2.Title
FROM Voucher
JOIN Store ON Inv_Voucher.Store_id = Store.Id
JOIN Store AS Store_2 ON Inv_Voucher.COUNTER_PART_STORE_ID = Store_2.id
JOIN Inv_Voucher_Item ON Inv_Voucher.id = Inv_Voucher_Item.INVENTORY_VOUCHER_ID
JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.Voucher_Specification_id
WHERE Inv_Voucher.DATE = CAST(getdate() AS DATE)
	AND store.title LIKE ‘%مواد اولیه مصرفی تولید%’
	AND Inv_Voucher.COUNTER_PART_STORE_ID IS NOT NULL
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
	AND VOUCHER_SPECIFICATION.Voucher_Type = ‘انتقال بین انبار’
",SELECT iv.store_ref FROM inv_voucher iv JOIN voucher_specification vs ON iv.voucher_specification_ref = vs.id WHERE LOWER(vs.title) LIKE '%dri%' AND LOWER(iv.description) LIKE '%today%';
"لیست تمام کالاهایی که امروز به انبار ""دارایی های ثابت"" انتقال داده شده اند رو میخوام",INV,"SELECT DISTINCT Part.Title
FROM Inv_Voucher_Item
JOIN Inv_Voucher ON Inv_Voucher_Item.Inventory_Voucher_id = Inv_Voucher.Id
JOIN part ON Inv_Voucher_Item.Part_id = Part.Id
JOIN Store ON Store.Id = Inv_Voucher.COUNTER_PART_STORE_ID
JOIN VOUCHER_SPECIFICATION ON Inv_Voucher.VOUCHER_SPECIFICATION_ID = VOUCHER_SPECIFICATION.Id
WHERE Inv_Voucher.DATE = CAST(getdate() AS DATE)
	AND Inv_Voucher.COUNTER_PART_STORE_ID IS NOT NULL
	AND VOUCHER_SPECIFICATION.Voucher_Type = ‘انتقال بین انبار’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
","SELECT i.title, i.part_ref FROM inv_voucher_item i JOIN inv_voucher iv ON i.inventory_voucher_ref = iv.id WHERE LOWER(iv.description) LIKE '% دارایی های ثابت%' AND LOWER(i.suppplier_title) LIKE '% امروز%' ORDER BY i.title NULLS LAST;"
شماره اولین سند ثبت شده در ماه اردیبهشت در انبار مواد اولیه مصرفی چی بوده؟,INV,"SELECT TOP (1) number
FROM voucher
JOIN store ON Inv_Voucher.store_id = store.id
WHERE Inv_Voucher.DATE >= shamsiTomiladi(cast(‘1403 / 02 / 01 ’) AS DATE)
	AND store.title LIKE ‘%مواد اولیه مصرفی تولید%’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
ORDER BY Inv_Voucher.DATE
	,voucher.id
",SELECT iv.number FROM inv_voucher iv WHERE LOWER(iv.title) LIKE '%ماده%اولیه%' AND EXTRACT(MONTH FROM iv.date) = 5 AND iv.store_ref IN (SELECT id FROM store WHERE storage_type_title = 'مateria prima') ORDER BY iv.date ASC LIMIT 1;
شماره آخرین سند ثبت شده در ماه اردیبهشت در انبار مواد اولیه مصرفی چی بوده؟,INV,"SELECT TOP (1) number
FROM voucher
JOIN store ON Inv_Voucher.store_id = store.id
WHERE Inv_Voucher.DATE >= shamsiTomiladi(cast(‘1403 / 02 / 31 ’) AS DATE)
	AND store.title LIKE ‘%مواد اولیه مصرفی تولید%’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
ORDER BY Inv_Voucher.DATE DESC
	,voucher.id DESC
",SELECT iv.number FROM inv_voucher iv WHERE LOWER(iv.fy_title) = '1399-1400' AND LOWER(iv.title) LIKE '%ماده%اولیه%' AND LOWER(iv.state) = 'ثبت شده' ORDER BY iv.id DESC LIMIT 1;
کالای DRI که امروز تو انبار مواد اولیه مصرفی تولید با شماره  540122301 رسید شده مربوط به چه پروژه ای هست؟,INV,"SELECT Inv_Voucher.PROJECT_TITLE
FROM Voucher
JOIN Store ON Inv_Voucher.Store_Id = Store.Id
JOIN Voucher_Specification ON Inv_Voucher.Voucher_Specification_id = Voucher_Specification.Id
WHERE Inv_Voucher.Number = ‘540122301’
	AND Inv_Voucher.DATE = Cast(getdate() AS DATE)
	AND Store.Title LIKE ‘%مواد اولیه مصرفی تولید%’
	AND Voucher_Specification.Direction = ‘ورودی’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
","SELECT iv.SALES_ORDER_NO, iv.PROJECT_TITLE FROM INV_VOUCHER iv JOIN INV_VOUCHER_ITEM i ON iv.ID = i.INVENTORY_VOUCHER_REF WHERE LOWER(i.PART_REQUEST_ITEM_ID) = '540122301' AND LOWER(iv.STATE) = 'تایید شده';"
"تحویل گیرنده ""لپ تاپ 17 اینچ ASUS"" دیروز از انبار ""دارایی های ثابت سیرجان"" کی بوده؟",INV,"SELECT Inv_Voucher.Deliver_To
FROM Voucher
JOIN Store ON Store.Id = Inv_Voucher.Store_id
JOIN INV_VOUCHER_ITEM ON INV_VOUCHER_ITEM.INVENTORY_VOUCHER_ID = Inv_Voucher.Id
WHERE Inv_Voucher.DATE = CAST(Adddate(Day, - 1, getdate()) AS DATE)
	AND part.title LIKE ‘%لپ تاپ 17 اینچ ASUS%’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
	AND Inv_Voucher.Deliver_To IS NOT NULL
",SELECT iv.employee_title FROM inv_voucher iv JOIN voucher_specification vs ON iv.voucher_specification_ref = vs.id WHERE LOWER(vs.title) LIKE '%لپ تاپ 17 اینچ ASUS%' AND LOWER(iv.description) LIKE '%دارایی های ثابت سیرجان%' ORDER BY iv.date DESC LIMIT 1;
جمع کل آهن اسفنجی که بابت شماره سفارش خرید 14030124500 رسید شده چقدره؟,INV,"SELECT SUM(Inv_Voucher_Item.MAJOR_QUANTITY)
FROM inv_Voucher_Item
JOIN Inv_Voucher ON inv_Voucher_Item.INVENTORY_VOUCHER_ID = Inv_Voucher.Id
JOIN Part ON inv_Voucher_Item.Part_Id = Part.Id
JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.Voucher_Specification_Id
WHERE Inv_Voucher.PURCHASE_ORDER_NO = ‘14030124500’
	AND Part.Title LIKE ‘%آهن اسفنجی%’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
	AND Voucher_ Specification.Direction = ‘ورودی’
",SELECT SUM(iqi.QUANTITY) AS total_quantity FROM INV_VOUCHER_ITEM iqi JOIN PART p ON iqi.PART_REF = p.ID WHERE LOWER(p.TITLE) LIKE '%iron sponge%' AND iqi.INVENTORY_VOUCHER_REF IN (SELECT iv.ID FROM INV_VOUCHER iv WHERE LOWER(iv.SUPPLIER_TITLE) LIKE '%14030124500%');
میانگین هر بار خروج کالا از انبار بابت کالای DRI برای تولید چقدر بوده؟,INV,"SELECT AVG(Inv_Voucher_Item.MAJOR_QUANTITY)
FROM inv_Voucher_Item
JOIN Inv_Voucher ON inv_Voucher_Item.INVENTORY_VOUCHER_ID = Inv_Voucher.Id
JOIN Part ON inv_Voucher_Item.Part_Id = Part.Id
JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.Voucher_Specification_Id
WHERE Part.Title LIKE ‘%DRI%’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
	AND Voucher_Specification.Direction = ‘خروجی’
	AND Voucher_Specification.Title LIKE ‘%تولید%’
	AND Voucher_Specification.Direction = ‘خروجی’
	AND Inv_Voucher.DATE >= ShamsiToMiladi(‘1403 / 01 / 01 ’)
",SELECT AVG(iqi.REMAINED_MAJOR_QUANTITY) AS average_remainder FROM INV_VOUCHER_ITEM iqi JOIN PART p ON iqi.PART_REF = p.ID WHERE LOWER(p.TITLE) = 'dri' AND iqi.DIRECTION = 'خروجی';
شماره سفارش فروش مربوط به حواله فروش سند انبار 54002154 چیه؟,INV,"SELECT Inv_Voucher.SALES_ORDER_NO
FROM Voucher
JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.Voucher_Specification_Id
WHERE Inv_Voucher.Number = ‘54002154’
	AND Voucher_Specification.Title LIKE ‘%فروش%’
	AND Voucher_Specification.Direction = ‘خروجی’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
",SELECT iv.SALES_ORDER_NO FROM INV_VOUCHER iv WHERE iv.NUMBER = '54002154';
تعداد کل اسناد باطل شده مرکز نگهداری سیرجان، در تیر ماه چقدر بوده؟,INV,"SELECT Count DISTINCT (Voucher.id)
FROM Voucher
JOIN Store ON Inv_Voucher.Store_id = Store.Id
JOIN Plant ON Store.Plant_Id = Plant.Id
WHERE Plant.Title LIKE ‘%سیرجان%’
	AND Inv_Voucher.STATE = ‘باطل شده’
	AND Inv_Voucher.DATE BETWEEN ShamsiToMiladi(‘1403 / 04 / 01 ’)
		AND ShamsiToMiladi(‘1403 / 04 / 31 ’)
",SELECT COUNT(*) AS total_invalid_vouchers FROM INV_VOUCHER iv JOIN PLANT p ON iv.STORE_REF = p.ID WHERE LOWER(p.TITLE) = 'سیرجان' AND LOWER(iv.STATE) = 'باطل شده' AND EXTRACT(MONTH FROM iv.DATE) = 7;
"تعداد متمایز اقلام اسناد ارسال به تولید امروز از انبار ""دارایی های ثابت"" چقدر بوده؟",INV,"SELECT count DISTINCT inv_voucher_detail.partId
FROM inv_voucher_detail
JOIN inv_voucher ON inv_voucher_detail.inventory_voucher_id = inv_voucher.id
JOIN store ON store.id = inv_voucher.storeid
JOIN voucher_specification ON voucher_specification.id = inv_voucher.voucher_specification_id
WHERE inv_voucher.store inv_voucher.DATE = cast(getdate() AS DATE)
	AND store.title LIKE '%دارایی های ثابت%'
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
",SELECT COUNT(DISTINCT iv_item.SL_TITLE) AS distinct_items_count FROM INV_VOUCHER_ITEM iv_item JOIN INV_VOUCHER iv ON iv_item.INVENTORY_VOUCHER_REF = iv.ID WHERE LOWER(iv.DELIVER_TO) = 'دارایی های ثابت' AND DATE(iv.DATE) = CURRENT_DATE;
کل مقدار ارسال به تولید کالای پنی سیلین از اول بهار چقدر بوده؟,INV,"SELECT Sum(major_quantity)
FROM inv_voucher_detail
JOIN inv_voucher ON inv_voucher_detail.inventory_voucher_id = inv_voucher.id
JOIN part ON part.id = inv_voucher_detail.partid
JOIN voucher_specification ON voucher_specification.id = inv_voucher.voucher_specification_id
WHERE part.title LIKE '%پنی سیلین 400%'
	AND voucher_specification.voucher_type LIKE '%مصرف%'
	AND voucher_specification.direction = 'خروجی'
	AND inv_voucher.DATE BETWEEN '2024-03-21'
		AND Getdate()
	AND inv_voucher.STATE IN (
		'تایید شده'
		,'ثبت شده'
		)
",SELECT SUM(iqv.QUANTITY) AS total_quantity FROM INV_VOUCHER_ITEM iqv JOIN PART p ON iqv.PART_REF = p.ID WHERE LOWER(p.TITLE) = 'پنی سیلین' AND LOWER(iqv.SL_TITLE) = 'تولید';
