query,schema,sql,model_response
واحد سنجش اصلی کالای پنی سیلین 1200,INV,"SELECT major_unit_title
FROM part
WHERE title LIKE '%پنی سیلین 1200%'
",SELECT INV_VOUCHER_ITEM.UNIT_REF FROM INV_VOUCHER INNER JOIN INV_VOUCHER_ITEM ON INV_VOUCHER.ID = INV_VOUCHER_ITEM.INVENTORY_VOUCHER_REF WHERE INV_VOUCHER.TITLE LIKE '%پنی سیلین 1200%' AND INV_VOUCHER.STATE = 'ثبت شده';
واحد سنجش دوم پنی سیلین 1200,INV,"SELECT secondary_unit_title
FROM part
WHERE title LIKE '%پنی سیلین 1200%'
",SELECT * FROM INV_VOUCHER_ITEM WHERE SECOND_UNIT_QUANTITY = 1200;
طبقه حساب آهن اسفنجی تو سیستم چیه؟,INV,"SELECT part_account_category_title
FROM part
WHERE title LIKE '%آهن اسفنجی%'
","SELECT 
    INV_VOUCHER.TITLE, 
    INV_VOUCHER_ITEM.SL_TITLE
FROM 
    INV_VOUCHER
JOIN 
    INV_VOUCHER_ITEM ON INV_VOUCHER.ID = INV_VOUCHER_ITEM.INVENTORY_VOUCHER_REF
WHERE 
    INV_VOUCHER_ITEM.SL_TITLE LIKE '%آهن اسفنجی%' OR INV_VOUCHER.TITLE LIKE '%آهن اسفنجی%';"
کالای 8143000120 با چه طبقه حسابی تو سیتسم تعریف شده؟,INV,"SELECT part_account_category_title
FROM part
WHERE Code = ‘8143000120’
",SELECT SL_TITLE FROM INV_VOUCHER_ITEM WHERE PART_REF = '8143000120';
نوع کالای 8143000120 چیه؟,INV,"SELECT part_type
FROM part
WHERE Code = ‘8143000120’
",SELECT item_description FROM inventory_items WHERE item_code = '8143000120';
پنی سیلین 1200 نوعش چیه؟,INV,"SELECT part_type
FROM part
WHERE title LIKE '%پنی سیلین 1200%'
","SELECT INV_VOUCHER_ITEM.SL_TITLE 
FROM INV_VOUCHER_ITEM 
JOIN INV_VOUCHER ON INV_VOUCHER.ID = INV_VOUCHER_ITEM.INVENTORY_VOUCHER_REF  
WHERE INV_Voucher.ITEM = 'پنی سیلین 1200'"
نوع کارکرد آهن اسفنجی چیه؟,INV,"SELECT part_usage
FROM part
WHERE title LIKE '%آهن اسفنجی%'
","SELECT * FROM INV_VOUCHER 
JOIN INV_VOUCHER_ITEM ON INV_VOUCHER.ID = INV_VOUCHER_ITEM.INVENTORY_VOUCHER_REF 
WHERE INV_VOUCHER_ITEM.SUPPLIER_TITLE LIKE '%آهن اسفنجی%' OR INV_VOUCHER_ITEM.DESCRIPTION LIKE '%آهن اسفنجی%';"
10 تا کالای اول ساختنی که با کد 81405 شروع میشن چی ها هستن؟,INV,"SELECT TOP (1) title
FROM part
WHERE part_usage = ‘ساختنی’
","SELECT *
FROM INV_VOUCHER_ITEM
WHERE SL_TITLE LIKE '81405%' 
AND QUANTITY > 0
LIMIT 10;"
آخرین کالای غیرموجودی تعریف شده تو سیستم چیه؟,INV,"SELECT TOP (1) title
FROM part
WHERE part_usage = ‘غیرموجودی’
ORDER BY id DESC
",SELECT MAX(ROW_NUMBER) FROM INV_VOUCHER_ITEM WHERE QUANTITY = 0;
کد آخرین کالای قابل فروش رو میخوام,INV,"SELECT TOP (1) code
FROM part
WHERE part_usage = ‘قابل فروش’
ORDER BY id DESC
",SELECT MAX(QUANTITY) FROM INV_VOUCHER_ITEM;
کارکرد کالای 8143000120 چیه؟,INV,"SELECT part_usage
FROM part
WHERE code = ‘8143000120’
","SELECT 
    INV_VOUCHER_ITEM.SL_TITLE, 
    INV_VOUCHER_ITEM.QUANTITY,
    INV_VOUCHER_ITEM.REMAINED_MAJOR_QUANTITY
FROM 
    INV_VOUCHER 
JOIN 
    INV_VOUCHER_ITEM ON INV_VOUCHER.ID = INV_VOUCHER_ITEM.INVENTORY_VOUCHER_REF
WHERE 
    INV_VOUCHER_ITEM.PART_REF IN (
        SELECT ID FROM INV_PART WHERE PART_CODE = '8143000120'
    )"
طبقه حساب کالای آهن اسفنجی رو میخوام,INV,"SELECT part_account_category_title
FROM part
WHERE Title Like ‘%آهن اسفنجی%’
","SELECT * FROM INV_VOUCHER_ITEM 
JOIN INV_VOUCHER ON INV_VOUCHER.ID = INV_VOUCHER_ITEM.INVENTORY_VOUCHER_REF  
WHERE SL_TITLE LIKE '%آهن اسفنجی%' OR DESCRIPTION LIKE '%آهن اسفنجی%';"
پیراهن مردانه یقه 7 سایز لارج، تو کدوم طبقه حساب تعریف شده؟,INV,"SELECT part_account_category_title
FROM part
WHERE Title Like ‘%پیراهن مردانه یقه 7 سایز لارج%’
","SELECT 
    SL_TITLE 
FROM 
    INV_VOUCHER_ITEM 
WHERE 
    DESCRIPTION = 'پیراهن مردانه یقه 7 سایز لارج';"
کالای 8143000120 با چه طبقه حسابی تو سیستم تعریف شده؟,INV,"SELECT part_account_category_title
FROM part
WHERE code = ‘8143000120’
",SELECT SL_TITLE FROM INV_VOUCHER_ITEM WHERE PART_REF = '8143000120';
کدوم کالاها واحد سنجش دومشون کارتن 12 تاییه؟,INV,"SELECT TOP (10) Title
FROM part
WHERE secondary_unit_title = ‘کارتن 12 تایی’
","SELECT ITEM_NAME 
FROM INVENTORY_ITEM 
WHERE UNIT_OF_MEASURE = 'کارتان 12 تایی'"
کد الگوی سند خرید خارجی چیه؟,INV,"SELECT code
FROM Voucher_Specification
WHERE title LIKE ‘%خرید خارجی%’
",SELECT INV_VOUCHER.PURCHASE_ORDER_NO FROM INV_VOUCHER WHERE INV_VOUCHER.TITLE = 'خرید خارجی';
الگوی سند انبار با کد VS_EXP_005 رو میخوام,INV,"SELECT title
FROM Voucher_Specification
WHERE code = ‘VS_EXP_00’
",SELECT * FROM INV_VOUCHER WHERE NUMBER = 'VS_EXP_005'
جهت سند تو الگوی امانی دیگران نزد ما چی تعریف شده؟,INV,"SELECT direction
FROM Voucher_Specification
WHERE title LIKE ‘%امانی دیگران نزد ما%’
",SELECT `CONSIGNMENT_PARTY_TITLE` FROM `TABLE INV_VOUCHER` WHERE `CARRIER_TITLE` = 'دامنه دیگران' AND `STATE` = 'ثبت شده';
"کدوم الگوها با جهت سند ""هر دو"" تو سیستم تعریف شدن؟",INV,"SELECT title
FROM Voucher_Specification
WHERE direction = ‘هر دو’
","SELECT 
    CASE WHEN (SUPPLIER_TITLE IS NOT NULL AND CUSTOMER_TITLE IS NOT NULL) THEN 'Both' ELSE '' END AS Title
FROM INV_VOUCHER
WHERE STATE = 'ثبت شده';"
جهت سند برای الگوی VS_EXP_005 چیه؟,INV,"SELECT direction
FROM Voucher_Specification
WHERE Code = ‘VS_EXP_005’
",SELECT * FROM INV_VOUCHER WHERE NUMBER = 'VS_EXP_005';
نوع خرید برای الگوی VS_EXP_005 داخلیه یا خارجی؟,INV,"SELECT Purchase_Type
FROM Voucher_Specification
WHERE Code = ‘VS_EXP_005’
","SELECT 
    CASE 
        WHEN COST_CENTER_TITLE LIKE '%داخلی%' THEN 'خرید داخلی' 
        WHEN COST_CENTER_TITLE LIKE '%خارجی%' OR SUPPLIER_TITLE IS NOT NULL THEN 'خرید خارجی' 
        ELSE 'نامشخص' 
    END AS Purchase_Type
FROM INV_VOUCHER WHERE NUMBER = 'VS_EXP_005';"
الگوهای نوع خرید داخلی رو برام لیست کن,INV,"SELECT title
FROM Voucher_Specification
WHERE purchase_Type = ‘داخلی’
","SELECT 
    INV_VOUCHER.ID, 
    INV_VOUCHER.NUMBER, 
    INV_VOUCHER.DATE, 
    INV_VOUCHER.TITLE,
    INV_VOUCHER.DESCRIPTION,
    INV_VOUCHER.SL_TITLE,
    INV_VOUCHER.STATE,
    INV_VOUCHER.FY_TITLE,
    INV_VOUCHER.SUPPLIER_TITLE,
    INV_VOUCHER.CONTRACTOR_TITLE,
    INV_VOUCHER.COST_CENTER_TITLE,
    INV_VOUCHER.PROJECT_TITLE,
    INV_VOUCHER.CUSTOMER_TITLE,
    INV_VOUCHER.CARRIER_TITLE,
    INV_VOUCHER.CONSIGNMENT_PARTY_TITLE,
    INV_VOUCHER.EMPLOYEE_TITLE,
    INV_VOUCHER.SALES_PERSON_TITLE,
    INV_VOUCHER.PURCHASE_ORDER_NO,
    INV_VOUCHER.PURCHASE_INVOICE_NO,
    INV_VOUCHER.DELIVER_TO,
    INV_VOUCHER.COTTAGE_NO,
    INV_VOUCHER.CUSTOMS_GREEN_SHEET,
    INV_VOUCHER.ASN_NO,
    INV_VOUCHER.SALES_ORDER_NO,
    INV_VOUCHER.SALES_INVOICE_NO,
    INV_VOUCHER.SALE_ORGANIZATION,
    INV_VOUCHER.SHOPPING_STORE,
    INV_VOUCHER.DELIVERY_PERSON,
    INV_VOUCHER.WEIGHBRIDGE_NO,
    INV_VOUCHER.PRODUCTION_ORDER_NO,
    INV_VOUCHER.PRODUCTION_PLAN_NO,
    INV_VOUCHER.PRODUCTION_OPERATION_NO,
    INV_VOUCHER.PRODUCTION_SHIFT,
    INV_VOUCHER.PRODUCTION_DATE,
    INV_VOUCHER.QC_INSPECTION_NO,
    INV_VOUCHER.QC_CHECK_LIST_NO,
    INV_VOUCHER.QC_LAB_NO,
    INV_VOUCHER.CONDITIONAL_APPROVAL,
    INV_VOUCHER.INSPECTION_RESULT,
    INV_VOUCHER.COA_NO,
    INV_VOUCHER.TRANSPORTER_NAME,
    INV_VOUCHER.VEHICLE_NO,
    INV_VOUCHER.LICENSE_PLATE_NO,
    INV_VOUCHER.WAYBILL_NO,
    INV_VOUCHER.WAYBILL_DATE,
    INV_VOUCHER.TRANSPORTER_PHONE_NO,
    INV_VOUCHER.STORE_REF,
    INV_VOUCHER.STORE_REF2,
    INV_VOUCHER.VOUCHER_SPECIFICATION_REF
FROM 
    INV_VOUCHER 
WHERE 
    INV_VOUCHER.TITLE LIKE '%خرید داخلی%' OR 
    INV_VOUCHER.DESCRIPTION LIKE '%خرید داخلی%';"
"الگوهایی که نوع تاثیر بر موجودیشون ""موقت"" هستن کدومهان؟",INV,"SELECT title
FROM Voucher_Specification
WHERE type_of_effect = ‘موقت’
","SELECT 
    INV_VOUCHER_ITEM.SL_TITLE, 
    INV_VOUCHER_ITEM.INV_VOUCHER_REF
FROM 
    INV_VOUCHER_ITEM
WHERE 
    INV_VOUCHER_ITEM.QUANTITY <> 0 AND 
    INV_VOUCHER_ITEM.REMAINED_MAJOR_QUANTITY = 0;"
"نوع تاثیر بر موجودی ""برگشت به تولید"" چیه؟",INV,"SELECT type_of_effect
FROM voucher_specification
WHERE title LIKE ‘%برگشت به تولید%’
","SELECT 
    CASE 
        WHEN INV_VOUCHER.TITLE LIKE '%برگشت به تولید%' THEN 'تاثیر منفی بر موجودی'
        ELSE 'نوع تاثیر مشخص نشده'
    END AS Effect_on_Inventory_Type
FROM 
    INV_VOUCHER
WHERE 
    INV_VOUCHER.TITLE LIKE '%برگشت به تولید%';"
انواع تاثیر بر موجودی برای الگوها چی ها هستن؟,INV,"SELECT DISTINCT type_of_effect
FROM voucher_specification
","SELECT DISTINCT 
    CASE 
        WHEN STATE = 'ثبت شده' THEN 'ثبت سند'
        WHEN STATE = 'تایید شده' THEN 'تایید سند'
        WHEN STATE = 'باطل شده' THEN 'لغو سند'
        ELSE 'ناشناس'
    END AS Type_of_Impact_on_Inventory
FROM 
    INV_VOUCHER;"
نوع طرف مقابل تعریف شده برای الگوی دریافت ضایعات تولید چی تعریف شده؟,INV,"SELECT counter_Part_Type
FROM voucher_specification
WHERE title ‘%دریافت ضایعات%’
","SELECT `CONTRACTOR_TITLE` 
FROM `INV_VOUCHER`
WHERE `TITLE` = 'دریافت ضایعات تولید' AND `STATE` = 'تایید شده';"
لیست الگوهایی که طرف مقال اونها شخص-شرکت هستن رو نشون بده ,INV,"SELECT title
FROM voucher_specification
WHERE counter_Part_Type = ‘شخص - شرکت’","SELECT DISTINCT 
    CASE 
        WHEN CONSIGNMENT_PARTY_TITLE LIKE '%شخص%' THEN 'شخص' 
        WHEN CONSIGNMENT_PARTY_TITLE LIKE '%شرکت%' THEN 'شرکت' 
    END AS Party_Type,
    CONSIGNMENT_PARTY_TITLE
FROM 
    INV_VOUCHER
WHERE 
    CONSIGNMENT_PARTY_TITLE IS NOT NULL;"
انواع طرف مقابل تعریف شده برای الگوهای اسناد انبار چی ها هستن؟,INV,"SELECT DISTINCT counter_Part_Type
FROM voucher_specification
","SELECT DISTINCT 
    CASE 
        WHEN SUPPLIER_TITLE IS NOT NULL THEN 'تامین کننده' 
        WHEN CUSTOMER_TITLE IS NOT NULL THEN 'مشتری' 
        WHEN COST_CENTER_TITLE IS NOT NULL THEN 'مرکز هزینه' 
        WHEN PROJECT_TITLE IS NOT NULL THEN 'پروژه' 
        WHEN CARRIER_TITLE IS NOT NULL THEN 'طرف حساب امانی' 
        WHEN EMPLOYEE_TITLE IS NOT NULL THEN 'شخص' 
        WHEN SALE_ORGANIZATION IS NOT NULL THEN 'شرکت'
    END AS Counterparty_Type
FROM INV_VOUCHER;"
الگوهای تحویل دارایی ثابت، چه نوع طرف مقابل هایی دارن؟,INV,"SELECT counter_Part_Type
FROM voucher_specification
WHERE voucher_Type = ‘تحویل دارایی ثابت’
","SELECT DISTINCT 
    CARRIER_TITLE, CONSIGNMENT_PARTY_TITLE
FROM 
    INV_VOUCHER
WHERE 
    STATE = 'ثبت شده';"
"آخرین سند انبار ثبت شده در انبار ""مواد اولیه مصرفی تولید"" مربوط به چه تاریخی هست؟",INV,"SELECT TOP (1) DATE
FROM Voucher
JOIN store ON Inv_Voucher.Store_Id = Store.Id
WHERE store.title LIKE ‘%مواد اولیه مصرفی تولید%’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
ORDER BY DATE DESC
",SELECT DATE FROM INV_VOUCHER WHERE FY_TITLE = 'مواد اولیه مصرفی تولید' AND STATE = 'ثبت شده' ORDER BY DATE DESC LIMIT 1;
"کد سند مربوط به آخرین سند انبار ثبت شده در انبار ""مواد اولیه مصرفی تولید"" چیه؟",INV,"SELECT TOP (1) number
FROM Voucher
JOIN store ON Inv_Voucher.Store_Id = Store.Id
WHERE store.title LIKE ‘%مواد اولیه مصرفی تولید%’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
ORDER BY DATE DESC
","SELECT MAX(T1.NUMBER) 
FROM INV_VOUCHER T1 
JOIN COST_CENTER_TITLE T2 ON T1.COST_CENTER_TITLE = T2.TITLE  
WHERE T2.SL_TITLE = 'مواد اولیه مصرفی تولید' AND T1.STATE = 'ثبت شده';"
وضعیت سند انبار با شماره 540122301 چیه؟,INV,"SELECT STATE
FROM Voucher
WHERE number = ‘540122301’
","SELECT STATE 
FROM INV_VOUCHER 
WHERE NUMBER = '540122301'"
"معین مربوط به سند 540122301 تو انبار ""دارایی های ثابت"" چیه؟",INV,"SELECT SL_TITLE
FROM Voucher
JOIN store ON Inv_Voucher.Store_ID = Store.Id
WHERE store.title LIKE ‘%دارایی های ثابت%’
",SELECT SL_TITLE FROM INV_VOUCHER WHERE NUMBER = '540122301' AND COST_CENTER_TITLE = 'دارایی های ثابت';
شرح سند 540122301 رو میخوام,INV,"SELECT description
FROM voucher
WHERE number = ‘540122301’
",SELECT * FROM INV_VOUCHER WHERE NUMBER = '540122301'
"کد آخرین سند رسید خرید داخلی به انبار ""مواد اولیه تولید"" چیه؟",INV,"SELECT number
FROM voucher
JOIN store ON Inv_Voucher.Store_id = store.id
JOIN voucher_specification ON voucher_specification.id = Inv_Voucher.voucher_specification_id
WHERE store.title LIKE ‘%مواد اولیه تولید%’
	AND voucher_Specification.title LIKE ‘%رسید خرید%‘
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
","SELECT MAX(T1.NUMBER) 
FROM INV_VOUCHER T1 
JOIN INV_VOUCHER_ITEM T2 ON T1.ID = T2.INVENTORY_VOUCHER_REF 
WHERE T1.COST_CENTER_TITLE = 'مواد اولیه تولید' AND T1.TITLE LIKE '%خرید داخلی%'"
مرکز هزینه سند 540122301 مربوط به انبار مواد اولیه چیه؟,INV,"SELECT COST_CENTER_TITLE
FROM voucher
JOIN store ON Inv_Voucher.store_id = store.id
WHERE Inv_Voucher.number = ‘540122301’
	AND store.title LIKE ‘%مواد اولیه%’
",SELECT COST_CENTER_TITLE FROM INV_VOUCHER WHERE NUMBER = '540122301' AND FY_TITLE = 'مالیاتی' AND STATE = 'تایید شده';
اسناد امروز مربوط به انبار مواد اولیه مصرفی که باطل شدن رو میخوام,INV,"SELECT number
FROM voucher
JOIN store ON Inv_Voucher.store_id = store.id
WHERE Inv_Voucher.DATE = CAST(getdate() AS DATE)
	AND store.title LIKE ‘%مواد اولیه%’
	AND Inv_Voucher.STATE = ‘باطل شده’
",SELECT * FROM INV_VOUCHER WHERE STATE = 'باطل شده' AND SUPPLIER_TITLE LIKE '%مواد اولیه مصرفی%' ORDER BY DATE DESC;
کالای DRI امروز از انبار مواد اولیه مصرفی تولید، به کدوم انبار انتقال داده شده؟,INV,"SELECT TOP (1) Store_2.Title
FROM Voucher
JOIN Store ON Inv_Voucher.Store_id = Store.Id
JOIN Store AS Store_2 ON Inv_Voucher.COUNTER_PART_STORE_ID = Store_2.id
JOIN Inv_Voucher_Item ON Inv_Voucher.id = Inv_Voucher_Item.INVENTORY_VOUCHER_ID
JOIN Voucher_Specification ON Voucher_Specification.Id = Inv_Voucher.Voucher_Specification_id
WHERE Inv_Voucher.DATE = CAST(getdate() AS DATE)
	AND store.title LIKE ‘%مواد اولیه مصرفی تولید%’
	AND Inv_Voucher.COUNTER_PART_STORE_ID IS NOT NULL
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
	AND VOUCHER_SPECIFICATION.Voucher_Type = ‘انتقال بین انبار’
",SELECT `STORE_REF2` FROM INV_VOUCHER WHERE `SL_TITLE` = 'DRI' AND `DATE` = CURDATE() AND `VOUCHER_SPECIFICATION_REF` IS NOT NULL;
"لیست تمام کالاهایی که امروز به انبار ""دارایی های ثابت"" انتقال داده شده اند رو میخوام",INV,"SELECT DISTINCT Part.Title
FROM Inv_Voucher_Item
JOIN Inv_Voucher ON Inv_Voucher_Item.Inventory_Voucher_id = Inv_Voucher.Id
JOIN part ON Inv_Voucher_Item.Part_id = Part.Id
JOIN Store ON Store.Id = Inv_Voucher.COUNTER_PART_STORE_ID
JOIN VOUCHER_SPECIFICATION ON Inv_Voucher.VOUCHER_SPECIFICATION_ID = VOUCHER_SPECIFICATION.Id
WHERE Inv_Voucher.DATE = CAST(getdate() AS DATE)
	AND Inv_Voucher.COUNTER_PART_STORE_ID IS NOT NULL
	AND VOUCHER_SPECIFICATION.Voucher_Type = ‘انتقال بین انبار’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
","SELECT 
    INV_VOUCHER_ITEM.RELATED_ITEM_ID, 
    INV_VOUCHER_ITEM.QUANTITY,
    INV_VOUCHER_ITEM.SL_TITLE
FROM 
    INV_VOUCHER 
JOIN 
    INV_VOUCHER_ITEM ON INV_VOUCHER.ID = INV_VOUCHER_ITEM.INVENTORY_VOUCHER_REF
WHERE 
    DATE = CURRENT_DATE AND 
    STORE_REF2 = (SELECT ID FROM STORAGE WHERE NAME = 'دارایی های ثابت') AND 
    STATE = 'تایید شده';"
شماره اولین سند ثبت شده در ماه اردیبهشت در انبار مواد اولیه مصرفی چی بوده؟,INV,"SELECT TOP (1) number
FROM voucher
JOIN store ON Inv_Voucher.store_id = store.id
WHERE Inv_Voucher.DATE >= shamsiTomiladi(cast(‘1403 / 02 / 01 ’) AS DATE)
	AND store.title LIKE ‘%مواد اولیه مصرفی تولید%’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
ORDER BY Inv_Voucher.DATE
	,voucher.id
","SELECT `NUMBER` 
FROM `INV_VOUCHER`
WHERE `DATE` BETWEEN '2023-05-01' AND '2023-05-31'
AND `SL_TITLE` = 'انبار مواد اولیه مصرفی'
AND `STATE` = 'ثبت شده'
ORDER BY `ID` ASC
LIMIT 1;"
شماره آخرین سند ثبت شده در ماه اردیبهشت در انبار مواد اولیه مصرفی چی بوده؟,INV,"SELECT TOP (1) number
FROM voucher
JOIN store ON Inv_Voucher.store_id = store.id
WHERE Inv_Voucher.DATE >= shamsiTomiladi(cast(‘1403 / 02 / 31 ’) AS DATE)
	AND store.title LIKE ‘%مواد اولیه مصرفی تولید%’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
ORDER BY Inv_Voucher.DATE DESC
	,voucher.id DESC
","SELECT MAX(T1.NUMBER) 
FROM INV_VOUCHER T1 
JOIN INV_VOUCHER_ITEM T2 ON T1.ID = T2.INVENTORY_VOUCHER_REF 
WHERE T1.DATE >= '1396/05/01' AND T1.DATE < '1396/06/01' AND T1.TITLE LIKE '%مواد اولیه مصرفی%' AND T1.STATE = 'ثبت شده';"
کالای DRI که امروز تو انبار مواد اولیه مصرفی تولید با شماره  540122301 رسید شده مربوط به چه پروژه ای هست؟,INV,"SELECT Inv_Voucher.PROJECT_TITLE
FROM Voucher
JOIN Store ON Inv_Voucher.Store_Id = Store.Id
JOIN Voucher_Specification ON Inv_Voucher.Voucher_Specification_id = Voucher_Specification.Id
WHERE Inv_Voucher.Number = ‘540122301’
	AND Inv_Voucher.DATE = Cast(getdate() AS DATE)
	AND Store.Title LIKE ‘%مواد اولیه مصرفی تولید%’
	AND Voucher_Specification.Direction = ‘ورودی’
	AND Inv_Voucher.STATE IN (
		‘تایید شده’
		,’ثبت شده’)
","SELECT PROJECT_TITLE 
FROM INV_VOUCHER 
JOIN INV_VOUCHER_ITEM ON INV_VOUCHER.ID = INV_VOUCHER_ITEM.INVENTORY_VOUCHER_REF  
WHERE NUMBER = '540122301' AND DESCRIPTION LIKE '%DRI%' AND COST_CENTER_TITLE = 'مواد اولیه مصرفی تولید';"
